ダウンロードした時刻: 2022/04/27 10:21:51,,,,,,,,,,,,
,,,,,,,,,,,,↓この列は手動
,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,,
年月日時,気温(℃),気温(℃),気温(℃),降水量(mm),降水量(mm),降水量(mm),降水量(mm),天気,天気,天気,,
,,品質情報,均質番号,,現象なし情報,品質情報,均質番号,,品質情報,均質番号,,実績(万kW)
2021/1/1 0:00,0.3,8,1,0,1,8,1,,0,1,,3184
2021/1/1 1:00,0.8,8,1,0,1,8,1,,0,1,,2978
2021/1/1 2:00,0.4,8,1,0,1,8,1,,0,1,,2834
2021/1/1 3:00,-0.6,8,1,0,1,8,1,1,8,1,,2743
2021/1/1 4:00,0.1,8,1,0,1,8,1,,0,1,,2697
2021/1/1 5:00,0,8,1,0,1,8,1,,0,1,,2729
2021/1/1 6:00,-0.4,8,1,0,1,8,1,1,8,1,,2869
2021/1/1 7:00,-0.3,8,1,0,1,8,1,,0,1,,3090
2021/1/1 8:00,2.1,8,1,0,1,8,1,,0,1,,3221
2021/1/1 9:00,4.2,8,1,0,1,8,1,1,8,1,,3151
2021/1/1 10:00,6,8,1,0,1,8,1,,0,1,,3030
2021/1/1 11:00,8,8,1,0,1,8,1,,0,1,,2919
2021/1/1 12:00,9.8,8,1,0,1,8,1,1,8,1,,2811
2021/1/1 13:00,9.3,8,1,0,1,8,1,,0,1,,2738
2021/1/1 14:00,10.1,8,1,0,1,8,1,,0,1,,2710
2021/1/1 15:00,9,8,1,0,1,8,1,1,8,1,,2783
2021/1/1 16:00,8.3,8,1,0,1,8,1,,0,1,,2979
2021/1/1 17:00,5.9,8,1,0,1,8,1,,0,1,,3304
2021/1/1 18:00,6.5,8,1,0,1,8,1,1,8,1,,3399
2021/1/1 19:00,5.7,8,1,0,1,8,1,,0,1,,3413
2021/1/1 20:00,5.4,8,1,0,1,8,1,,0,1,,3401
2021/1/1 21:00,5,8,1,0,1,8,1,1,8,1,,3344
2021/1/1 22:00,4,8,1,0,1,8,1,,0,1,,3198
2021/1/1 23:00,3.9,8,1,0,1,8,1,,0,1,,3073
2021/1/2 0:00,3.4,8,1,0,1,8,1,,0,1,,2855
2021/1/2 1:00,2.4,8,1,0,1,8,1,,0,1,,2715
2021/1/2 2:00,2.3,8,1,0,1,8,1,,0,1,,2650
2021/1/2 3:00,1.6,8,1,0,1,8,1,1,8,1,,2610
2021/1/2 4:00,1.8,8,1,0,1,8,1,,0,1,,2595
2021/1/2 5:00,1,8,1,0,1,8,1,,0,1,,2653
2021/1/2 6:00,0.7,8,1,0,1,8,1,1,8,1,,2834
2021/1/2 7:00,0.2,8,1,0,1,8,1,,0,1,,3100
2021/1/2 8:00,1.9,8,1,0,1,8,1,,0,1,,3269
2021/1/2 9:00,4.9,8,1,0,1,8,1,1,8,1,,3245
2021/1/2 10:00,5.3,8,1,0,1,8,1,,0,1,,3141
2021/1/2 11:00,7.2,8,1,0,1,8,1,,0,1,,3039
2021/1/2 12:00,8.6,8,1,0,1,8,1,1,8,1,,2951
2021/1/2 13:00,9.8,8,1,0,1,8,1,,0,1,,2880
2021/1/2 14:00,10.2,8,1,0,1,8,1,,0,1,,2830
2021/1/2 15:00,9.6,8,1,0,1,8,1,1,8,1,,2862
2021/1/2 16:00,8.9,8,1,0,1,8,1,,0,1,,3064
2021/1/2 17:00,8.2,8,1,0,1,8,1,,0,1,,3394
2021/1/2 18:00,6.9,8,1,0,1,8,1,1,8,1,,3494
2021/1/2 19:00,6.8,8,1,0,1,8,1,,0,1,,3494
2021/1/2 20:00,4.9,8,1,0,1,8,1,,0,1,,3471
2021/1/2 21:00,3.9,8,1,0,1,8,1,2,8,1,,3379
2021/1/2 22:00,3.5,8,1,0,1,8,1,,0,1,,3215
2021/1/2 23:00,2.5,8,1,0,1,8,1,,0,1,,3088
2021/1/3 0:00,2.2,8,1,0,1,8,1,,0,1,,2869
2021/1/3 1:00,1.4,8,1,0,1,8,1,,0,1,,2741
2021/1/3 2:00,1.7,8,1,0,1,8,1,,0,1,,2685
2021/1/3 3:00,0.6,8,1,0,1,8,1,1,8,1,,2640
2021/1/3 4:00,0.2,8,1,0,1,8,1,,0,1,,2622
2021/1/3 5:00,1.1,8,1,0,1,8,1,,0,1,,2675
2021/1/3 6:00,0.2,8,1,0,1,8,1,2,8,1,,2849
2021/1/3 7:00,-0.1,8,1,0,1,8,1,,0,1,,3109
2021/1/3 8:00,1.7,8,1,0,1,8,1,,0,1,,3325
2021/1/3 9:00,3.2,8,1,0,1,8,1,2,8,1,,3372
2021/1/3 10:00,4.6,8,1,0,1,8,1,,0,1,,3314
2021/1/3 11:00,5.9,8,1,0,1,8,1,,0,1,,3197
2021/1/3 12:00,7.5,8,1,0,1,8,1,3,8,1,,3132
2021/1/3 13:00,7.4,8,1,0,1,8,1,,0,1,,3029
2021/1/3 14:00,8,8,1,0,1,8,1,,0,1,,2960
2021/1/3 15:00,7.1,8,1,0,1,8,1,1,8,1,,3033
2021/1/3 16:00,6,8,1,0,1,8,1,,0,1,,3249
2021/1/3 17:00,5.3,8,1,0,1,8,1,,0,1,,3616
2021/1/3 18:00,4.2,8,1,0,1,8,1,1,8,1,,3728
2021/1/3 19:00,3.9,8,1,0,1,8,1,,0,1,,3715
2021/1/3 20:00,4.2,8,1,0,1,8,1,,0,1,,3650
2021/1/3 21:00,3.6,8,1,0,1,8,1,3,8,1,,3499
2021/1/3 22:00,4.6,8,1,0,1,8,1,,0,1,,3257
2021/1/3 23:00,3.9,8,1,0,1,8,1,,0,1,,3072
2021/1/4 0:00,3.5,8,1,0,1,8,1,,0,1,,2828
2021/1/4 1:00,3.2,8,1,0,1,8,1,,0,1,,2678
2021/1/4 2:00,3.5,8,1,0,1,8,1,,0,1,,2614
2021/1/4 3:00,3.1,8,1,0,1,8,1,3,8,1,,2580
2021/1/4 4:00,2.4,8,1,0,1,8,1,,0,1,,2604
2021/1/4 5:00,2.7,8,1,0,1,8,1,,0,1,,2758
2021/1/4 6:00,2.3,8,1,0,1,8,1,3,8,1,,3122
2021/1/4 7:00,1.6,8,1,0,1,8,1,,0,1,,3531
2021/1/4 8:00,2.6,8,1,0,1,8,1,,0,1,,3865
2021/1/4 9:00,4.5,8,1,0,1,8,1,3,8,1,,3852
2021/1/4 10:00,6.9,8,1,0,1,8,1,,0,1,,3675
2021/1/4 11:00,9.2,8,1,0,1,8,1,,0,1,,3570
2021/1/4 12:00,9.9,8,1,0,1,8,1,2,8,1,,3451
2021/1/4 13:00,10.5,8,1,0,1,8,1,,0,1,,3384
2021/1/4 14:00,10.9,8,1,0,1,8,1,,0,1,,3343
2021/1/4 15:00,10.1,8,1,0,1,8,1,1,8,1,,3368
2021/1/4 16:00,8.4,8,1,0,1,8,1,,0,1,,3533
2021/1/4 17:00,6.8,8,1,0,1,8,1,,0,1,,3838
2021/1/4 18:00,5.9,8,1,0,1,8,1,1,8,1,,3890
2021/1/4 19:00,6.1,8,1,0,1,8,1,,0,1,,3857
2021/1/4 20:00,5.9,8,1,0,1,8,1,,0,1,,3774
2021/1/4 21:00,5.9,8,1,0,1,8,1,1,8,1,,3618
2021/1/4 22:00,5.7,8,1,0,1,8,1,,0,1,,3374
2021/1/4 23:00,5.7,8,1,0,1,8,1,,0,1,,3163
2021/1/5 0:00,4.4,8,1,0,1,8,1,,0,1,,2909
2021/1/5 1:00,4.3,8,1,0,1,8,1,,0,1,,2750
2021/1/5 2:00,3.3,8,1,0,1,8,1,,0,1,,2691
2021/1/5 3:00,3.6,8,1,0,1,8,1,3,8,1,,2670
2021/1/5 4:00,3.2,8,1,0,1,8,1,,0,1,,2711
2021/1/5 5:00,2.9,8,1,0,1,8,1,,0,1,,2889
2021/1/5 6:00,3.4,8,1,0,1,8,1,4,8,1,,3324
2021/1/5 7:00,2.8,8,1,0,1,8,1,,0,1,,3807
2021/1/5 8:00,3.8,8,1,0,1,8,1,,0,1,,4274
2021/1/5 9:00,5.6,8,1,0,1,8,1,3,8,1,,4393
2021/1/5 10:00,6.5,8,1,0,1,8,1,,0,1,,4355
2021/1/5 11:00,7.5,8,1,0,1,8,1,,0,1,,4197
2021/1/5 12:00,8.5,8,1,0,1,8,1,3,8,1,,4079
2021/1/5 13:00,9.1,8,1,0,1,8,1,,0,1,,4093
2021/1/5 14:00,9.2,8,1,0,1,8,1,,0,1,,4080
2021/1/5 15:00,9.2,8,1,0,1,8,1,4,8,1,,4071
2021/1/5 16:00,8.8,8,1,0,1,8,1,,0,1,,4180
2021/1/5 17:00,8.1,8,1,0,1,8,1,,0,1,,4274
2021/1/5 18:00,7.8,8,1,0,1,8,1,4,8,1,,4229
2021/1/5 19:00,7.5,8,1,0,1,8,1,,0,1,,4124
2021/1/5 20:00,6.5,8,1,0,1,8,1,,0,1,,3999
2021/1/5 21:00,6.1,8,1,0,1,8,1,4,8,1,,3790
2021/1/5 22:00,6,8,1,0,1,8,1,,0,1,,3519
2021/1/5 23:00,6,8,1,0,1,8,1,,0,1,,3268
2021/1/6 0:00,5.2,8,1,0,1,8,1,,0,1,,2999
2021/1/6 1:00,5,8,1,0,1,8,1,,0,1,,2852
2021/1/6 2:00,4.9,8,1,0,1,8,1,,0,1,,2800
2021/1/6 3:00,4.6,8,1,0,1,8,1,3,8,1,,2780
2021/1/6 4:00,5,8,1,0,1,8,1,,0,1,,2826
2021/1/6 5:00,4.2,8,1,0,1,8,1,,0,1,,3034
2021/1/6 6:00,4.7,8,1,0,1,8,1,4,8,1,,3472
2021/1/6 7:00,4.8,8,1,0,1,8,1,,0,1,,3942
2021/1/6 8:00,4.6,8,1,0,1,8,1,,0,1,,4384
2021/1/6 9:00,5.4,8,1,0,1,8,1,4,8,1,,4617
2021/1/6 10:00,6.4,8,1,0,1,8,1,,0,1,,4557
2021/1/6 11:00,5.9,8,1,0,1,8,1,,0,1,,4517
2021/1/6 12:00,5.5,8,1,0,1,8,1,4,8,1,,4330
2021/1/6 13:00,6.4,8,1,0,1,8,1,,0,1,,4409
2021/1/6 14:00,6.5,8,1,0,1,8,1,,0,1,,4447
2021/1/6 15:00,5.9,8,1,0,1,8,1,4,8,1,,4506
2021/1/6 16:00,5.7,8,1,0,1,8,1,,0,1,,4651
2021/1/6 17:00,5.6,8,1,0,0,8,1,,0,1,,4663
2021/1/6 18:00,5.6,8,1,0,1,8,1,4,8,1,,4572
2021/1/6 19:00,5.5,8,1,0,0,8,1,,0,1,,4411
2021/1/6 20:00,5.4,8,1,0,1,8,1,,0,1,,4258
2021/1/6 21:00,4.9,8,1,0,1,8,1,4,8,1,,4029
2021/1/6 22:00,5,8,1,0,1,8,1,,0,1,,3759
2021/1/6 23:00,5,8,1,0,1,8,1,,0,1,,3482
2021/1/7 0:00,4.8,8,1,0,1,8,1,,0,1,,3171
2021/1/7 1:00,4.1,8,1,0,1,8,1,,0,1,,3013
2021/1/7 2:00,3.5,8,1,0,1,8,1,,0,1,,2953
2021/1/7 3:00,3.5,8,1,0,1,8,1,3,8,1,,2925
2021/1/7 4:00,3.7,8,1,0,1,8,1,,0,1,,2963
2021/1/7 5:00,3.5,8,1,0,1,8,1,,0,1,,3170
2021/1/7 6:00,2.5,8,1,0,1,8,1,4,8,1,,3620
2021/1/7 7:00,2.2,8,1,0,1,8,1,,0,1,,4091
2021/1/7 8:00,3.2,8,1,0,1,8,1,,0,1,,4481
2021/1/7 9:00,6.2,8,1,0,1,8,1,2,8,1,,4587
2021/1/7 10:00,10.2,8,1,0,1,8,1,,0,1,,4438
2021/1/7 11:00,10.8,8,1,0,1,8,1,,0,1,,4314
2021/1/7 12:00,12.2,8,1,0,1,8,1,1,8,1,,4137
2021/1/7 13:00,11.9,8,1,0,1,8,1,,0,1,,4188
2021/1/7 14:00,11.4,8,1,0,1,8,1,,0,1,,4174
2021/1/7 15:00,10.2,8,1,0,1,8,1,2,8,1,,4197
2021/1/7 16:00,9.4,8,1,0,1,8,1,,0,1,,4351
2021/1/7 17:00,8.1,8,1,0,1,8,1,,0,1,,4508
2021/1/7 18:00,8,8,1,0,1,8,1,4,8,1,,4495
2021/1/7 19:00,6.9,8,1,0,1,8,1,,0,1,,4405
2021/1/7 20:00,5.3,8,1,0,1,8,1,,0,1,,4317
2021/1/7 21:00,4.4,8,1,0,1,8,1,3,8,1,,4119
2021/1/7 22:00,4,8,1,0,1,8,1,,0,1,,3851
2021/1/7 23:00,3.6,8,1,0,1,8,1,,0,1,,3592
2021/1/8 0:00,2.9,8,1,0,1,8,1,,0,1,,3334
2021/1/8 1:00,2,8,1,0,1,8,1,,0,1,,3194
2021/1/8 2:00,1.2,8,1,0,1,8,1,,0,1,,3135
2021/1/8 3:00,1.2,8,1,0,1,8,1,2,8,1,,3116
2021/1/8 4:00,0.6,8,1,0,1,8,1,,0,1,,3165
2021/1/8 5:00,-0.9,8,1,0,1,8,1,,0,1,,3404
2021/1/8 6:00,-1.5,8,1,0,1,8,1,2,8,1,,3931
2021/1/8 7:00,0.1,8,1,0,1,8,1,,0,1,,4391
2021/1/8 8:00,1.6,8,1,0,1,8,1,,0,1,,4706
2021/1/8 9:00,3.4,8,1,0,1,8,1,2,8,1,,4813
2021/1/8 10:00,4.2,8,1,0,1,8,1,,0,1,,4699
2021/1/8 11:00,4.6,8,1,0,1,8,1,,0,1,,4600
2021/1/8 12:00,6,8,1,0,1,8,1,2,8,1,,4445
2021/1/8 13:00,5.3,8,1,0,1,8,1,,0,1,,4483
2021/1/8 14:00,4.8,8,1,0,1,8,1,,0,1,,4507
2021/1/8 15:00,5.3,8,1,0,1,8,1,4,8,1,,4504
2021/1/8 16:00,4.4,8,1,0,1,8,1,,0,1,,4658
2021/1/8 17:00,3.3,8,1,0,1,8,1,,0,1,,4815
2021/1/8 18:00,3.6,8,1,0,1,8,1,2,8,1,,4790
2021/1/8 19:00,3.7,8,1,0,1,8,1,,0,1,,4666
2021/1/8 20:00,3,8,1,0,1,8,1,,0,1,,4537
2021/1/8 21:00,1.9,8,1,0,1,8,1,2,8,1,,4338
2021/1/8 22:00,0.2,8,1,0,1,8,1,,0,1,,4088
2021/1/8 23:00,0.1,8,1,0,1,8,1,,0,1,,3875
2021/1/9 0:00,-0.6,8,1,0,1,8,1,,0,1,,3570
2021/1/9 1:00,-1.1,8,1,0,1,8,1,,0,1,,3380
2021/1/9 2:00,-0.1,8,1,0,1,8,1,,0,1,,3276
2021/1/9 3:00,0.5,8,1,0,1,8,1,1,8,1,,3218
2021/1/9 4:00,0.4,8,1,0,1,8,1,,0,1,,3193
2021/1/9 5:00,-0.4,8,1,0,1,8,1,,0,1,,3312
2021/1/9 6:00,-0.9,8,1,0,1,8,1,1,8,1,,3600
2021/1/9 7:00,-0.4,8,1,0,1,8,1,,0,1,,3957
2021/1/9 8:00,1.3,8,1,0,1,8,1,,0,1,,4219
2021/1/9 9:00,3.6,8,1,0,1,8,1,1,8,1,,4255
2021/1/9 10:00,6.2,8,1,0,1,8,1,,0,1,,4131
2021/1/9 11:00,6.7,8,1,0,1,8,1,,0,1,,4011
2021/1/9 12:00,6.6,8,1,0,1,8,1,1,8,1,,3873
2021/1/9 13:00,8.1,8,1,0,1,8,1,,0,1,,3831
2021/1/9 14:00,7.5,8,1,0,1,8,1,,0,1,,3790
2021/1/9 15:00,7.5,8,1,0,1,8,1,2,8,1,,3850
2021/1/9 16:00,5.9,8,1,0,1,8,1,,0,1,,4041
2021/1/9 17:00,5.2,8,1,0,1,8,1,,0,1,,4346
2021/1/9 18:00,4,8,1,0,1,8,1,1,8,1,,4420
2021/1/9 19:00,2.8,8,1,0,1,8,1,,0,1,,4381
2021/1/9 20:00,1.7,8,1,0,1,8,1,,0,1,,4272
2021/1/9 21:00,1.6,8,1,0,1,8,1,1,8,1,,4095
2021/1/9 22:00,1.3,8,1,0,1,8,1,,0,1,,3869
2021/1/9 23:00,0.8,8,1,0,1,8,1,,0,1,,3673
2021/1/10 0:00,0.1,8,1,0,1,8,1,,0,1,,3405
2021/1/10 1:00,0,8,1,0,1,8,1,,0,1,,3244
2021/1/10 2:00,-0.5,8,1,0,1,8,1,,0,1,,3157
2021/1/10 3:00,-1.2,8,1,0,1,8,1,1,8,1,,3099
2021/1/10 4:00,-1.2,8,1,0,1,8,1,,0,1,,3095
2021/1/10 5:00,-1.7,8,1,0,1,8,1,,0,1,,3177
2021/1/10 6:00,-1.7,8,1,0,1,8,1,1,8,1,,3404
2021/1/10 7:00,-1.9,8,1,0,1,8,1,,0,1,,3708
2021/1/10 8:00,-0.6,8,1,0,1,8,1,,0,1,,3924
2021/1/10 9:00,2.1,8,1,0,1,8,1,1,8,1,,3954
2021/1/10 10:00,3.5,8,1,0,1,8,1,,0,1,,3839
2021/1/10 11:00,5.1,8,1,0,1,8,1,,0,1,,3713
2021/1/10 12:00,6,8,1,0,1,8,1,1,8,1,,3624
2021/1/10 13:00,7.8,8,1,0,1,8,1,,0,1,,3516
2021/1/10 14:00,7.6,8,1,0,1,8,1,,0,1,,3458
2021/1/10 15:00,6.5,8,1,0,1,8,1,1,8,1,,3529
2021/1/10 16:00,5.8,8,1,0,1,8,1,,0,1,,3765
2021/1/10 17:00,3.7,8,1,0,1,8,1,,0,1,,4165
2021/1/10 18:00,2.5,8,1,0,1,8,1,1,8,1,,4303
2021/1/10 19:00,3,8,1,0,1,8,1,,0,1,,4263
2021/1/10 20:00,4,8,1,0,1,8,1,,0,1,,4163
2021/1/10 21:00,3.9,8,1,0,1,8,1,4,8,1,,3979
2021/1/10 22:00,4.4,8,1,0,1,8,1,,0,1,,3729
2021/1/10 23:00,3.2,8,1,0,1,8,1,,0,1,,3530
2021/1/11 0:00,1.8,8,1,0,1,8,1,,0,1,,3283
2021/1/11 1:00,1.1,8,1,0,1,8,1,,0,1,,3132
2021/1/11 2:00,0.7,8,1,0,1,8,1,,0,1,,3066
2021/1/11 3:00,-0.3,8,1,0,1,8,1,1,8,1,,3022
2021/1/11 4:00,-0.6,8,1,0,1,8,1,,0,1,,3037
2021/1/11 5:00,-0.5,8,1,0,1,8,1,,0,1,,3168
2021/1/11 6:00,-0.6,8,1,0,1,8,1,1,8,1,,3477
2021/1/11 7:00,-0.7,8,1,0,1,8,1,,0,1,,3867
2021/1/11 8:00,-0.1,8,1,0,1,8,1,,0,1,,4317
2021/1/11 9:00,1.2,8,1,0,1,8,1,4,8,1,,4529
2021/1/11 10:00,2.7,8,1,0,1,8,1,,0,1,,4480
2021/1/11 11:00,3.8,8,1,0,1,8,1,,0,1,,4352
2021/1/11 12:00,4.7,8,1,0,1,8,1,4,8,1,,4190
2021/1/11 13:00,5.4,8,1,0,1,8,1,,0,1,,4207
2021/1/11 14:00,5.9,8,1,0,1,8,1,,0,1,,4097
2021/1/11 15:00,6.1,8,1,0,1,8,1,4,8,1,,4102
2021/1/11 16:00,5.2,8,1,0,1,8,1,,0,1,,4309
2021/1/11 17:00,4.2,8,1,0,1,8,1,,0,1,,4593
2021/1/11 18:00,3.4,8,1,0,1,8,1,4,8,1,,4649
2021/1/11 19:00,2.6,8,1,0,1,8,1,,0,1,,4573
2021/1/11 20:00,2.2,8,1,0,1,8,1,,0,1,,4443
2021/1/11 21:00,1.3,8,1,0,1,8,1,3,8,1,,4240
2021/1/11 22:00,1.4,8,1,0,1,8,1,,0,1,,3942
2021/1/11 23:00,2.7,8,1,0,1,8,1,,0,1,,3666
2021/1/12 0:00,3.6,8,1,0,1,8,1,,0,1,,3349
2021/1/12 1:00,3,8,1,0,1,8,1,,0,1,,3168
2021/1/12 2:00,2.3,8,1,0,1,8,1,,0,1,,3088
2021/1/12 3:00,2.5,8,1,0,1,8,1,4,8,1,,3042
2021/1/12 4:00,2.6,8,1,0,1,8,1,,0,1,,3072
2021/1/12 5:00,2.5,8,1,0,1,8,1,,0,1,,3317
2021/1/12 6:00,1.6,8,1,0,1,8,1,2,8,1,,3875
2021/1/12 7:00,1.8,8,1,0,1,8,1,,0,1,,4396
2021/1/12 8:00,2.8,8,1,0,1,8,1,,0,1,,4880
2021/1/12 9:00,3.9,8,1,0,1,8,1,4,8,1,,5080
2021/1/12 10:00,4.6,8,1,0,1,8,1,,0,1,,5032
2021/1/12 11:00,5.3,8,1,0,1,8,1,,0,1,,5026
2021/1/12 12:00,5,8,1,0,0,8,1,11,8,1,,4885
2021/1/12 13:00,4.9,8,1,0,0,8,1,,0,1,,4976
2021/1/12 14:00,4,8,1,0,0,8,1,,0,1,,4970
2021/1/12 15:00,4.2,8,1,0,0,8,1,10,8,1,,4965
2021/1/12 16:00,3.6,8,1,0,0,8,1,,0,1,,5094
2021/1/12 17:00,3.5,8,1,0,0,8,1,,0,1,,5087
2021/1/12 18:00,3.7,8,1,0,0,8,1,4,8,1,,4965
2021/1/12 19:00,3.6,8,1,0,0,8,1,,0,1,,4748
2021/1/12 20:00,3.9,8,1,0,1,8,1,,0,1,,4538
2021/1/12 21:00,4.2,8,1,0,0,8,1,4,8,1,,4282
2021/1/12 22:00,3.9,8,1,0,1,8,1,,0,1,,3986
2021/1/12 23:00,2.6,8,1,0,1,8,1,,0,1,,3700
2021/1/13 0:00,2,8,1,0,1,8,1,,0,1,,3381
2021/1/13 1:00,1.7,8,1,0,1,8,1,,0,1,,3223
2021/1/13 2:00,1.3,8,1,0,1,8,1,,0,1,,3163
2021/1/13 3:00,1.1,8,1,0,1,8,1,2,8,1,,3151
2021/1/13 4:00,1,8,1,0,1,8,1,,0,1,,3214
2021/1/13 5:00,-0.3,8,1,0,1,8,1,,0,1,,3476
2021/1/13 6:00,-0.4,8,1,0,1,8,1,1,8,1,,3993
2021/1/13 7:00,0.1,8,1,0,1,8,1,,0,1,,4438
2021/1/13 8:00,2.2,8,1,0,1,8,1,,0,1,,4789
2021/1/13 9:00,5.4,8,1,0,1,8,1,1,8,1,,4827
2021/1/13 10:00,8.6,8,1,0,1,8,1,,0,1,,4636
2021/1/13 11:00,10.2,8,1,0,1,8,1,,0,1,,4456
2021/1/13 12:00,10.4,8,1,0,1,8,1,1,8,1,,4212
2021/1/13 13:00,11.4,8,1,0,1,8,1,,0,1,,4210
2021/1/13 14:00,11.9,8,1,0,1,8,1,,0,1,,4148
2021/1/13 15:00,11.1,8,1,0,1,8,1,1,8,1,,4143
2021/1/13 16:00,10.3,8,1,0,1,8,1,,0,1,,4278
2021/1/13 17:00,8.4,8,1,0,1,8,1,,0,1,,4459
2021/1/13 18:00,6.6,8,1,0,1,8,1,1,8,1,,4461
2021/1/13 19:00,6.6,8,1,0,1,8,1,,0,1,,4351
2021/1/13 20:00,6.3,8,1,0,1,8,1,,0,1,,4231
2021/1/13 21:00,5.8,8,1,0,1,8,1,2,8,1,,4049
2021/1/13 22:00,6.7,8,1,0,1,8,1,,0,1,,3803
2021/1/13 23:00,5.8,8,1,0,1,8,1,,0,1,,3547
2021/1/14 0:00,6,8,1,0,1,8,1,,0,1,,3253
2021/1/14 1:00,3.8,8,1,0,1,8,1,,0,1,,3112
2021/1/14 2:00,3.3,8,1,0,1,8,1,,0,1,,3060
2021/1/14 3:00,2.9,8,1,0,1,8,1,1,8,1,,3043
2021/1/14 4:00,2.7,8,1,0,1,8,1,,0,1,,3100
2021/1/14 5:00,2.2,8,1,0,1,8,1,,0,1,,3335
2021/1/14 6:00,2.1,8,1,0,1,8,1,1,8,1,,3827
2021/1/14 7:00,1.5,8,1,0,1,8,1,,0,1,,4257
2021/1/14 8:00,4,8,1,0,1,8,1,,0,1,,4563
2021/1/14 9:00,7.5,8,1,0,1,8,1,1,8,1,,4611
2021/1/14 10:00,9.4,8,1,0,1,8,1,,0,1,,4448
2021/1/14 11:00,10.7,8,1,0,1,8,1,,0,1,,4312
2021/1/14 12:00,12.5,8,1,0,1,8,1,1,8,1,,4073
2021/1/14 13:00,14.5,8,1,0,1,8,1,,0,1,,4068
2021/1/14 14:00,14.1,8,1,0,1,8,1,,0,1,,4000
2021/1/14 15:00,13.8,8,1,0,1,8,1,1,8,1,,3962
2021/1/14 16:00,13.2,8,1,0,1,8,1,,0,1,,4049
2021/1/14 17:00,10.3,8,1,0,1,8,1,,0,1,,4228
2021/1/14 18:00,9.1,8,1,0,1,8,1,1,8,1,,4239
2021/1/14 19:00,10.7,8,1,0,1,8,1,,0,1,,4116
2021/1/14 20:00,9.9,8,1,0,1,8,1,,0,1,,3976
2021/1/14 21:00,8.6,8,1,0,1,8,1,1,8,1,,3798
2021/1/14 22:00,7.5,8,1,0,1,8,1,,0,1,,3563
2021/1/14 23:00,8.1,8,1,0,1,8,1,,0,1,,3327
2021/1/15 0:00,7.5,8,1,0,1,8,1,,0,1,,3076
2021/1/15 1:00,6.9,8,1,0,1,8,1,,0,1,,2944
2021/1/15 2:00,6.6,8,1,0,1,8,1,,0,1,,2908
2021/1/15 3:00,6.5,8,1,0,1,8,1,1,8,1,,2895
2021/1/15 4:00,5.5,8,1,0,1,8,1,,0,1,,2950
2021/1/15 5:00,5.4,8,1,0,1,8,1,,0,1,,3157
2021/1/15 6:00,5.8,8,1,0,1,8,1,4,8,1,,3600
2021/1/15 7:00,5.9,8,1,0,1,8,1,,0,1,,4052
2021/1/15 8:00,6,8,1,0,1,8,1,,0,1,,4516
2021/1/15 9:00,6.1,8,1,0,1,8,1,4,8,1,,4720
2021/1/15 10:00,6.1,8,1,0,1,8,1,,0,1,,4681
2021/1/15 11:00,6.8,8,1,0,1,8,1,,0,1,,4605
2021/1/15 12:00,6.6,8,1,0,1,8,1,4,8,1,,4424
2021/1/15 13:00,7,8,1,0,0,8,1,,0,1,,4472
2021/1/15 14:00,7,8,1,0,1,8,1,,0,1,,4452
2021/1/15 15:00,7.3,8,1,0,1,8,1,4,8,1,,4432
2021/1/15 16:00,7,8,1,0,1,8,1,,0,1,,4515
2021/1/15 17:00,6.9,8,1,0,1,8,1,,0,1,,4540
2021/1/15 18:00,6.8,8,1,0,1,8,1,4,8,1,,4448
2021/1/15 19:00,6.9,8,1,0,1,8,1,,0,1,,4258
2021/1/15 20:00,7,8,1,0,0,8,1,,0,1,,4063
2021/1/15 21:00,6.9,8,1,0,1,8,1,4,8,1,,3852
2021/1/15 22:00,6.9,8,1,0,1,8,1,,0,1,,3614
2021/1/15 23:00,6.4,8,1,0,1,8,1,,0,1,,3358
2021/1/16 0:00,7,8,1,0,1,8,1,,0,1,,3083
2021/1/16 1:00,6.9,8,1,0,1,8,1,,0,1,,2923
2021/1/16 2:00,5.8,8,1,0,1,8,1,,0,1,,2861
2021/1/16 3:00,5.3,8,1,0,1,8,1,4,8,1,,2845
2021/1/16 4:00,5.2,8,1,0,1,8,1,,0,1,,2871
2021/1/16 5:00,6.1,8,1,0,1,8,1,,0,1,,2958
2021/1/16 6:00,4.6,8,1,0,1,8,1,2,8,1,,3176
2021/1/16 7:00,4.9,8,1,0,1,8,1,,0,1,,3462
2021/1/16 8:00,5.8,8,1,0,1,8,1,,0,1,,3711
2021/1/16 9:00,8.3,8,1,0,1,8,1,1,8,1,,3779
2021/1/16 10:00,12.7,8,1,0,1,8,1,,0,1,,3709
2021/1/16 11:00,14.9,8,1,0,1,8,1,,0,1,,3626
2021/1/16 12:00,17.2,8,1,0,1,8,1,2,8,1,,3430
2021/1/16 13:00,18.1,8,1,0,1,8,1,,0,1,,3371
2021/1/16 14:00,18.3,8,1,0,1,8,1,,0,1,,3274
2021/1/16 15:00,18.2,8,1,0,1,8,1,2,8,1,,3262
2021/1/16 16:00,15.5,8,1,0,1,8,1,,0,1,,3349
2021/1/16 17:00,12.9,8,1,0,1,8,1,,0,1,,3620
2021/1/16 18:00,11.2,8,1,0,1,8,1,1,8,1,,3692
2021/1/16 19:00,9.9,8,1,0,1,8,1,,0,1,,3650
2021/1/16 20:00,8.8,8,1,0,1,8,1,,0,1,,3552
