,elec_tra,elec_tes,elec,HAZURE
0,,,2555,0
1,,,2433,0
2,,,2393,0
3,,,2375,0
4,,,2390,0
5,,,2467,0
6,,,2631,1
7,,,2775,1
8,,,2965,1
9,,,3159,1
10,,,3211,1
11,,,3265,1
12,3238.4158,,3160,0
13,3151.5046,,3288,0
14,3326.9167,,3361,0
15,3360.0627,,3362,0
16,3408.5896,,3406,0
17,3357.7988,,3438,0
18,3432.5725,,3501,0
19,3414.7878,,3381,0
20,3249.4448,,3242,0
21,3127.0012,,3084,0
22,2948.2485,,2973,0
23,2849.6892,,2811,1
24,2602.3948,,2613,1
25,2475.5889,,2492,1
26,2445.989,,2431,1
27,2433.7476,,2403,1
28,2431.877,,2390,1
29,2414.0251,,2432,0
30,2540.7617,,2543,0
31,2704.9045,,2734,0
32,2997.0266,,3019,0
33,3306.7693,,3225,1
34,3287.8708,,3258,1
35,3201.8708,,3239,0
36,3151.1414,,3167,0
37,3069.7795,,3112,0
38,3165.8875,,3049,0
39,3028.6646,,3043,0
40,3106.8567,,3098,0
41,3223.933,,3216,0
42,3352.4326,,3328,0
43,3402.3623,,3276,0
44,3202.1978,,3173,0
45,3033.0073,,3007,0
46,2832.0203,,2856,0
47,2695.199,,2674,1
48,2477.1355,,2455,1
49,2323.2925,,2325,1
50,2280.815,,2280,1
51,2277.1003,,2265,1
52,2293.758,,2253,1
53,2263.6558,,2276,0
54,2357.597,,2330,0
55,2440.1956,,2493,0
56,2741.9285,,2700,0
57,2924.5945,,2832,0
58,2865.7886,,2835,0
59,2755.1694,,2833,0
60,2751.443,,2820,0
61,2751.9111,,2738,0
62,2727.8228,,2694,0
63,2657.365,,2684,0
64,2736.068,,2755,0
65,2930.9238,,2920,0
66,3125.068,,3132,1
67,3210.621,,3114,1
68,3044.4653,,3020,0
69,2937.1365,,2860,0
70,2724.1763,,2690,0
71,2564.472,,2494,1
72,2310.288,,2304,1
73,2189.5017,,2206,1
74,2146.136,,2179,1
75,2133.4246,,2189,1
76,2223.0925,,2216,0
77,2279.5088,,2320,0
78,2500.9495,,2528,0
79,2769.5305,,2835,0
80,3239.3486,,3168,1
81,3425.4036,,3418,1
82,3491.9097,,3480,1
83,3448.6692,,3422,1
84,3289.793,,3200,0
85,3364.2927,,3323,0
86,3359.5364,,3322,0
87,3378.033,,3312,0
88,3403.2454,,3349,0
89,3413.6782,,3346,0
90,3408.5215,,3436,0
91,3387.3267,,3337,0
92,3202.4302,,3213,0
93,3073.1702,,3067,0
94,2920.3982,,2982,0
95,2852.4436,,2797,0
96,2596.1086,,2551,1
97,2362.476,,2427,1
98,2340.2573,,2392,1
99,2408.8994,,2380,1
100,2386.6636,,2415,0
101,2492.8103,,2524,0
102,2730.8433,,2767,0
103,3096.1243,,3056,0
104,3395.1887,,3400,1
105,3670.0002,,3678,1
106,3804.176,,3747,1
107,3752.4001,,3727,1
108,3589.7188,,3532,0
109,3708.614,,3670,0
110,3712.7373,,3640,0
