,elec_tra,elec_tes,elec
0,,,2555.0
1,,,2433.0
2,,,2393.0
3,,,2375.0
4,,,2390.0
5,,,2467.0
6,,,2631.0
7,,,2775.0
8,,,2965.0
9,,,3159.0
10,,,3211.0
11,,,3265.0
12,3195.3816,,3160.0
13,3013.5247,,3288.0
14,3280.9248,,3361.0
15,3279.5803,,3362.0
16,3355.8525,,3406.0
17,3346.8381,,3438.0
18,3406.325,,3501.0
19,3414.4585,,3381.0
20,3215.5913,,3242.0
21,3100.5217,,3084.0
22,2948.1099,,2973.0
23,2848.1777,,2811.0
24,2609.351,,2613.0
25,2468.4175,,2492.0
26,2424.992,,2431.0
27,2368.3203,,2403.0
28,2320.5376,,2390.0
29,2337.2053,,2432.0
30,2472.1707,,2543.0
31,2686.8093,,2734.0
32,2957.2397,,3019.0
33,3276.7007,,3225.0
34,3326.1316,,3258.0
35,3221.3042,,3239.0
36,3142.1726,,3167.0
37,3008.9277,,3112.0
38,3086.4885,,3049.0
39,3017.344,,3043.0
40,3101.1365,,3098.0
41,3220.9053,,3216.0
42,3348.4692,,3328.0
43,3316.2317,,3276.0
44,3154.3906,,3173.0
45,3032.888,,3007.0
46,2803.8547,,2856.0
47,2657.6375,,2674.0
48,2492.4111,,2455.0
49,2319.0288,,2325.0
50,2260.6418,,2280.0
51,2233.9521,,2265.0
52,2215.437,,2253.0
53,2216.4724,,2276.0
54,2295.609,,2330.0
55,2417.6948,,2493.0
56,2712.8894,,2700.0
57,2907.1155,,2832.0
58,2911.1262,,2835.0
59,2820.3413,,2833.0
60,2821.4238,,2820.0
61,2777.3416,,2738.0
62,2730.5632,,2694.0
63,2678.6453,,2684.0
64,2748.8838,,2755.0
65,2863.0347,,2920.0
66,3056.6143,,3132.0
67,3192.887,,3114.0
68,2987.176,,3020.0
69,2853.232,,2860.0
70,2622.7427,,2690.0
71,2482.429,,2494.0
72,2322.1082,,2304.0
73,2192.043,,2206.0
74,2189.0168,,2179.0
75,2153.71,,2189.0
76,2170.3474,,2216.0
77,2198.0715,,2320.0
78,2487.3225,,2528.0
79,2752.7725,,2835.0
80,3206.755,,3168.0
81,3463.284,,3418.0
82,3477.0852,,3480.0
83,3467.9094,,3422.0
84,3248.9612,,3200.0
85,3242.818,,3323.0
86,3310.5676,,3322.0
87,3265.1567,,3312.0
88,3393.4153,,3349.0
89,3421.528,,3346.0
90,3391.8374,,3436.0
91,3391.0833,,3337.0
92,3151.979,,3213.0
93,3042.3564,,3067.0
94,2925.0417,,2982.0
95,2862.5757,,2797.0
96,2560.6956,,2551.0
97,2376.0132,,2427.0
98,2333.3105,,2392.0
99,2380.7095,,2380.0
100,2329.2993,,2415.0
101,2387.9673,,2524.0
102,2693.343,,2767.0
103,3035.746,,3056.0
104,3357.472,,3400.0
105,3683.1853,,3678.0
106,3757.478,,3747.0
107,3734.2424,,3727.0
108,3526.5188,,3532.0
109,3561.7966,,3670.0
110,3631.5364,,3640.0
111,3559.308,,3589.0
