,elec_tra,elec_tes,elec
0,,,2555.0
1,,,2433.0
2,,,2393.0
3,,,2375.0
4,,,2390.0
5,,,2467.0
6,,,2631.0
7,,,2775.0
8,,,2965.0
9,,,3159.0
10,,,3211.0
11,,,3265.0
12,3196.7126,,3160.0
13,3025.7136,,3288.0
14,3272.1377,,3361.0
15,3270.8853,,3362.0
16,3336.405,,3406.0
17,3332.2708,,3438.0
18,3438.1672,,3501.0
19,3440.735,,3381.0
20,3224.2046,,3242.0
21,3111.1582,,3084.0
22,2951.2305,,2973.0
23,2848.2344,,2811.0
24,2595.8423,,2613.0
25,2489.5107,,2492.0
26,2438.8438,,2431.0
27,2425.445,,2403.0
28,2374.183,,2390.0
29,2365.331,,2432.0
30,2502.2522,,2543.0
31,2693.6433,,2734.0
32,2968.0962,,3019.0
33,3254.2803,,3225.0
34,3334.1743,,3258.0
35,3180.3838,,3239.0
36,3169.241,,3167.0
37,3020.912,,3112.0
38,3214.1157,,3049.0
39,2974.2063,,3043.0
40,3103.6384,,3098.0
41,3252.035,,3216.0
42,3346.4934,,3328.0
43,3339.4907,,3276.0
44,3168.1753,,3173.0
45,3056.8772,,3007.0
46,2806.072,,2856.0
47,2666.4238,,2674.0
48,2458.9087,,2455.0
49,2333.3774,,2325.0
50,2284.742,,2280.0
51,2295.5117,,2265.0
52,2259.6213,,2253.0
53,2235.4043,,2276.0
54,2333.186,,2330.0
55,2428.521,,2493.0
56,2721.228,,2700.0
57,2893.534,,2832.0
58,2917.826,,2835.0
59,2813.4053,,2833.0
60,2805.4995,,2820.0
61,2763.276,,2738.0
62,2707.0964,,2694.0
63,2686.6167,,2684.0
64,2745.351,,2755.0
65,2877.6733,,2920.0
66,3067.884,,3132.0
67,3203.3975,,3114.0
68,3018.0303,,3020.0
69,2888.762,,2860.0
70,2669.3445,,2690.0
71,2519.4011,,2494.0
72,2256.0383,,2304.0
73,2211.574,,2206.0
74,2202.3855,,2179.0
75,2209.1445,,2189.0
76,2225.0305,,2216.0
77,2308.6604,,2320.0
78,2491.5935,,2528.0
79,2774.8286,,2835.0
80,3178.7512,,3168.0
81,3438.93,,3418.0
82,3491.2004,,3480.0
83,3485.6465,,3422.0
84,3251.726,,3200.0
85,3250.6025,,3323.0
86,3379.3213,,3322.0
87,3319.1877,,3312.0
88,3385.3337,,3349.0
89,3414.423,,3346.0
90,3402.8425,,3436.0
91,3376.5115,,3337.0
92,3175.081,,3213.0
93,3056.6572,,3067.0
94,2939.466,,2982.0
95,2870.801,,2797.0
96,2596.233,,2551.0
97,2354.517,,2427.0
98,2340.3718,,2392.0
99,2417.6855,,2380.0
100,2370.4512,,2415.0
101,2432.6736,,2524.0
102,2711.4824,,2767.0
103,3075.3755,,3056.0
104,3375.4014,,3400.0
105,3663.131,,3678.0
106,3773.0989,,3747.0
107,3741.1792,,3727.0
108,3569.6877,,3532.0
109,3614.8948,,3670.0
110,3722.3757,,3640.0
111,3599.6428,,3589.0
