,elec_tra,elec_tes,elec,HAZURE
0,,,500766,0
1,,,491165.97,0
2,,,480517,0
3,,,485492.97,0
4,,,424093,1
5,,,479830,0
6,,,489355,0
7,,,505181,0
8,,,480316.97,0
9,,,485185.97,0
10,,,501470,0
11,,,529907,1
12,539393.94,,517978,0
13,555310.6,,569715,1
14,563716.56,,574615,1
15,585874.7,,556991,0
16,566416.56,,523368,0
17,545811.3,,597612,1
18,605955.9,,628451.94,1
19,625607.4,,545182,0
20,573103.75,,592628,0
21,579068,,562475,0
22,579058.1,,601626,0
23,571259.56,,551329,0
24,538275.9,,510544,0
25,539523.44,,543723,0
26,536466.75,,524427,0
27,519180.6,,480589,1
28,497300.7,,488466,1
29,505142.72,,481296,1
30,493603.25,,498552,0
31,486915.9,,516741.97,0
32,507018.03,,523220,0
33,531027.9,,543123,0
34,535821.94,,572097,1
35,559997.9,,549233,0
36,574700.25,,586107,1
37,564599.56,,583528,1
38,575736.4,,551628,0
39,543523.75,,484479,1
40,535069.1,,604731,1
41,606450.2,,645928,1
42,615549.3,,649974,1
43,584700.8,,596705,0
44,613046.2,,613946,0
45,593908.9,,618759,0
46,586909.9,,577977,0
47,560924,,582124,0
48,574281.8,,573135,0
49,566833,,577415,0
50,551797.25,,539502,0
51,525807.8,,567929,0
52,532625,,532968,0
53,519859.03,,511302,1
54,519066.03,,483943,1
55,495914.1,,483013,1
56,473662.38,,436126.03,1
57,456597.75,,456312,1
58,466085.75,,478879,0
59,474639.75,,497641,0
60,484651.7,,498188.97,0
61,509350.28,,487192,0
62,519316.53,,495087,0
63,515927.84,,507180,0
64,512061.03,,529270,0
65,535564.2,,570389,1
66,576524.1,,626456,1
67,615910.1,,624224,1
68,630989.06,,611965,1
69,616636.44,,576613,0
70,595309.06,,627252,1
71,611397.7,,488594,1
72,555498.75,,597526,0
73,598892,,613164,0
74,572801.75,,510138,0
75,540316.75,,554270,0
76,539050.7,,519234,0
77,506826.94,,512359.03,0
78,502404.94,,490011,0
79,498438.1,,496150.03,0
80,515589.12,,506831,0
81,491195,,505746,0
82,507840.8,,500393,0
83,527196.4,,491176,0
84,497341.44,,518546,0
85,513877.78,,568408,0
86,561830.94,,552199,0
87,562821.44,,580976,1
88,600518.2,,612415,1
89,615636.6,,631387,1
90,607320.3,,605621,0
91,592882.4,,513595.03,0
92,563214.75,,611117,0
93,606377.5,,641141.94,1
94,626527.3,,653572,1
95,627349.1,,690611,1
96,636686.6,,672151,1
97,602735.4,,621789,0
98,601856.56,,630428,0
99,571508,,608742,0
100,572055.4,,564984,0
101,565526.1,,544691,0
102,530507.4,,553814,0
103,529020.75,,500517,1
104,470913.5,,483303,1
105,475380.3,,492862,1
106,476099.9,,494780,0
107,481508.6,,487192,0
108,482818.66,,446876,1
109,469247.5,,458146,0
110,463118.56,,490754,0
111,468395.56,,493595,0
112,508087.9,,498391,0
113,504057.88,,510618,0
114,519781.53,,516650,0
