,elec_tra,elec_tes,elec,HAZURE
0,,,71626,0
1,,,69778,0
2,,,63798,1
3,,,70949,0
4,,,76572,1
5,,,71918,0
6,,,76125,0
7,,,71008,0
8,,,63956,1
9,,,60860,1
10,,,71974,0
11,,,75294,0
12,74516.85,,74426,0
13,75629.33,,73648,0
14,73274.93,,71072,0
15,65559.16,,65128.996,1
16,64979.332,,62243.004,1
17,69314.16,,69346,0
18,72056.6,,69886,0
19,70632.57,,70374,0
20,71247.27,,72467,0
21,72202.76,,71650,0
22,66897.17,,65648,0
23,63564.777,,61722,1
24,68001.305,,69337,0
25,69831.96,,72682,0
26,72471.336,,72122,0
27,73471.95,,72332,0
28,71740.98,,63947.996,1
29,58068.582,,61786,1
30,59589.945,,58282.004,1
31,64333.67,,63474,0
32,66245.9,,58982.996,1
33,62417.992,,58690,1
34,62363.605,,58930,0
35,56526.01,,65718,0
36,64683.28,,65133,0
37,64026.258,,60611.996,0
38,65354.17,,69554,0
39,69759.664,,72401,1
40,72454.98,,73217,1
41,74052.68,,73195,1
42,76364.9,,73783,0
43,70793.1,,66058,0
44,63099.86,,61356,1
45,67051.695,,70647,0
46,72076.03,,73343,0
47,72453.23,,72231,0
48,72455.07,,71937,0
49,73724.15,,70976,0
50,66830.63,,65751,0
51,64187.188,,62838.996,1
52,70909.69,,74517,1
53,77471.83,,78288,1
54,76551.195,,76192,0
55,74807.19,,76618,0
56,76221.86,,73033,0
57,68946.59,,64455.996,1
58,63429.73,,60987.004,1
59,68220.18,,69516,0
60,73034.09,,71196,0
61,72133.2,,70825,0
62,72149.54,,70304,0
63,69701.6,,70214,0
64,65846.28,,65344,0
65,64218.85,,59785.004,1
66,66695.87,,69678,0
67,71533.664,,72071,0
68,71313.13,,73539,0
69,73483.164,,74555,0
70,73824.35,,75644,1
71,68965.88,,68034,0
72,61588.934,,64572,1
73,71150.336,,72350,0
74,74131.6,,73759,0
75,72991.31,,72861,0
76,74391.52,,74250,0
77,74125.42,,77900,1
78,73705.52,,72069,0
79,66739.59,,66144,1
80,73454.39,,79664,1
81,80600.05,,78933,1
82,78592.35,,77168,0
83,76918.86,,78029,0
84,80572.68,,76065,0
85,74372.586,,71671,0
86,69504.74,,67188,1
87,75027.92,,77476,0
88,76694.44,,74806,0
89,75495.11,,74863,0
90,77275.22,,75909,0
91,75112.125,,80622,1
92,75232.09,,76417,0
93,73017.47,,78475,0
94,84301.02,,89812,1
95,86906.17,,78213,0
96,73396.55,,78125,0
97,79872.72,,88051,1
98,88346.82,,82639,0
99,76743.195,,69921,1
100,71075.7,,71667,0
101,78838.555,,87564,1
102,83646.16,,88043,1
103,84635.59,,85886,0
104,89811.1,,88895,1
105,84012.734,,79415,0
106,72393.74,,70477,1
107,75502.51,,70417,1
108,76777.71,,81184,0
109,83507.33,,89968,1
110,87398.01,,86684,0
111,86629.75,,78846,0
112,77259.484,,75158,0
113,71304.28,,66837,1
114,70297.79,,65281,1
115,73638.21,,76865,0
116,85022.74,,77843,0
117,77894.875,,77976,0
118,75840.48,,83408,0
119,82651.734,,86012,1
120,76670.22,,79628,0
121,77068.12,,75648,0
122,84240.016,,87434,1
123,86066.445,,87793,1
124,83506.35,,88785,1
125,88252.78,,92312,1
126,90127.97,,94404,1
127,86920.62,,88254,0
128,82283.03,,81528,0
129,89502.86,,90967,0
130,94192.24,,99197,1
131,96160.64,,94296,0
132,93980.48,,79806,0
133,80872.68,,80439,0
134,80172.31,,72934,1
135,68719.625,,67836,1
136,74191.55,,73116,0
137,82403.44,,78216,0
138,79416.83,,86580,0
139,82262.414,,86061,0
140,85960.18,,86933,0
141,80604.38,,77807,0
142,74117.78,,77758,0
143,83199.22,,84069,0
144,85043.055,,87429,0
145,88112.625,,87015,0
146,86276.76,,91617,1
147,90148.82,,92323,1
148,84679.57,,74596,1
149,71244.734,,65597,1
150,72267.445,,81713,0
151,85310.82,,81689,0
152,81529.14,,81745,0
153,88404.375,,84812,0
154,88258.64,,86185,0
155,76014.81,,79681,0
156,74578.61,,74388,1
157,83535.03,,90002,1
158,88441.586,,93688,1
159,91409.375,,89980,0
160,90660.22,,87702,0
161,87606.85,,88021,0
162,83667.62,,78366,0
163,76387.65,,68188,1
164,76612.38,,78796,0
165,82227.016,,78794,0
166,78001.805,,77790,0
167,79688.734,,81374,0
168,82617.6,,78457,0
169,72469.28,,74716,0
170,71762.02,,68633,1
171,75821.43,,69972,1
172,70620.64,,74615,0
173,75474.984,,73270,0
174,77727.2,,70881,0
175,71699.8,,75288,0
176,75497.81,,69927,0
177,66534.91,,66522,1
178,67787.336,,80030,0
179,84389.03,,84095,1
180,80306.36,,85638,1
181,83135.24,,82223,0
182,82307.484,,73950,0
183,68753.56,,67459,1
184,66546.33,,65988,1
185,75581.61,,76847,0
186,78254.82,,80875,0
187,80552.94,,77983,0
188,77442.414,,81325,0
189,77974.695,,73437,0
190,69194.09,,68137,1
191,69802.43,,64376,1
192,73942.72,,63490,1
193,67294.46,,69408,0
194,71086.05,,70439,0
195,75103.43,,71302,0
196,71078.445,,70422,0
197,69625.28,,65038.996,1
198,63470.434,,61006,1
199,62427.17,,71179,0
200,77165.16,,73620,0
201,74203.15,,73329,0
202,73307.36,,73871,0
203,74191.016,,70818,0
204,65410.598,,65635,0
205,62911.883,,60889,1
206,68271.875,,68712,0
207,70250.36,,72143,0
208,72072.555,,72058,0
209,72973.72,,71041,0
210,69669.54,,74009,0
211,69845.586,,66843,0
212,61856.098,,65008.004,0
213,70319.71,,71290,0
214,74152.42,,74153,0
215,72484.64,,77102,1
216,76665.34,,70147,0
217,69454.96,,72700,0
218,69672.45,,67616,0
219,65802.06,,62774,1
220,65225.844,,73988,0
221,76692.555,,77800,1
222,75562.445,,79242,1
223,75738.8,,82622,1
224,81027.055,,83972,1
225,76673.98,,70071,0
226,63642.5,,65059.996,1
227,74490.6,,75367,0
228,78348.77,,75170,0
229,77040.695,,77313,0
230,80269.125,,76267,0
231,76263.086,,77198,0
232,72270.89,,75416,0
233,72421.266,,66016,1
234,73802.28,,77526,0
235,79442,,75699,0
236,77794.81,,76488,0
237,76991.56,,94780,1
238,94999.055,,89697,1
239,80051.92,,79231,0
240,72094.26,,72161,0
241,80321.08,,80811,0
242,78915.84,,82841,0
243,82130.6,,84329,0
244,90694.99,,83027,0
245,80017.42,,79953,0
246,76021.45,,74197,0
247,71935.125,,68716,1
248,72217.91,,76076,0
249,80267.91,,79928,0
250,82554.61,,85672,1
251,85735.88,,84691,0
252,81142.49,,81940,0
253,77397.95,,77929,0
254,75023.125,,75842,0
255,79466.25,,87266,1
256,86238.08,,86333,0
257,85444.016,,87452,0
258,87929.48,,89345,1
259,86387.695,,92184,1
260,86653.195,,83602,0
261,78668.53,,75957,1
262,83256.66,,83277,0
263,85201.69,,84186,0
264,82330.84,,82357,0
265,86019.24,,81965,0
266,83275.836,,73428,1
267,70040.125,,75507,0
268,73568.4,,74369,1
269,80618.64,,86334,0
270,88172.266,,82737,0
271,83704.68,,81063,0
272,81658.8,,78190,0
273,75328,,71973,1
274,71606.96,,67855,1
275,69245.35,,62234.004,1
276,71367.99,,63592,1
277,67696.43,,65242.996,0
278,68718.03,,71644,0
279,75544.23,,81938,0
280,82101.445,,88836,1
281,86970.06,,85318,0
282,79361.08,,83725,0
283,83983.47,,81743,0
284,82285.12,,86621,0
285,84715.695,,88357,0
286,88409.01,,90131,1
287,88417.88,,90085,0
288,87735.234,,90338,0
289,86680.54,,88008,0
290,86144.81,,97278,1
291,94739.85,,94044,0
292,90774.1,,93059,0
293,91446.39,,93116,0
294,94455.836,,100374,1
295,92844.75,,86144,0
296,83253.32,,78853,1
297,84477.83,,94202,0
298,95735.89,,98512,1
299,90047.66,,97141,0
300,97642.97,,94748,0
301,95423.21,,90792,0
302,84387.73,,80079,1
303,75259.516,,74984,1
304,83735.76,,80987,0
305,82184.016,,88426,0
306,90751.4,,88985,0
307,88794.27,,92452,0
308,90593.305,,89458,0
309,82435.586,,80233,1
310,77580.19,,78212,1
311,83247.93,,85371,0
312,86840.21,,91063,0
313,91854.54,,90545,0
314,91644.83,,99064,1
315,95223.66,,94774,0
316,84691.375,,85296,0
317,83142.35,,80389,1
318,85074.15,,90150,0
319,88781.93,,91315,0
320,89249.29,,89563,0
321,93322.09,,87272,0
322,86431.9,,80947,1
323,73720.64,,78656,1
324,78558.23,,75104,1
325,81270.836,,82895,0
326,88292.65,,87893,0
327,88836.68,,89133,0
328,88928.17,,83349,0
