,elec_tra,elec_tes,elec,HAZURE
0,,,500766,0
1,,,491165.97,0
2,,,480517,0
3,,,485492.97,0
4,,,424093,1
5,,,479830,0
6,,,489355,0
7,,,505181,0
8,,,480316.97,0
9,,,485185.97,0
10,,,501470,0
11,,,529907,1
12,547049.8,,517978,0
13,552832.2,,569715,1
14,552304.06,,574615,1
15,582004.2,,556991,0
16,574976.2,,523368,0
17,541247.1,,597612,1
18,594093.56,,628451.94,1
19,628063.75,,545182,0
20,571809.56,,592628,0
21,568949.1,,562475,0
22,574744.8,,601626,0
23,598005.7,,551329,0
24,533058.1,,510544,0
25,538646.25,,543723,0
26,548322.6,,524427,0
27,515048.6,,480589,1
28,486254.4,,488466,1
29,497068.06,,481296,1
30,493775.66,,498552,0
31,482096.97,,516741.97,0
32,500365.56,,523220,0
33,532217.06,,543123,0
34,547502.8,,572097,1
35,576659.75,,549233,0
36,579187.1,,586107,1
37,566094.9,,583528,1
38,585201.9,,551628,0
39,563322.4,,484479,1
40,532962.7,,604731,1
41,595824.75,,645928,1
42,618585.8,,649974,1
43,625479.6,,596705,0
44,578739.9,,613946,0
45,603674.9,,618759,0
46,606525.6,,577977,0
47,568943.56,,582124,0
48,585726.75,,573135,0
49,556616,,577415,0
50,559190.5,,539502,0
51,527018,,567929,0
52,537688.06,,532968,0
53,527286.06,,511302,1
54,529525.75,,483943,1
55,500753.75,,483013,1
56,489747.8,,436126.03,1
57,455739,,456312,1
58,463102.3,,478879,0
59,472567.38,,497641,0
60,490077.7,,498188.97,0
61,513200.1,,487192,0
62,510202.3,,495087,0
63,503393.78,,507180,0
64,506192.53,,529270,0
65,539788.5,,570389,1
66,572223.75,,626456,1
67,614033.4,,624224,1
68,623104,,611965,1
69,617726.8,,576613,0
70,587675.1,,627252,1
71,622099.7,,488594,1
72,548594.9,,597526,0
73,578705.75,,613164,0
74,578279.25,,510138,0
75,542253.25,,554270,0
76,531926.8,,519234,0
77,507273.62,,512359.03,0
78,515039.8,,490011,0
79,488143.12,,496150.03,0
80,503214.1,,506831,0
81,488171.1,,505746,0
82,502486.7,,500393,0
83,511717.4,,491176,0
84,500009.9,,518546,0
85,524998.25,,568408,0
86,558977.44,,552199,0
87,564913.3,,580976,1
88,592705.3,,612415,1
89,614298.44,,631387,1
90,624850.1,,605621,0
91,597921.4,,513595.03,0
92,548217.25,,611117,0
93,606837.5,,641141.94,1
94,622760,,653572,1
95,635948.94,,690611,1
96,641309.6,,672151,1
97,630693.06,,621789,0
98,600929.25,,630428,0
99,599200.25,,608742,0
100,605526.6,,564984,0
101,562017.44,,544691,0
102,541056.8,,553814,0
103,524763.94,,500517,1
104,488127.16,,483303,1
105,479591.78,,492862,1
106,470992.62,,494780,0
107,470591.53,,487192,0
108,488718.9,,446876,1
109,477186.97,,458146,0
110,478208.06,,490754,0
111,482290.28,,493595,0
112,514504.7,,498391,0
113,504709.34,,510618,0
114,514036.06,,516650,0
