,elec_tra,elec_tes,elec,HAZURE
0,,,71626,0
1,,,69778,0
2,,,63798,1
3,,,70949,0
4,,,76572,1
5,,,71918,0
6,,,76125,0
7,,,71008,0
8,,,63956,1
9,,,60860,1
10,,,71974,0
11,,,75294,0
12,73359.21,,74426,0
13,73772.72,,73648,0
14,72393.58,,71072,0
15,63093.926,,65128.996,1
16,65902.164,,62243.004,1
17,70832,,69346,0
18,71507.836,,69886,0
19,68468.266,,70374,0
20,70238.85,,72467,0
21,70459.33,,71650,0
22,65509.15,,65648,0
23,64405.88,,61722,1
24,68663.15,,69337,0
25,70642.16,,72682,0
26,71528.5,,72122,0
27,71997.53,,72332,0
28,70511.55,,63947.996,1
29,58586.777,,61786,1
30,59560.145,,58282.004,1
31,63849.453,,63474,0
32,67187.29,,58982.996,1
33,62222.36,,58690,1
34,63663.926,,58930,0
35,55908.465,,65718,0
36,64891.51,,65133,0
37,65125.633,,60611.996,0
38,64477.65,,69554,0
39,70327.38,,72401,1
40,71319.32,,73217,1
41,75242.17,,73195,1
42,74088.99,,73783,0
43,71232.914,,66058,0
44,60552.953,,61356,1
45,66257.04,,70647,0
46,71474.37,,73343,0
47,72869.47,,72231,0
48,76201.08,,71937,0
49,73758.53,,70976,0
50,65235.27,,65751,0
51,63775.133,,62838.996,1
52,69256.234,,74517,1
53,78298.93,,78288,1
54,75338.09,,76192,0
55,74194.016,,76618,0
56,74520.66,,73033,0
57,67516.31,,64455.996,1
58,62446.68,,60987.004,1
59,68015.8,,69516,0
60,73774.53,,71196,0
61,71475.47,,70825,0
62,70464.55,,70304,0
63,71419.305,,70214,0
64,63029.633,,65344,0
65,64614.625,,59785.004,1
66,67096.484,,69678,0
67,72296.74,,72071,0
68,70435.43,,73539,0
69,72269.5,,74555,0
70,72679.51,,75644,1
71,70045.19,,68034,0
72,62572.707,,64572,1
73,71725.516,,72350,0
74,75090.9,,73759,0
75,71414.97,,72861,0
76,71338.07,,74250,0
77,73105.95,,77900,1
78,72036.875,,72069,0
79,67732.87,,66144,1
80,73304.36,,79664,1
81,80737.99,,78933,1
82,75336.57,,77168,0
83,77294.39,,78029,0
84,78466.055,,76065,0
85,71197.38,,71671,0
86,67807.91,,67188,1
87,77185.27,,77476,0
88,79208.336,,74806,0
89,74246.57,,74863,0
90,74848.266,,75909,0
91,76469.266,,80622,1
92,74832.04,,76417,0
93,72516.49,,78475,0
94,83423.68,,89812,1
95,86910.19,,78213,0
96,72685.48,,78125,0
97,79766.19,,88051,1
98,85673.55,,82639,0
99,75586.16,,69921,1
100,72042.97,,71667,0
101,78986.24,,87564,1
102,83062.07,,88043,1
103,86865.02,,85886,0
104,85856.77,,88895,1
105,84853.375,,79415,0
106,68361.64,,70477,1
107,76981.234,,70417,1
108,78271.57,,81184,0
109,80452.72,,89968,1
110,89315.484,,86684,0
111,82906.195,,78846,0
112,76501.86,,75158,0
113,70156.91,,66837,1
114,69868.266,,65281,1
115,73661.83,,76865,0
116,82682.086,,77843,0
117,77135.86,,77976,0
118,73532.19,,83408,0
119,82213,,86012,1
120,73796.49,,79628,0
121,76582.914,,75648,0
122,82405.4,,87434,1
123,87691.55,,87793,1
124,85083.58,,88785,1
125,88175.57,,92312,1
126,88400.32,,94404,1
127,88434.46,,88254,0
128,84348.14,,81528,0
129,87093.69,,90967,0
130,88707.6,,99197,1
131,97294.15,,94296,0
132,91270.34,,79806,0
133,79408.266,,80439,0
134,79610.39,,72934,1
135,70687.65,,67836,1
136,76751.984,,73116,0
137,79175.58,,78216,0
138,79852.17,,86580,0
139,79873.36,,86061,0
140,85306.3,,86933,0
141,79380.97,,77807,0
142,74551.24,,77758,0
143,82244.73,,84069,0
144,85609.27,,87429,0
145,88616.86,,87015,0
146,85627.54,,91617,1
147,89111.78,,92323,1
148,83413.375,,74596,1
149,71222.484,,65597,1
150,74543.98,,81713,0
151,86795.62,,81689,0
152,80962.086,,81745,0
153,82558.266,,84812,0
154,86070.28,,86185,0
155,74847.01,,79681,0
156,76441.02,,74388,1
157,84388.53,,90002,1
158,89867.81,,93688,1
159,90727.36,,89980,0
160,88948.83,,87702,0
161,84352.74,,88021,0
162,80960.84,,78366,0
163,74263.695,,68188,1
164,76117.875,,78796,0
165,84546.09,,78794,0
166,76348.234,,77790,0
167,76607.4,,81374,0
168,83484.72,,78457,0
169,71687.016,,74716,0
170,70337.74,,68633,1
171,75211.62,,69972,1
172,72111.19,,74615,0
173,74493.04,,73270,0
174,75162.67,,70881,0
175,68189.36,,75288,0
176,74802.414,,69927,0
177,64533.03,,66522,1
178,68608.984,,80030,0
179,85147.5,,84095,1
180,80588.74,,85638,1
181,83172.58,,82223,0
182,81399.15,,73950,0
183,69497.766,,67459,1
184,65685.98,,65988,1
185,74198.78,,76847,0
186,78486.164,,80875,0
187,82504.52,,77983,0
188,76760.23,,81325,0
189,76945.02,,73437,0
190,69627.695,,68137,1
191,69533.11,,64376,1
192,73910.06,,63490,1
193,67420.79,,69408,0
194,70702.88,,70439,0
195,72443.695,,71302,0
196,68807.875,,70422,0
197,67547.586,,65038.996,1
198,62685.17,,61006,1
199,63234.48,,71179,0
200,75833.23,,73620,0
201,70020.66,,73329,0
202,75377.89,,73871,0
203,73685.21,,70818,0
204,64153.914,,65635,0
205,63803.32,,60889,1
206,69307.4,,68712,0
207,71292.805,,72143,0
208,70962.36,,72058,0
209,71804.06,,71041,0
210,68140.41,,74009,0
211,68988.04,,66843,0
212,62069.95,,65008.004,0
213,69319.64,,71290,0
214,73934.81,,74153,0
215,72612.47,,77102,1
216,76217.93,,70147,0
217,68171.3,,72700,0
218,68270.805,,67616,0
219,64173.047,,62774,1
220,66433.8,,73988,0
221,76521.41,,77800,1
222,76723.77,,79242,1
223,74532.734,,82622,1
224,82004.125,,83972,1
225,80537.875,,70071,0
226,65052.934,,65059.996,1
227,76826.74,,75367,0
228,76531.016,,75170,0
229,75163.45,,77313,0
230,80425.31,,76267,0
231,78034.62,,77198,0
232,69104.88,,75416,0
233,73597.11,,66016,1
234,72914.16,,77526,0
235,78630.3,,75699,0
236,74848.71,,76488,0
237,74663.984,,94780,1
238,92711.73,,89697,1
239,80476.34,,79231,0
240,71827.94,,72161,0
241,80109.99,,80811,0
242,77056.83,,82841,0
243,81802.75,,84329,0
244,89242.12,,83027,0
245,81987.04,,79953,0
246,75010.3,,74197,0
247,70624.83,,68716,1
248,74071.1,,76076,0
249,79047.266,,79928,0
250,80281.54,,85672,1
251,83578.73,,84691,0
252,80598.53,,81940,0
253,77469.63,,77929,0
254,73049.63,,75842,0
255,79241.15,,87266,1
256,88068.195,,86333,0
257,85102.96,,87452,0
258,87817.16,,89345,1
259,84630.42,,92184,1
260,85726.64,,83602,0
261,80708.97,,75957,1
262,80785.586,,83277,0
263,83484.71,,84186,0
264,82155.766,,82357,0
265,82555.336,,81965,0
266,83234.75,,73428,1
267,71394.58,,75507,0
268,72503.6,,74369,1
269,81484.74,,86334,0
270,87360.94,,82737,0
271,80323.38,,81063,0
272,78785.76,,78190,0
273,73319.47,,71973,1
274,70683.87,,67855,1
275,68769.34,,62234.004,1
276,70527.76,,63592,1
277,67048.69,,65242.996,0
278,67433.69,,71644,0
279,74676.66,,81938,0
280,77233.14,,88836,1
281,85003.695,,85318,0
282,79434.92,,83725,0
283,83098.09,,81743,0
284,79220.04,,86621,0
285,85854.24,,88357,0
286,87964.57,,90131,1
287,87842.35,,90085,0
288,85323.484,,90338,0
289,83980.45,,88008,0
290,83106.78,,97278,1
291,95058.46,,94044,0
292,89821.67,,93059,0
293,88771.055,,93116,0
294,92017.766,,100374,1
295,93474.91,,86144,0
296,80533.13,,78853,1
297,80984.77,,94202,0
298,93949.31,,98512,1
299,90846.55,,97141,0
300,92539.64,,94748,0
301,92121.68,,90792,0
302,83220.64,,80079,1
303,74337.5,,74984,1
304,84435.195,,80987,0
305,82291.59,,88426,0
306,90696,,88985,0
307,85443.336,,92452,0
308,89027.234,,89458,0
309,80069.375,,80233,1
310,78193.336,,78212,1
311,84009,,85371,0
312,86450.84,,91063,0
313,89148.914,,90545,0
314,89082.945,,99064,1
315,93820.87,,94774,0
316,81702.47,,85296,0
317,81990.76,,80389,1
318,86354.75,,90150,0
319,89298.125,,91315,0
320,90389.086,,89563,0
321,90340.414,,87272,0
322,84830.05,,80947,1
323,73410.96,,78656,1
324,76130.37,,75104,1
325,82350.35,,82895,0
326,87452.16,,87893,0
327,85254.32,,89133,0
328,86502.81,,83349,0
