,elec_tra,elec_tes,elec
0,,,2555.0
1,,,2433.0
2,,,2393.0
3,,,2375.0
4,,,2390.0
5,,,2467.0
6,,,2631.0
7,,,2775.0
8,,,2965.0
9,,,3159.0
10,,,3211.0
11,,,3265.0
12,3253.7898,,3160.0
13,2995.445,,3288.0
14,3216.2144,,3361.0
15,3258.3315,,3362.0
16,3303.6277,,3406.0
17,3299.9495,,3438.0
18,3405.0334,,3501.0
19,3442.3047,,3381.0
20,3225.5608,,3242.0
21,3125.1533,,3084.0
22,2959.1267,,2973.0
23,2854.5122,,2811.0
24,2598.3708,,2613.0
25,2494.0576,,2492.0
26,2435.941,,2431.0
27,2423.5657,,2403.0
28,2364.5317,,2390.0
29,2380.121,,2432.0
30,2457.9995,,2543.0
31,2647.0664,,2734.0
32,2924.1375,,3019.0
33,3209.3857,,3225.0
34,3289.942,,3258.0
35,3224.8977,,3239.0
36,3135.4236,,3167.0
37,3038.156,,3112.0
38,3214.7388,,3049.0
39,2971.2432,,3043.0
40,3086.9185,,3098.0
41,3195.6792,,3216.0
42,3328.7627,,3328.0
43,3339.1323,,3276.0
44,3185.4014,,3173.0
45,3054.1692,,3007.0
46,2811.184,,2856.0
47,2650.8406,,2674.0
48,2459.862,,2455.0
49,2325.8362,,2325.0
50,2276.6736,,2280.0
51,2295.8682,,2265.0
52,2253.0132,,2253.0
53,2244.3296,,2276.0
54,2271.8823,,2330.0
55,2384.5005,,2493.0
56,2667.6816,,2700.0
57,2850.8582,,2832.0
58,2890.2502,,2835.0
59,2791.3315,,2833.0
60,2795.5276,,2820.0
61,2774.18,,2738.0
62,2732.0298,,2694.0
63,2680.4753,,2684.0
64,2741.6936,,2755.0
65,2866.976,,2920.0
66,3061.809,,3132.0
67,3214.105,,3114.0
68,3029.1619,,3020.0
69,2878.018,,2860.0
70,2674.4275,,2690.0
71,2510.862,,2494.0
72,2301.792,,2304.0
73,2180.4177,,2206.0
74,2189.91,,2179.0
75,2181.6946,,2189.0
76,2237.3125,,2216.0
77,2209.1528,,2320.0
78,2494.8064,,2528.0
79,2722.2078,,2835.0
80,3137.5498,,3168.0
81,3392.644,,3418.0
82,3476.653,,3480.0
83,3453.066,,3422.0
84,3275.7007,,3200.0
85,3253.536,,3323.0
86,3375.9768,,3322.0
87,3320.8445,,3312.0
88,3338.572,,3349.0
89,3389.7344,,3346.0
90,3387.4998,,3436.0
91,3364.5627,,3337.0
92,3168.547,,3213.0
93,3067.3462,,3067.0
94,2947.7324,,2982.0
95,2871.6057,,2797.0
96,2583.285,,2551.0
97,2357.4053,,2427.0
98,2346.3923,,2392.0
99,2413.6475,,2380.0
100,2357.1194,,2415.0
101,2420.3518,,2524.0
102,2676.0317,,2767.0
103,3033.0825,,3056.0
104,3312.69,,3400.0
105,3626.773,,3678.0
106,3753.18,,3747.0
107,3739.0762,,3727.0
108,3580.1516,,3532.0
109,3626.4128,,3670.0
110,3719.6821,,3640.0
111,3588.24,,3589.0
