,elec_tra,elec_tes,elec,HAZURE
0,,,2555,0
1,,,2433,0
2,,,2393,0
3,,,2375,0
4,,,2390,0
5,,,2467,0
6,,,2631,1
7,,,2775,1
8,,,2965,1
9,,,3159,1
10,,,3211,1
11,,,3265,1
12,3247.0754,,3160,0
13,3128.6614,,3288,0
14,3346.2969,,3361,0
15,3371.6572,,3362,0
16,3388.0151,,3406,0
17,3377.6418,,3438,0
18,3455.1133,,3501,0
19,3457.2385,,3381,0
20,3271.5085,,3242,0
21,3138.836,,3084,0
22,2981.023,,2973,0
23,2826.0967,,2811,1
24,2579.5798,,2613,1
25,2465.5852,,2492,1
26,2427.9836,,2431,1
27,2432.9106,,2403,1
28,2388.4236,,2390,1
29,2403.2354,,2432,0
30,2536.0916,,2543,0
31,2698.9214,,2734,0
32,2969.475,,3019,0
33,3249.923,,3225,1
34,3295.141,,3258,1
35,3255.3508,,3239,0
36,3240.5051,,3167,0
37,3147.2307,,3112,0
38,3182.6091,,3049,0
39,3032.8137,,3043,0
40,3060.1677,,3098,0
41,3235.5742,,3216,0
42,3370,,3328,0
43,3357.9568,,3276,0
44,3207.336,,3173,0
45,3079.8206,,3007,0
46,2825.827,,2856,0
47,2684.5273,,2674,1
48,2466.5203,,2455,1
49,2319.9866,,2325,1
50,2276.647,,2280,1
51,2298.5376,,2265,1
52,2276.966,,2253,1
53,2280.375,,2276,0
54,2363.9246,,2330,0
55,2436.185,,2493,0
56,2718.4517,,2700,0
57,2882.778,,2832,0
58,2917.8582,,2835,0
59,2843.1514,,2833,0
60,2844.4202,,2820,0
61,2813.6453,,2738,0
62,2781.283,,2694,0
63,2716.3145,,2684,0
64,2736.201,,2755,0
65,2898.8416,,2920,0
66,3082.649,,3132,1
67,3185.3972,,3114,1
68,3045.6165,,3020,0
69,2948.4692,,2860,0
70,2757.698,,2690,0
71,2549.3694,,2494,1
72,2290.4587,,2304,1
73,2178.8313,,2206,1
74,2204.2847,,2179,1
75,2233.7627,,2189,1
76,2221.3098,,2216,0
77,2286.913,,2320,0
78,2526.0186,,2528,0
79,2745.429,,2835,0
80,3192.3486,,3168,1
81,3401.423,,3418,1
82,3547.5046,,3480,1
83,3525.8816,,3422,1
84,3360.222,,3200,0
85,3363.0903,,3323,0
86,3408.2197,,3322,0
87,3358.9429,,3312,0
88,3408.0583,,3349,0
89,3417.6057,,3346,0
90,3374.1382,,3436,0
91,3381.7808,,3337,0
92,3173.4873,,3213,0
93,3075.7805,,3067,0
94,2952.2202,,2982,0
95,2835.993,,2797,0
96,2597.294,,2551,1
97,2349.7625,,2427,1
98,2316.913,,2392,1
99,2390.0105,,2380,1
100,2397.197,,2415,0
101,2506.8943,,2524,0
102,2727.308,,2767,0
103,3051.7263,,3056,0
104,3337.1008,,3400,1
105,3632.613,,3678,1
106,3809.946,,3747,1
107,3806.6443,,3727,1
108,3653.6028,,3532,0
109,3691.1023,,3670,0
110,3738.982,,3640,0
111,3651.569,,3589,0
