,elec_tra,elec_tes,elec,HAZURE
0,,,71626,0
1,,,69778,0
2,,,63798,1
3,,,70949,0
4,,,76572,1
5,,,71918,0
6,,,76125,0
7,,,71008,0
8,,,63956,1
9,,,60860,1
10,,,71974,0
11,,,75294,0
12,73893.88,,74426,0
13,73630.8,,73648,0
14,70966.77,,71072,0
15,61884.484,,65128.996,1
16,62325.332,,62243.004,1
17,68845.61,,69346,0
18,70569.86,,69886,0
19,68885.89,,70374,0
20,69280.836,,72467,0
21,69707.7,,71650,0
22,63573.938,,65648,0
23,61223.535,,61722,1
24,66846.766,,69337,0
25,69592.836,,72682,0
26,71232.086,,72122,0
27,70897.46,,72332,0
28,69117.875,,63947.996,1
29,56971.223,,61786,1
30,59244.945,,58282.004,1
31,62254.055,,63474,0
32,66742.766,,58982.996,1
33,60000.836,,58690,1
34,60607.008,,58930,0
35,58907.453,,65718,0
36,63459.098,,65133,0
37,63935.703,,60611.996,0
38,65160.145,,69554,0
39,68323.89,,72401,1
40,71010.96,,73217,1
41,72896.44,,73195,1
42,73030.84,,73783,0
43,69181.516,,66058,0
44,60426.305,,61356,1
45,64944.656,,70647,0
46,70739.44,,73343,0
47,69909.58,,72231,0
48,71903.13,,71937,0
49,70934.73,,70976,0
50,64658.633,,65751,0
51,61578.01,,62838.996,1
52,68160.38,,74517,1
53,74914.734,,78288,1
54,73247.87,,76192,0
55,72789.85,,76618,0
56,72895.73,,73033,0
57,67160.8,,64455.996,1
58,61469.844,,60987.004,1
59,65761.305,,69516,0
60,71607.11,,71196,0
61,71275.266,,70825,0
62,70871.39,,70304,0
63,68604.52,,70214,0
64,62648.4,,65344,0
65,61110.844,,59785.004,1
66,65724.92,,69678,0
67,71043.01,,72071,0
68,70267.516,,73539,0
69,70984.29,,74555,0
70,70855.664,,75644,1
71,66017.47,,68034,0
72,61042.395,,64572,1
73,68590.36,,72350,0
74,73321.18,,73759,0
75,71730.77,,72861,0
76,71661.055,,74250,0
77,71187.19,,77900,1
78,69124.26,,72069,0
79,66487.23,,66144,1
80,70529.086,,79664,1
81,77948.85,,78933,1
82,74168.305,,77168,0
83,73958.59,,78029,0
84,76952.13,,76065,0
85,71716.836,,71671,0
86,68079.664,,67188,1
87,72648.555,,77476,0
88,76130.76,,74806,0
89,72899.586,,74863,0
90,74729.57,,75909,0
91,72590.76,,80622,1
92,72553.086,,76417,0
93,70610.375,,78475,0
94,81152.56,,89812,1
95,83253.04,,78213,0
96,71545.62,,78125,0
97,76486.86,,88051,1
98,82517.32,,82639,0
99,74523.75,,69921,1
100,68213.01,,71667,0
101,76824.36,,87564,1
102,80527.02,,88043,1
103,80061.02,,85886,0
104,86237.08,,88895,1
105,82028.93,,79415,0
106,67661.11,,70477,1
107,71960.195,,70417,1
108,74711.02,,81184,0
109,82071.02,,89968,1
110,85962.09,,86684,0
111,82973.41,,78846,0
112,74223.234,,75158,0
113,67708.45,,66837,1
114,65221.066,,65281,1
115,71138.08,,76865,0
116,80417.3,,77843,0
117,77638.414,,77976,0
118,72802.35,,83408,0
119,79516.09,,86012,1
120,73358.43,,79628,0
121,74699.09,,75648,0
122,80610,,87434,1
123,83734.734,,87793,1
124,82341.15,,88785,1
125,84107.96,,92312,1
126,85626.1,,94404,1
127,85552.04,,88254,0
128,81392.664,,81528,0
129,86115.33,,90967,0
130,90789.91,,99197,1
131,93712.88,,94296,0
132,89504.27,,79806,0
133,78996.51,,80439,0
134,77577.664,,72934,1
135,65629.07,,67836,1
136,70994.23,,73116,0
137,79108.266,,78216,0
138,78497.695,,86580,0
139,80404.74,,86061,0
140,82894.37,,86933,0
141,77465.61,,77807,0
142,70877.72,,77758,0
143,80317.06,,84069,0
144,82109.9,,87429,0
145,85391.62,,87015,0
146,82657.13,,91617,1
147,84979.73,,92323,1
148,80512.23,,74596,1
149,66742.086,,65597,1
150,67014.3,,81713,0
151,83540.55,,81689,0
152,80302.74,,81745,0
153,84189.77,,84812,0
154,84941.586,,86185,0
155,72986.695,,79681,0
156,73050.21,,74388,1
157,81529.76,,90002,1
158,86223.82,,93688,1
159,87654.74,,89980,0
160,85764.87,,87702,0
161,84146.43,,88021,0
162,81508.95,,78366,0
163,72124.41,,68188,1
164,72507.1,,78796,0
165,81502.47,,78794,0
166,76530.88,,77790,0
167,77027.41,,81374,0
168,79744.22,,78457,0
169,69222.445,,74716,0
170,67373.92,,68633,1
171,72774.09,,69972,1
172,70022.65,,74615,0
173,73590.375,,73270,0
174,74530.05,,70881,0
175,68951,,75288,0
176,72974.234,,69927,0
177,62962.797,,66522,1
178,65236.21,,80030,0
179,81390,,84095,1
180,77632.92,,85638,1
181,81229.08,,82223,0
182,77752.49,,73950,0
183,65196.785,,67459,1
184,61832.426,,65988,1
185,71601.87,,76847,0
186,75276.914,,80875,0
187,81265.445,,77983,0
188,75548.4,,81325,0
189,75184.1,,73437,0
190,65097.695,,68137,1
191,66006.61,,64376,1
192,72046.03,,63490,1
193,65718.336,,69408,0
194,70777.99,,70439,0
195,71592.234,,71302,0
196,68811.74,,70422,0
197,66724.11,,65038.996,1
198,60566.375,,61006,1
199,61824.766,,71179,0
200,74706.66,,73620,0
201,71495.38,,73329,0
202,71814.055,,73871,0
203,71460.78,,70818,0
204,62753.67,,65635,0
205,60324.023,,60889,1
206,67231.45,,68712,0
207,70111.7,,72143,0
208,70922.39,,72058,0
209,70416.016,,71041,0
210,67215.445,,74009,0
211,66437.336,,66843,0
212,60002.34,,65008.004,0
213,68382.01,,71290,0
214,72233.67,,74153,0
215,70832.97,,77102,1
216,74554.33,,70147,0
217,67808.63,,72700,0
218,66645.17,,67616,0
219,63391.24,,62774,1
220,63853.55,,73988,0
221,73401.836,,77800,1
222,73090.36,,79242,1
223,74462.266,,82622,1
224,76928.5,,83972,1
225,72667.63,,70071,0
226,61586.02,,65059.996,1
227,72384.46,,75367,0
228,76622.71,,75170,0
229,76176.44,,77313,0
230,79289.22,,76267,0
231,74681.56,,77198,0
232,68646.88,,75416,0
233,70022.07,,66016,1
234,70468.03,,77526,0
235,76513.58,,75699,0
236,74040.59,,76488,0
237,74586.28,,94780,1
238,88503.24,,89697,1
239,75879,,79231,0
240,68926.25,,72161,0
241,78178.03,,80811,0
242,76723.89,,82841,0
243,80439.89,,84329,0
244,86167.29,,83027,0
245,78206.94,,79953,0
246,72562.21,,74197,0
247,69460.31,,68716,1
248,69601.914,,76076,0
249,77597.875,,79928,0
250,78526.99,,85672,1
251,80620.914,,84691,0
252,77992.945,,81940,0
253,73284.08,,77929,0
254,70670.42,,75842,0
255,77213.01,,87266,1
256,83049.69,,86333,0
257,82596.78,,87452,0
258,84704.97,,89345,1
259,81976.95,,92184,1
260,83398.09,,83602,0
261,75829.91,,75957,1
262,76414.766,,83277,0
263,84234.83,,84186,0
264,80428.87,,82357,0
265,81502.984,,81965,0
266,80639.72,,73428,1
267,67368.336,,75507,0
268,71310.67,,74369,1
269,78666.59,,86334,0
270,83327.54,,82737,0
271,80593.28,,81063,0
272,77935.734,,78190,0
273,71308.29,,71973,1
274,66923.38,,67855,1
275,67726.55,,62234.004,1
276,68319.82,,63592,1
277,64545.715,,65242.996,0
278,67468.48,,71644,0
279,74082.76,,81938,0
280,78173.98,,88836,1
281,82642.62,,85318,0
282,76692,,83725,0
283,80924.33,,81743,0
284,79630.23,,86621,0
285,81630.54,,88357,0
286,86329.63,,90131,1
287,86948.69,,90085,0
288,83969.45,,90338,0
289,82033.35,,88008,0
290,83011.1,,97278,1
291,91294.08,,94044,0
292,86270.94,,93059,0
293,86850.766,,93116,0
294,91819.95,,100374,1
295,90526.41,,86144,0
296,78879.34,,78853,1
297,79930.945,,94202,0
298,92676.945,,98512,1
299,87652.25,,97141,0
300,92097.26,,94748,0
301,91347.54,,90792,0
302,81506.02,,80079,1
303,70939.164,,74984,1
304,80523.92,,80987,0
305,80588.5,,88426,0
306,89287.48,,88985,0
307,84844.03,,92452,0
308,87059.38,,89458,0
309,78111.36,,80233,1
310,72985.67,,78212,1
311,81414.47,,85371,0
312,83918.85,,91063,0
313,88486.43,,90545,0
314,87077.79,,99064,1
315,90844.336,,94774,0
316,80147.17,,85296,0
317,80118.05,,80389,1
318,83373.89,,90150,0
319,86218.99,,91315,0
320,86518.914,,89563,0
321,87877.3,,87272,0
322,83594.88,,80947,1
323,69670.41,,78656,1
324,73476.96,,75104,1
325,78311.23,,82895,0
326,83232.055,,87893,0
327,87079.16,,89133,0
328,85709.96,,83349,0
