,elec_tra,elec_tes,elec
0,,,71626.0
1,,,69778.0
2,,,63798.0
3,,,70949.0
4,,,76572.0
5,,,71918.0
6,,,76125.0
7,,,71008.0
8,,,63956.0
9,,,60860.0
10,,,71974.0
11,,,75294.0
12,74587.03,,74426.0
13,74626.88,,73648.0
14,72122.305,,71072.0
15,62951.03,,65128.996
16,63415.973,,62243.004
17,71293.26,,69346.0
18,72336.32,,69886.0
19,69749.51,,70374.0
20,70151.75,,72467.0
21,70676.695,,71650.0
22,64573.3,,65648.0
23,61492.547,,61722.0
24,68651.7,,69337.0
25,71200.35,,72682.0
26,73203.38,,72122.0
27,73230.32,,72332.0
28,70191.305,,63947.996
29,57556.61,,61786.0
30,61106.02,,58282.004
31,64401.477,,63474.0
32,67739.125,,58982.996
33,58182.418,,58690.0
34,59928.855,,58930.0
35,59636.715,,65718.0
36,63309.832,,65133.0
37,63338.137,,60611.996
38,64659.395,,69554.0
39,69359.6,,72401.0
40,70567.875,,73217.0
41,74735.945,,73195.0
42,75332.12,,73783.0
43,71118.64,,66058.0
44,61004.49,,61356.0
45,65884.83,,70647.0
46,72594.65,,73343.0
47,71199.24,,72231.0
48,73614.13,,71937.0
49,71189.63,,70976.0
50,65777.1,,65751.0
51,62763.55,,62838.996
52,70697.92,,74517.0
53,77858.49,,78288.0
54,75591.75,,76192.0
55,75040.13,,76618.0
56,74286.01,,73033.0
57,67497.51,,64455.996
58,61800.664,,60987.004
59,67931.28,,69516.0
60,73465.195,,71196.0
61,71932.16,,70825.0
62,71485.19,,70304.0
63,69694.16,,70214.0
64,63739.09,,65344.0
65,61874.727,,59785.004
66,67541.8,,69678.0
67,72640.25,,72071.0
68,71885.51,,73539.0
69,73246.91,,74555.0
70,72051.95,,75644.0
71,67718.21,,68034.0
72,63352.31,,64572.0
73,71859.06,,72350.0
74,75956.49,,73759.0
75,72177.93,,72861.0
76,73629.58,,74250.0
77,72199.93,,77900.0
78,70568.48,,72069.0
79,69121.695,,66144.0
80,73274.53,,79664.0
81,81423.734,,78933.0
82,76066.67,,77168.0
83,76180.33,,78029.0
84,78383.664,,76065.0
85,71979.85,,71671.0
86,69438.7,,67188.0
87,74234.016,,77476.0
88,78991.234,,74806.0
89,74596.7,,74863.0
90,76944.48,,75909.0
91,74014.0,,80622.0
92,74930.984,,76417.0
93,73934.234,,78475.0
94,84191.875,,89812.0
95,86932.14,,78213.0
96,72962.44,,78125.0
97,79511.875,,88051.0
98,86217.38,,82639.0
99,76558.586,,69921.0
100,71426.26,,71667.0
101,80256.49,,87564.0
102,83478.66,,88043.0
103,83998.516,,85886.0
104,88420.38,,88895.0
105,85040.94,,79415.0
106,70718.56,,70477.0
107,74622.086,,70417.0
108,78570.1,,81184.0
109,83956.836,,89968.0
110,89353.82,,86684.0
111,85442.836,,78846.0
112,76500.01,,75158.0
113,70398.68,,66837.0
114,66183.234,,65281.0
115,73661.52,,76865.0
116,83164.26,,77843.0
117,79716.625,,77976.0
118,73846.03,,83408.0
119,81393.29,,86012.0
120,76181.83,,79628.0
121,77747.516,,75648.0
122,83262.7,,87434.0
123,87199.87,,87793.0
124,85653.95,,88785.0
125,88435.35,,92312.0
126,90021.56,,94404.0
127,88641.83,,88254.0
128,84187.11,,81528.0
129,88782.99,,90967.0
130,93903.37,,99197.0
131,97502.77,,94296.0
132,93540.74,,79806.0
133,82604.61,,80439.0
134,80329.29,,72934.0
135,68624.484,,67836.0
136,74181.88,,73116.0
137,82320.99,,78216.0
138,79937.8,,86580.0
139,81743.32,,86061.0
140,84560.46,,86933.0
141,80905.984,,77807.0
142,73267.97,,77758.0
143,83103.516,,84069.0
144,84221.25,,87429.0
145,89414.37,,87015.0
146,87020.375,,91617.0
147,89141.47,,92323.0
148,85476.625,,74596.0
149,70972.52,,65597.0
150,70834.67,,81713.0
151,85261.49,,81689.0
152,81864.03,,81745.0
153,86160.42,,84812.0
154,86529.03,,86185.0
155,75725.48,,79681.0
156,75309.89,,74388.0
157,85209.29,,90002.0
158,91020.22,,93688.0
159,92704.16,,89980.0
160,89486.8,,87702.0
161,86375.5,,88021.0
162,83934.85,,78366.0
163,74334.04,,68188.0
164,75540.54,,78796.0
165,84575.04,,78794.0
166,78927.164,,77790.0
167,79521.23,,81374.0
168,81472.2,,78457.0
169,71892.39,,74716.0
170,69805.14,,68633.0
171,75666.02,,69972.0
172,73402.94,,74615.0
173,75512.625,,73270.0
174,76615.49,,70881.0
175,69990.02,,75288.0
176,73499.15,,69927.0
177,64283.47,,66522.0
178,66482.14,,80030.0
179,84165.36,,84095.0
180,80200.35,,85638.0
181,85073.01,,82223.0
182,80073.86,,73950.0
183,67795.87,,67459.0
184,62089.57,,65988.0
185,73560.664,,76847.0
186,78373.17,,80875.0
187,82996.836,,77983.0
188,76808.34,,81325.0
189,76667.44,,73437.0
190,67174.69,,68137.0
191,67992.62,,64376.0
192,74461.81,,63490.0
193,68190.19,,69408.0
194,71861.14,,70439.0
195,72313.19,,71302.0
196,68963.53,,70422.0
197,66624.99,,65038.996
198,60587.668,,61006.0
199,63071.984,,71179.0
200,76527.47,,73620.0
201,73049.805,,73329.0
202,72801.89,,73871.0
203,73050.734,,70818.0
204,64445.61,,65635.0
205,60856.508,,60889.0
206,69426.07,,68712.0
207,71888.01,,72143.0
208,72766.89,,72058.0
209,72545.78,,71041.0
210,68064.82,,74009.0
211,67411.44,,66843.0
212,60851.3,,65008.004
213,70273.15,,71290.0
214,74162.82,,74153.0
215,72198.266,,77102.0
216,78012.54,,70147.0
217,70912.62,,72700.0
218,68537.52,,67616.0
219,64482.652,,62774.0
220,65391.07,,73988.0
221,75836.14,,77800.0
222,75354.48,,79242.0
223,76676.71,,82622.0
224,79759.516,,83972.0
225,75513.586,,70071.0
226,63444.44,,65059.996
227,74019.234,,75367.0
228,78875.11,,75170.0
229,77335.555,,77313.0
230,81687.32,,76267.0
231,75431.17,,77198.0
232,70195.16,,75416.0
233,71951.94,,66016.0
234,73223.35,,77526.0
235,79063.555,,75699.0
236,76046.125,,76488.0
237,77696.33,,94780.0
238,91627.84,,89697.0
239,79816.17,,79231.0
240,72108.17,,72161.0
241,80534.76,,80811.0
242,78499.71,,82841.0
243,81968.43,,84329.0
244,89678.664,,83027.0
245,81282.25,,79953.0
246,74686.56,,74197.0
247,71469.15,,68716.0
248,73275.69,,76076.0
249,81034.15,,79928.0
250,81334.88,,85672.0
251,84006.54,,84691.0
252,80106.71,,81940.0
253,75858.195,,77929.0
254,73398.26,,75842.0
255,78606.08,,87266.0
256,86738.336,,86333.0
257,86083.17,,87452.0
258,89193.83,,89345.0
259,85261.43,,92184.0
260,86665.64,,83602.0
261,79115.586,,75957.0
262,79460.58,,83277.0
263,86591.66,,84186.0
264,82329.08,,82357.0
265,84837.41,,81965.0
266,82636.62,,73428.0
267,70106.63,,75507.0
268,74027.48,,74369.0
269,82932.234,,86334.0
270,86411.414,,82737.0
271,82174.11,,81063.0
272,80596.75,,78190.0
273,72899.56,,71973.0
274,69203.266,,67855.0
275,70992.61,,62234.004
276,70931.91,,63592.0
277,66233.805,,65242.996
278,67306.65,,71644.0
279,74448.07,,81938.0
280,78989.234,,88836.0
281,83620.875,,85318.0
282,79616.81,,83725.0
283,83166.81,,81743.0
284,83127.9,,86621.0
285,82783.18,,88357.0
286,90203.19,,90131.0
287,91479.8,,90085.0
288,88145.68,,90338.0
289,85136.484,,88008.0
290,86789.63,,97278.0
291,95268.15,,94044.0
292,90755.75,,93059.0
293,90342.06,,93116.0
294,96260.03,,100374.0
295,93054.055,,86144.0
296,82827.37,,78853.0
297,84579.66,,94202.0
298,96850.17,,98512.0
299,91393.66,,97141.0
300,96639.36,,94748.0
301,93847.81,,90792.0
302,85242.484,,80079.0
303,73501.49,,74984.0
304,84305.15,,80987.0
305,84320.19,,88426.0
306,92238.96,,88985.0
307,86938.086,,92452.0
308,89748.81,,89458.0
309,81966.65,,80233.0
310,76069.58,,78212.0
311,85096.21,,85371.0
312,87286.914,,91063.0
313,92659.625,,90545.0
314,90004.766,,99064.0
315,94630.125,,94774.0
316,84669.055,,85296.0
317,83431.11,,80389.0
318,86729.4,,90150.0
319,87418.375,,91315.0
320,90274.79,,89563.0
321,91887.55,,87272.0
322,86131.305,,80947.0
323,73135.41,,78656.0
324,77318.72,,75104.0
325,82829.52,,82895.0
326,86178.95,,87893.0
327,88902.695,,89133.0
328,88406.125,,83349.0
329,80205.766,,85497.0
330,83290.44,,77774.0
