,elec_tra,elec_tes,elec
0,,,71626.0
1,,,69778.0
2,,,63798.0
3,,,70949.0
4,,,76572.0
5,,,71918.0
6,,,76125.0
7,,,71008.0
8,,,63956.0
9,,,60860.0
10,,,71974.0
11,,,75294.0
12,75272.67,,74426.0
13,74504.97,,73648.0
14,72449.18,,71072.0
15,64880.918,,65128.996
16,67419.93,,62243.004
17,73062.84,,69346.0
18,72151.375,,69886.0
19,70123.805,,70374.0
20,70671.695,,72467.0
21,71381.31,,71650.0
22,66497.92,,65648.0
23,63250.54,,61722.0
24,71636.57,,69337.0
25,71626.03,,72682.0
26,73507.92,,72122.0
27,72729.88,,72332.0
28,71425.805,,63947.996
29,62177.473,,61786.0
30,65594.95,,58282.004
31,67189.54,,63474.0
32,68601.14,,58982.996
33,63551.92,,58690.0
34,63615.43,,58930.0
35,62357.3,,65718.0
36,65773.9,,65133.0
37,64958.594,,60611.996
38,65253.195,,69554.0
39,70051.516,,72401.0
40,75496.81,,73217.0
41,77850.67,,73195.0
42,77452.945,,73783.0
43,70540.77,,66058.0
44,61352.87,,61356.0
45,69177.34,,70647.0
46,72375.34,,73343.0
47,71828.79,,72231.0
48,73865.25,,71937.0
49,70496.555,,70976.0
50,66525.58,,65751.0
51,64172.914,,62838.996
52,73269.586,,74517.0
53,79598.09,,78288.0
54,78129.78,,76192.0
55,74404.17,,76618.0
56,74923.016,,73033.0
57,68043.31,,64455.996
58,65453.46,,60987.004
59,70955.66,,69516.0
60,72915.53,,71196.0
61,72128.88,,70825.0
62,71760.12,,70304.0
63,69861.05,,70214.0
64,65440.562,,65344.0
65,63826.445,,59785.004
66,70498.41,,69678.0
67,72969.26,,72071.0
68,72391.7,,73539.0
69,72791.24,,74555.0
70,73064.9,,75644.0
71,70445.805,,68034.0
72,65548.78,,64572.0
73,75260.25,,72350.0
74,75691.25,,73759.0
75,73124.83,,72861.0
76,72721.55,,74250.0
77,73419.43,,77900.0
78,72841.95,,72069.0
79,70098.99,,66144.0
80,76493.22,,79664.0
81,81471.734,,78933.0
82,79167.25,,77168.0
83,75087.34,,78029.0
84,78613.59,,76065.0
85,72270.96,,71671.0
86,69561.99,,67188.0
87,76583.89,,77476.0
88,77857.39,,74806.0
89,75238.2,,74863.0
90,76419.06,,75909.0
91,74207.27,,80622.0
92,76149.87,,76417.0
93,74949.984,,78475.0
94,84160.1,,89812.0
95,86860.82,,78213.0
96,73186.87,,78125.0
97,78356.98,,88051.0
98,86707.875,,82639.0
99,74795.664,,69921.0
100,73456.22,,71667.0
101,80322.79,,87564.0
102,84541.47,,88043.0
103,85029.05,,85886.0
104,86885.17,,88895.0
105,85297.29,,79415.0
106,72149.46,,70477.0
107,75567.4,,70417.0
108,78477.63,,81184.0
109,83021.586,,89968.0
110,88099.305,,86684.0
111,84713.945,,78846.0
112,75784.375,,75158.0
113,70727.9,,66837.0
114,68334.87,,65281.0
115,74799.05,,76865.0
116,82014.164,,77843.0
117,79096.62,,77976.0
118,74404.5,,83408.0
119,81527.59,,86012.0
120,77470.516,,79628.0
121,78175.48,,75648.0
122,83754.016,,87434.0
123,87489.41,,87793.0
124,87325.69,,88785.0
125,87772.86,,92312.0
126,90046.64,,94404.0
127,89695.3,,88254.0
128,82444.73,,81528.0
129,87973.984,,90967.0
130,92005.85,,99197.0
131,97220.734,,94296.0
132,91670.37,,79806.0
133,81381.09,,80439.0
134,79219.984,,72934.0
135,70126.266,,67836.0
136,75485.586,,73116.0
137,82821.24,,78216.0
138,81319.52,,86580.0
139,82930.49,,86061.0
140,84333.6,,86933.0
141,80271.945,,77807.0
142,74437.89,,77758.0
143,83010.35,,84069.0
144,84495.51,,87429.0
145,88386.555,,87015.0
146,85600.22,,91617.0
147,89650.77,,92323.0
148,85761.88,,74596.0
149,73144.32,,65597.0
150,73918.76,,81713.0
151,85427.24,,81689.0
152,82110.586,,81745.0
153,85566.58,,84812.0
154,85710.27,,86185.0
155,76461.84,,79681.0
156,75274.98,,74388.0
157,86002.18,,90002.0
158,90115.984,,93688.0
159,92152.87,,89980.0
160,87166.39,,87702.0
161,85855.14,,88021.0
162,83448.06,,78366.0
163,73733.0,,68188.0
164,77184.305,,78796.0
165,83767.49,,78794.0
166,79118.91,,77790.0
167,79145.93,,81374.0
168,81182.37,,78457.0
169,72263.82,,74716.0
170,71592.94,,68633.0
171,77256.53,,69972.0
172,75214.336,,74615.0
173,76308.25,,73270.0
174,76172.99,,70881.0
175,71656.36,,75288.0
176,74069.73,,69927.0
177,66075.414,,66522.0
178,69541.445,,80030.0
179,82979.25,,84095.0
180,82033.14,,85638.0
181,86259.945,,82223.0
182,78992.92,,73950.0
183,68151.5,,67459.0
184,66431.33,,65988.0
185,74301.38,,76847.0
186,76766.51,,80875.0
187,82721.336,,77983.0
188,75883.13,,81325.0
189,76815.4,,73437.0
190,68228.83,,68137.0
191,70766.07,,64376.0
192,76781.2,,63490.0
193,70242.99,,69408.0
194,72549.51,,70439.0
195,73121.28,,71302.0
196,70715.164,,70422.0
197,68079.695,,65038.996
198,64482.703,,61006.0
199,66310.72,,71179.0
200,75790.6,,73620.0
201,72105.47,,73329.0
202,73178.086,,73871.0
203,72572.625,,70818.0
204,66224.914,,65635.0
205,62653.652,,60889.0
206,72376.95,,68712.0
207,72121.25,,72143.0
208,73195.77,,72058.0
209,72336.164,,71041.0
210,69634.11,,74009.0
211,68196.44,,66843.0
212,63172.566,,65008.004
213,70837.016,,71290.0
214,74326.664,,74153.0
215,73604.91,,77102.0
216,79125.39,,70147.0
217,72212.516,,72700.0
218,69928.31,,67616.0
219,65763.66,,62774.0
220,68440.23,,73988.0
221,75559.85,,77800.0
222,77803.33,,79242.0
223,79484.75,,82622.0
224,80807.195,,83972.0
225,77123.79,,70071.0
226,64109.855,,65059.996
227,76313.72,,75367.0
228,77864.14,,75170.0
229,76485.37,,77313.0
230,79987.32,,76267.0
231,74759.46,,77198.0
232,70180.695,,75416.0
233,72050.19,,66016.0
234,75311.34,,77526.0
235,78225.266,,75699.0
236,77176.65,,76488.0
237,76658.68,,94780.0
238,92047.14,,89697.0
239,80851.836,,79231.0
240,71978.83,,72161.0
241,81241.11,,80811.0
242,78055.52,,82841.0
243,81544.38,,84329.0
244,87038.37,,83027.0
245,82042.97,,79953.0
246,75237.83,,74197.0
247,72544.55,,68716.0
248,75050.414,,76076.0
249,80367.93,,79928.0
250,82166.62,,85672.0
251,84826.055,,84691.0
252,79675.33,,81940.0
253,76200.95,,77929.0
254,74049.45,,75842.0
255,77369.47,,87266.0
256,86596.65,,86333.0
257,85732.74,,87452.0
258,88283.836,,89345.0
259,85772.555,,92184.0
260,87811.79,,83602.0
261,77765.78,,75957.0
262,81723.2,,83277.0
263,84857.72,,84186.0
264,81651.17,,82357.0
265,83784.234,,81965.0
266,80678.875,,73428.0
267,72253.21,,75507.0
268,75030.69,,74369.0
269,83983.414,,86334.0
270,84934.76,,82737.0
271,83126.66,,81063.0
272,79230.234,,78190.0
273,73938.35,,71973.0
274,71290.22,,67855.0
275,72971.125,,62234.004
276,73036.914,,63592.0
277,67999.91,,65242.996
278,70204.14,,71644.0
279,76331.05,,81938.0
280,81584.78,,88836.0
281,85855.555,,85318.0
282,79892.92,,83725.0
283,83489.5,,81743.0
284,82477.66,,86621.0
285,82478.664,,88357.0
286,87721.51,,90131.0
287,90531.234,,90085.0
288,87944.91,,90338.0
289,84752.53,,88008.0
290,86300.53,,97278.0
291,94546.555,,94044.0
292,88803.76,,93059.0
293,89531.83,,93116.0
294,93938.11,,100374.0
295,93501.445,,86144.0
296,81394.484,,78853.0
297,86130.22,,94202.0
298,94825.914,,98512.0
299,91924.63,,97141.0
300,93850.086,,94748.0
301,93120.734,,90792.0
302,84517.47,,80079.0
303,75385.91,,74984.0
304,83912.77,,80987.0
305,83542.76,,88426.0
306,91518.695,,88985.0
307,85769.96,,92452.0
308,89348.1,,89458.0
309,81375.38,,80233.0
310,78059.445,,78212.0
311,86153.23,,85371.0
312,86195.31,,91063.0
313,90794.02,,90545.0
314,88336.15,,99064.0
315,94477.984,,94774.0
316,83534.23,,85296.0
317,83196.695,,80389.0
318,88034.22,,90150.0
319,86848.99,,91315.0
320,88682.516,,89563.0
321,89667.95,,87272.0
322,84994.41,,80947.0
323,74763.414,,78656.0
324,78588.56,,75104.0
325,83449.14,,82895.0
326,85905.78,,87893.0
327,89362.34,,89133.0
328,86804.81,,83349.0
329,80982.586,,85497.0
330,82756.16,,77774.0
