,elec_tra,elec_tes,elec,HAZURE
0,,,500766,0
1,,,491165.97,0
2,,,480517,0
3,,,485492.97,0
4,,,424093,1
5,,,479830,0
6,,,489355,0
7,,,505181,0
8,,,480316.97,0
9,,,485185.97,0
10,,,501470,0
11,,,529907,1
12,556322.9,,517978,0
13,564878.6,,569715,1
14,556012.5,,574615,1
15,578776.6,,556991,0
16,517622.12,,523368,0
17,563253.9,,597612,1
18,621500.1,,628451.94,1
19,622092.25,,545182,0
20,589352.75,,592628,0
21,565429.56,,562475,0
22,583555.25,,601626,0
23,554089,,551329,0
24,527143.44,,510544,0
25,529262.4,,543723,0
26,544148.3,,524427,0
27,512859.44,,480589,1
28,496050.3,,488466,1
29,496462.4,,481296,1
30,479875.16,,498552,0
31,504472.34,,516741.97,0
32,516625.2,,523220,0
33,539192.56,,543123,0
34,561214.7,,572097,1
35,570122.2,,549233,0
36,592243.06,,586107,1
37,579130.1,,583528,1
38,572177.9,,551628,0
39,480753.16,,484479,1
40,557177.1,,604731,1
41,640243.94,,645928,1
42,592890.6,,649974,1
43,597649.56,,596705,0
44,605413.9,,613946,0
45,606010.6,,618759,0
46,561140.25,,577977,0
47,558751.5,,582124,0
48,560599.5,,573135,0
49,541440.5,,577415,0
50,529396.56,,539502,0
51,514759.25,,567929,0
52,503337.38,,532968,0
53,509380.3,,511302,1
54,522442.44,,483943,1
55,489321.8,,483013,1
56,465387.03,,436126.03,1
57,456117.75,,456312,1
58,463865.2,,478879,0
59,495755.06,,497641,0
60,504843.84,,498188.97,0
61,502535.12,,487192,0
62,509909.2,,495087,0
63,499413.8,,507180,0
64,496377,,529270,0
65,527766.25,,570389,1
66,590172.7,,626456,1
67,614584.7,,624224,1
68,600564.44,,611965,1
69,608938.4,,576613,0
70,585570.06,,627252,1
71,584873,,488594,1
72,587448.1,,597526,0
73,606815.75,,613164,0
74,535277.6,,510138,0
75,542988.1,,554270,0
76,523184.72,,519234,0
77,502701.34,,512359.03,0
78,480713.84,,490011,0
79,496279.9,,496150.03,0
80,500120.3,,506831,0
81,482920.72,,505746,0
82,499134.78,,500393,0
83,518683.47,,491176,0
84,514601.28,,518546,0
85,535476.1,,568408,0
86,562905.94,,552199,0
87,566096.6,,580976,1
88,605339.06,,612415,1
89,635483.2,,631387,1
90,598950.4,,605621,0
91,579594.4,,513595.03,0
92,573665.56,,611117,0
93,603588.44,,641141.94,1
94,658199.1,,653572,1
95,664375.4,,690611,1
96,666931.4,,672151,1
97,629185.94,,621789,0
98,591181.7,,630428,0
99,567091.9,,608742,0
100,573597.5,,564984,0
101,555645.6,,544691,0
102,523654.12,,553814,0
103,508840.78,,500517,1
104,478037.38,,483303,1
105,476548.25,,492862,1
106,461827.3,,494780,0
107,484937,,487192,0
108,466585.22,,446876,1
109,450192.66,,458146,0
110,505923.44,,490754,0
111,492758.97,,493595,0
112,482195.5,,498391,0
113,507103.4,,510618,0
114,513836.84,,516650,0
