,elec_tra,elec_tes,elec,HAZURE
0,,,2555,0
1,,,2433,0
2,,,2393,0
3,,,2375,0
4,,,2390,0
5,,,2467,0
6,,,2631,1
7,,,2775,1
8,,,2965,1
9,,,3159,1
10,,,3211,1
11,,,3265,1
12,3278.6487,,3160,0
13,3065.803,,3288,0
14,3323.3613,,3361,0
15,3380.0881,,3362,0
16,3362.1716,,3406,0
17,3377.1875,,3438,0
18,3416.6946,,3501,0
19,3440.407,,3381,0
20,3265.6445,,3242,0
21,3144.3499,,3084,0
22,2993.6672,,2973,0
23,2843.0664,,2811,1
24,2607.9775,,2613,1
25,2478.3337,,2492,1
26,2445.4495,,2431,1
27,2422.435,,2403,1
28,2395.5754,,2390,1
29,2393.3682,,2432,0
30,2507.6199,,2543,0
31,2720.3887,,2734,0
32,2997.4993,,3019,0
33,3300.7915,,3225,1
34,3336.7168,,3258,1
35,3275.8914,,3239,0
36,3220.1704,,3167,0
37,3097.6177,,3112,0
38,3190.652,,3049,0
39,3040.9768,,3043,0
40,3130.114,,3098,0
41,3243.0537,,3216,0
42,3371.939,,3328,0
43,3340.0742,,3276,0
44,3165.513,,3173,0
45,3067.5925,,3007,0
46,2855.261,,2856,0
47,2672.2764,,2674,1
48,2487.82,,2455,1
49,2328.0986,,2325,1
50,2285.6714,,2280,1
51,2284.2622,,2265,1
52,2275.0564,,2253,1
53,2258.0947,,2276,0
54,2327.5269,,2330,0
55,2452.9429,,2493,0
56,2741.5364,,2700,0
57,2933.4626,,2832,0
58,2939.0186,,2835,0
59,2855.826,,2833,0
60,2843.196,,2820,0
61,2811.3647,,2738,0
62,2753.8757,,2694,0
63,2705.8723,,2684,0
64,2778.9836,,2755,0
65,2942.4722,,2920,0
66,3126.1506,,3132,1
67,3200.4077,,3114,1
68,3042.5483,,3020,0
69,2898.1597,,2860,0
70,2695.6086,,2690,0
71,2528.137,,2494,1
72,2301.8423,,2304,1
73,2187.4434,,2206,1
74,2191.3748,,2179,1
75,2190.4783,,2189,1
76,2205.3538,,2216,0
77,2228.946,,2320,0
78,2541.484,,2528,0
79,2815.9258,,2835,0
80,3259.62,,3168,1
81,3478.5605,,3418,1
82,3525.9019,,3480,1
83,3523.983,,3422,1
84,3311.5222,,3200,0
85,3396.1218,,3323,0
86,3421.4436,,3322,0
87,3380.1936,,3312,0
88,3413.0635,,3349,0
89,3444.337,,3346,0
90,3414.97,,3436,0
91,3399.5159,,3337,0
92,3202.7178,,3213,0
93,3089.5496,,3067,0
94,2974.051,,2982,0
95,2858.1138,,2797,0
96,2571.2021,,2551,1
97,2364.4062,,2427,1
98,2333.6995,,2392,1
99,2392.4014,,2380,1
100,2376.22,,2415,0
101,2451.6892,,2524,0
102,2726.2493,,2767,0
103,3091.1416,,3056,0
104,3416.605,,3400,1
105,3707.155,,3678,1
106,3785.029,,3747,1
107,3778.5764,,3727,1
108,3601.5144,,3532,0
109,3708.9915,,3670,0
110,3711.5889,,3640,0
