,0,1,2,3
86,2018/3/28,0,8,1
87,2018/3/29,0,8,1
88,2018/3/30,0,8,1
89,2018/3/31,0,8,1
90,2018/4/1,晴後薄曇,8,1
91,2018/4/2,晴後時々薄曇,8,1
92,2018/4/3,晴時々薄曇,8,1
93,2018/4/4,晴後一時薄曇,8,1
94,2018/4/5,0.5,8,1
95,2018/4/6,曇一時雨,8,1
96,2018/4/7,曇一時晴,8,1
97,2018/4/8,0,8,1
98,2018/4/9,晴一時薄曇,8,1
99,2018/4/10,0,8,1
100,2018/4/11,曇時々晴一時雨,8,1
101,2018/4/12,薄曇一時晴,8,1
102,2018/4/13,0,8,1
103,2018/4/14,曇後一時雨,8,1
104,2018/4/15,曇一時雨,8,1
105,2018/4/16,曇時々晴,8,1
106,2018/4/17,曇一時雨,8,1
107,2018/4/18,雨一時晴,8,1
108,2018/4/19,晴一時曇,8,1
109,2018/4/20,0,8,1
110,2018/4/21,0,8,1
111,2018/4/22,晴一時薄曇,8,1
112,2018/4/23,0.5,8,1
113,2018/4/24,曇後雨,8,1
114,2018/4/25,大雨後薄曇一時晴,8,1
115,2018/4/26,晴後薄曇,8,1
116,2018/4/27,0.5,8,1
117,2018/4/28,0,8,1
118,2018/4/29,0,8,1
119,2018/4/30,晴時々薄曇,8,1
120,2018/5/1,晴後薄曇,8,1
121,2018/5/2,曇後一時雨,8,1
122,2018/5/3,曇一時雨,8,1
123,2018/5/4,0,8,1
124,2018/5/5,0,8,1
125,2018/5/6,薄曇時々晴,8,1
126,2018/5/7,曇後雨,8,1
127,2018/5/8,曇後一時雨,8,1
128,2018/5/9,雨後曇,8,1
129,2018/5/10,曇時々雨後晴、雷を伴う,8,1
130,2018/5/11,晴時々薄曇,8,1
131,2018/5/12,薄曇時々晴,8,1
132,2018/5/13,曇後雨,8,1
133,2018/5/14,晴一時曇,8,1
134,2018/5/15,0,8,1
135,2018/5/16,薄曇時々晴,8,1
136,2018/5/17,0.5,8,1
137,2018/5/18,晴時々曇,8,1
138,2018/5/19,曇時々晴,8,1
139,2018/5/20,0,8,1
140,2018/5/21,薄曇,8,1
141,2018/5/22,0,8,1
142,2018/5/23,曇後雨,8,1
143,2018/5/24,晴時々曇,8,1
144,2018/5/25,薄曇一時晴,8,1
145,2018/5/26,薄曇,8,1
146,2018/5/27,晴一時薄曇,8,1
147,2018/5/28,0.5,8,1
148,2018/5/29,0.5,8,1
149,2018/5/30,曇後雨,8,1
150,2018/5/31,曇後時々雨,8,1
151,2018/6/1,0,8,1
152,2018/6/2,0,8,1
153,2018/6/3,0,8,1
154,2018/6/4,0,8,1
155,2018/6/5,曇一時晴,8,1
156,2018/6/6,1.0,8,1
157,2018/6/7,曇後晴,8,1
158,2018/6/8,曇時々晴,8,1
159,2018/6/9,薄曇一時晴,8,1
160,2018/6/10,雨一時曇,8,1
161,2018/6/11,1.0,8,1
162,2018/6/12,0.5,8,1
163,2018/6/13,曇一時晴,8,1
164,2018/6/14,0.5,8,1
165,2018/6/15,雨一時曇,8,1
166,2018/6/16,曇一時雨,8,1
167,2018/6/17,0.5,8,1
168,2018/6/18,曇時々雨,8,1
169,2018/6/19,曇時々晴,8,1
170,2018/6/20,1.0,8,1
171,2018/6/21,0.5,8,1
172,2018/6/22,薄曇一時晴,8,1
173,2018/6/23,曇後雨,8,1
174,2018/6/24,雨後薄曇一時晴,8,1
175,2018/6/25,0,8,1
176,2018/6/26,晴後薄曇,8,1
177,2018/6/27,曇後晴,8,1
178,2018/6/28,曇一時雨,8,1
179,2018/6/29,0,8,1
180,2018/6/30,晴後薄曇,8,1
181,2018/7/1,0,8,1
182,2018/7/2,0,8,1
183,2018/7/3,薄曇,8,1
184,2018/7/4,曇一時雨,8,1
185,2018/7/5,雨後一時曇,8,1
186,2018/7/6,雨後時々曇,8,1
187,2018/7/7,0.5,8,1
188,2018/7/8,薄曇,8,1
189,2018/7/9,晴時々曇一時雨,8,1
190,2018/7/10,晴時々薄曇,8,1
191,2018/7/11,薄曇,8,1
192,2018/7/12,曇一時雨後一時晴,8,1
193,2018/7/13,薄曇,8,1
194,2018/7/14,晴時々薄曇,8,1
195,2018/7/15,0,8,1
196,2018/7/16,薄曇,8,1
197,2018/7/17,薄曇後一時晴,8,1
198,2018/7/18,0,8,1
199,2018/7/19,晴後薄曇,8,1
200,2018/7/20,0,8,1
201,2018/7/21,晴後薄曇,8,1
202,2018/7/22,薄曇時々晴,8,1
203,2018/7/23,薄曇後一時晴,8,1
204,2018/7/24,晴一時曇,8,1
205,2018/7/25,0.5,8,1
206,2018/7/26,曇時々晴,8,1
207,2018/7/27,晴後曇,8,1
208,2018/7/28,大雨一時曇,8,1
209,2018/7/29,晴時々曇,8,1
210,2018/7/30,曇一時晴,8,1
211,2018/7/31,晴一時曇,8,1
212,2018/8/1,0,8,1
213,2018/8/2,晴後薄曇,8,1
214,2018/8/3,0,8,1
215,2018/8/4,晴一時薄曇,8,1
216,2018/8/5,0,8,1
217,2018/8/6,曇時々晴,8,1
218,2018/8/7,雨一時曇,8,1
219,2018/8/8,1.0,8,1
220,2018/8/9,曇一時晴,8,1
221,2018/8/10,晴一時薄曇,8,1
222,2018/8/11,曇時々晴一時雨、雷を伴う,8,1
223,2018/8/12,0.5,8,1
224,2018/8/13,晴一時雨、雷を伴う,8,1
225,2018/8/14,薄曇時々晴,8,1
226,2018/8/15,薄曇,8,1
227,2018/8/16,薄曇,8,1
228,2018/8/17,0,8,1
229,2018/8/18,薄曇一時晴,8,1
230,2018/8/19,薄曇一時晴,8,1
231,2018/8/20,曇一時雨,8,1
232,2018/8/21,曇後晴,8,1
233,2018/8/22,0,8,1
234,2018/8/23,晴後曇,8,1
235,2018/8/24,雨後曇,8,1
236,2018/8/25,0,8,1
237,2018/8/26,0,8,1
238,2018/8/27,晴後一時曇,8,1
239,2018/8/28,0.5,8,1
240,2018/8/29,0.5,8,1
241,2018/8/30,晴後薄曇,8,1
242,2018/8/31,薄曇時々晴一時雨、雷を伴う,8,1
243,2018/9/1,曇一時雨,8,1
244,2018/9/2,雨後曇,8,1
245,2018/9/3,雨後曇一時晴,8,1
246,2018/9/4,曇時々雨,8,1
247,2018/9/5,晴一時曇,8,1
248,2018/9/6,曇一時晴,8,1
249,2018/9/7,曇一時雨,8,1
250,2018/9/8,晴一時薄曇,8,1
251,2018/9/9,晴一時曇,8,1
252,2018/9/10,曇時々雨,8,1
253,2018/9/11,0.5,8,1
254,2018/9/12,0.5,8,1
255,2018/9/13,曇一時晴,8,1
256,2018/9/14,曇一時雨,8,1
257,2018/9/15,雨一時曇,8,1
258,2018/9/16,曇後晴,8,1
259,2018/9/17,曇一時晴後一時雨,8,1
260,2018/9/18,晴時々曇,8,1
261,2018/9/19,0,8,1
262,2018/9/20,雨時々曇,8,1
263,2018/9/21,1.0,8,1
264,2018/9/22,曇一時雨,8,1
265,2018/9/23,曇一時晴,8,1
266,2018/9/24,曇一時雨,8,1
267,2018/9/25,雨時々曇,8,1
268,2018/9/26,曇時々雨,8,1
269,2018/9/27,雨時々曇,8,1
270,2018/9/28,0,8,1
271,2018/9/29,雨一時曇,8,1
272,2018/9/30,雨時々曇,8,1
273,2018/10/1,晴一時薄曇,8,1
274,2018/10/2,0,8,1
275,2018/10/3,0.5,8,1
276,2018/10/4,曇時々雨,8,1
277,2018/10/5,1.0,8,1
278,2018/10/6,晴一時曇,8,1
279,2018/10/7,0,8,1
280,2018/10/8,曇後一時晴,8,1
281,2018/10/9,晴一時曇,8,1
282,2018/10/10,薄曇時々晴,8,1
283,2018/10/11,0.5,8,1
284,2018/10/12,曇一時雨,8,1
285,2018/10/13,0.5,8,1
286,2018/10/14,曇一時雨,8,1
287,2018/10/15,曇後一時雨,8,1
288,2018/10/16,薄曇,8,1
289,2018/10/17,曇時々晴,8,1
290,2018/10/18,晴時々曇,8,1
291,2018/10/19,曇時々雨,8,1
292,2018/10/20,晴一時曇後一時雨、雷を伴う,8,1
293,2018/10/21,0,8,1
294,2018/10/22,0,8,1
295,2018/10/23,曇時々雨,8,1
296,2018/10/24,曇後晴,8,1
297,2018/10/25,0,8,1
298,2018/10/26,曇時々晴,8,1
299,2018/10/27,曇一時雨後晴,8,1
300,2018/10/28,曇後晴,8,1
301,2018/10/29,0,8,1
302,2018/10/30,0,8,1
303,2018/10/31,薄曇時々晴,8,1
304,2018/11/1,0,8,1
305,2018/11/2,0,8,1
306,2018/11/3,晴後一時曇,8,1
307,2018/11/4,曇後雨,8,1
308,2018/11/5,曇時々晴一時雨,8,1
309,2018/11/6,曇後大雨,8,1
310,2018/11/7,晴一時曇,8,1
311,2018/11/8,晴後一時曇,8,1
312,2018/11/9,雨時々曇,8,1
313,2018/11/10,晴後一時曇,8,1
314,2018/11/11,0,8,1
315,2018/11/12,曇一時雨,8,1
316,2018/11/13,0.5,8,1
317,2018/11/14,0,8,1
318,2018/11/15,0,8,1
319,2018/11/16,晴後曇,8,1
320,2018/11/17,晴時々薄曇,8,1
321,2018/11/18,0.5,8,1
322,2018/11/19,曇後一時雨,8,1
323,2018/11/20,晴時々曇,8,1
324,2018/11/21,晴一時薄曇,8,1
325,2018/11/22,曇後一時晴,8,1
326,2018/11/23,0,8,1
327,2018/11/24,曇後一時晴,8,1
328,2018/11/25,晴後薄曇,8,1
329,2018/11/26,薄曇一時晴,8,1
330,2018/11/27,曇後晴,8,1
331,2018/11/28,晴後曇,8,1
332,2018/11/29,曇一時晴,8,1
333,2018/11/30,晴後一時曇,8,1
334,2018/12/1,晴一時薄曇,8,1
335,2018/12/2,0.5,8,1
336,2018/12/3,0.5,8,1
337,2018/12/4,曇後晴,8,1
338,2018/12/5,曇一時晴,8,1
339,2018/12/6,雨後曇,8,1
340,2018/12/7,0.5,8,1
341,2018/12/8,曇後晴,8,1
342,2018/12/9,薄曇後晴,8,1
343,2018/12/10,曇後晴,8,1
344,2018/12/11,曇一時雨,8,1
345,2018/12/12,雨後曇,8,1
346,2018/12/13,曇時々雨,8,1
347,2018/12/14,0,8,1
348,2018/12/15,0,8,1
349,2018/12/16,曇一時晴後一時雨,8,1
350,2018/12/17,雨一時曇後晴,8,1
351,2018/12/18,0,8,1
352,2018/12/19,0,8,1
353,2018/12/20,薄曇時々晴,8,1
354,2018/12/21,0,8,1
355,2018/12/22,晴一時曇後雨,8,1
356,2018/12/23,曇時々雨一時晴,8,1
357,2018/12/24,0,8,1
358,2018/12/25,薄曇時々晴,8,1
359,2018/12/26,薄曇後一時晴,8,1
360,2018/12/27,薄曇後晴,8,1
361,2018/12/28,0,8,1
362,2018/12/29,0,8,1
363,2018/12/30,0,8,1
364,2018/12/31,晴一時薄曇,8,1
