,DATE,TIME,RESULT,TEMP,RAIN,WEATER
0,2016/4/1,0:00,2555,14.5,0,0
1,2016/4/1,1:00,2433,13.3,0,0.5
2,2016/4/1,2:00,2393,13.8,0,0.5
3,2016/4/1,3:00,2375,13,0,0.5
4,2016/4/1,4:00,2390,12.2,0,0.5
5,2016/4/1,5:00,2467,11.2,0,0.5
6,2016/4/1,6:00,2631,10.8,0,0.5
7,2016/4/1,7:00,2775,12.1,0,0.5
8,2016/4/1,8:00,2965,13.8,0,0.5
9,2016/4/1,9:00,3159,15.3,0,0.5
10,2016/4/1,10:00,3211,16.7,0,0.5
11,2016/4/1,11:00,3265,16.9,0,0.5
12,2016/4/1,12:00,3160,17.2,0,0.5
13,2016/4/1,13:00,3288,17,0,0.5
14,2016/4/1,14:00,3361,15.7,0,0.5
15,2016/4/1,15:00,3362,14.3,0,0.5
16,2016/4/1,16:00,3406,13,0,0.5
17,2016/4/1,17:00,3438,12.2,0,0.5
18,2016/4/1,18:00,3501,11.4,0,0.5
19,2016/4/1,19:00,3381,11.1,0,0.5
20,2016/4/1,20:00,3242,10.9,0,0.5
21,2016/4/1,21:00,3084,9.5,0,0.5
22,2016/4/1,22:00,2973,8.5,1.5,0.5
23,2016/4/1,23:00,2811,8.2,1,0.5
24,2016/4/2,0:00,2613,8.4,0,0.5
25,2016/4/2,1:00,2492,8.2,1,0.5
26,2016/4/2,2:00,2431,8.1,0,0.5
27,2016/4/2,3:00,2403,8.4,0.5,0.5
28,2016/4/2,4:00,2390,8.8,0,0.5
29,2016/4/2,5:00,2432,8.8,0,0.5
30,2016/4/2,6:00,2543,8.9,0,0.5
31,2016/4/2,7:00,2734,9.2,0,0.5
32,2016/4/2,8:00,3019,9.7,0,0.5
33,2016/4/2,9:00,3225,9.8,0,0.5
34,2016/4/2,10:00,3258,10.1,0,0.5
35,2016/4/2,11:00,3239,10.4,0,0.5
36,2016/4/2,12:00,3167,10.8,0,0.5
37,2016/4/2,13:00,3112,11.5,0,0.5
38,2016/4/2,14:00,3049,12.1,0,0.5
39,2016/4/2,15:00,3043,12.7,0,0.5
40,2016/4/2,16:00,3098,12.7,0,0.5
41,2016/4/2,17:00,3216,12.6,0,0.5
42,2016/4/2,18:00,3328,12.2,0,0.5
43,2016/4/2,19:00,3276,11.9,0,0.5
44,2016/4/2,20:00,3173,11.5,0,0.5
45,2016/4/2,21:00,3007,11.3,0,0.5
46,2016/4/2,22:00,2856,11.1,0,0.5
47,2016/4/2,23:00,2674,10.9,0,0.5
48,2016/4/3,0:00,2455,10,0,0.5
49,2016/4/3,1:00,2325,10,0.5,0.75
50,2016/4/3,2:00,2280,10,0.5,0.75
51,2016/4/3,3:00,2265,9.8,0.5,0.75
52,2016/4/3,4:00,2253,9.9,0,0.75
53,2016/4/3,5:00,2276,9.7,0,0.75
54,2016/4/3,6:00,2330,9.8,0.5,0.75
55,2016/4/3,7:00,2493,9.7,0.5,0.75
56,2016/4/3,8:00,2700,10.2,0.5,0.75
57,2016/4/3,9:00,2832,10.6,0.5,0.75
58,2016/4/3,10:00,2835,11.3,0,0.75
59,2016/4/3,11:00,2833,12,0.5,0.75
60,2016/4/3,12:00,2820,12.8,0,0.75
61,2016/4/3,13:00,2738,13.5,0,0.75
62,2016/4/3,14:00,2694,14.8,0,0.75
63,2016/4/3,15:00,2684,15.9,0,0.75
64,2016/4/3,16:00,2755,16.6,0,0.75
65,2016/4/3,17:00,2920,16.5,0,0.75
66,2016/4/3,18:00,3132,16.2,0,0.75
67,2016/4/3,19:00,3114,16.1,0,0.75
68,2016/4/3,20:00,3020,16.1,0,0.75
69,2016/4/3,21:00,2860,16.2,0,0.75
70,2016/4/3,22:00,2690,15.8,0,0.75
71,2016/4/3,23:00,2494,16,0,0.75
72,2016/4/4,0:00,2304,16,0,0.75
73,2016/4/4,1:00,2206,15.8,0,0.75
74,2016/4/4,2:00,2179,14.8,0,0.75
75,2016/4/4,3:00,2189,14.4,0.5,0.75
76,2016/4/4,4:00,2216,14.9,0.5,0.75
77,2016/4/4,5:00,2320,15.4,1.5,0.75
78,2016/4/4,6:00,2528,15.7,0.5,0.75
79,2016/4/4,7:00,2835,16,2.5,0.75
80,2016/4/4,8:00,3168,17.3,0.5,0.75
81,2016/4/4,9:00,3418,18.4,0,0.75
82,2016/4/4,10:00,3480,18.5,1,0.75
83,2016/4/4,11:00,3422,16.2,1,0.75
84,2016/4/4,12:00,3200,17.2,0,0.75
85,2016/4/4,13:00,3323,20.6,0,0.75
86,2016/4/4,14:00,3322,21.2,0,0.75
87,2016/4/4,15:00,3312,21.1,0,0.75
88,2016/4/4,16:00,3349,20.5,0,0.75
89,2016/4/4,17:00,3346,18.8,0,0.75
90,2016/4/4,18:00,3436,13,0,0.75
91,2016/4/4,19:00,3337,11.3,0,0.75
92,2016/4/4,20:00,3213,10.9,0,0.75
93,2016/4/4,21:00,3067,10.9,0,0.75
94,2016/4/4,22:00,2982,10.5,0,0.75
95,2016/4/4,23:00,2797,10,0,0.75
96,2016/4/5,0:00,2551,9.8,0,0.75
97,2016/4/5,1:00,2427,9.9,0.5,0.5
98,2016/4/5,2:00,2392,9.8,0,0.5
99,2016/4/5,3:00,2380,9.7,0.5,0.5
100,2016/4/5,4:00,2415,9.6,0,0.5
101,2016/4/5,5:00,2524,9.7,0,0.5
102,2016/4/5,6:00,2767,9.6,0,0.5
103,2016/4/5,7:00,3056,9.6,0.5,0.5
104,2016/4/5,8:00,3400,9.6,0,0.5
105,2016/4/5,9:00,3678,9.7,0,0.5
106,2016/4/5,10:00,3747,10.5,0,0.5
107,2016/4/5,11:00,3727,11.6,0,0.5
108,2016/4/5,12:00,3532,11.7,0,0.5
109,2016/4/5,13:00,3670,12,0,0.5
110,2016/4/5,14:00,3640,12.3,0,0.5
111,2016/4/5,15:00,3589,12.3,0,0.5
112,2016/4/5,16:00,3579,12.1,0,0.5
113,2016/4/5,17:00,3579,12,0,0.5
114,2016/4/5,18:00,3664,11.6,0,0.5
115,2016/4/5,19:00,3559,11.1,0,0.5
116,2016/4/5,20:00,3414,11.1,0,0.5
117,2016/4/5,21:00,3234,12,0,0.5
118,2016/4/5,22:00,3135,10.9,0,0.5
119,2016/4/5,23:00,2913,10.8,0,0.5
120,2016/4/6,0:00,2634,10.1,0,0.5
121,2016/4/6,1:00,2496,9.7,0,0.5
122,2016/4/6,2:00,2451,8.6,0,0.5
123,2016/4/6,3:00,2440,8.1,0,0.5
124,2016/4/6,4:00,2478,7.9,0,0.5
125,2016/4/6,5:00,2593,7.7,0,0.5
126,2016/4/6,6:00,2787,8.4,0,0.5
127,2016/4/6,7:00,2955,10.7,0,0.5
128,2016/4/6,8:00,3143,13.2,0,0.5
129,2016/4/6,9:00,3301,15.9,0,0.5
130,2016/4/6,10:00,3304,17.1,0,0.5
131,2016/4/6,11:00,3276,18.9,0,0.5
132,2016/4/6,12:00,3106,19,0,0.5
133,2016/4/6,13:00,3216,18.1,0,0.5
134,2016/4/6,14:00,3282,19,0,0.5
135,2016/4/6,15:00,3258,19.3,0,0.5
136,2016/4/6,16:00,3270,18.3,0,0.5
137,2016/4/6,17:00,3262,17.3,0,0.5
138,2016/4/6,18:00,3392,16.6,0,0.5
139,2016/4/6,19:00,3319,16.2,0,0.5
140,2016/4/6,20:00,3206,16.1,0,0.5
141,2016/4/6,21:00,3055,16,0,0.5
142,2016/4/6,22:00,2948,15.6,0,0.5
143,2016/4/6,23:00,2746,15.8,0,0.5
144,2016/4/7,0:00,2512,15.7,0,0.5
145,2016/4/7,1:00,2387,15.4,0,1.0
146,2016/4/7,2:00,2349,15,0,1.0
147,2016/4/7,3:00,2344,14,0,1.0
148,2016/4/7,4:00,2367,14.3,0,1.0
149,2016/4/7,5:00,2462,14.5,0,1.0
150,2016/4/7,6:00,2695,13.8,0,1.0
151,2016/4/7,7:00,3010,12.2,1.5,1.0
152,2016/4/7,8:00,3362,12.1,2.5,1.0
153,2016/4/7,9:00,3656,12,4.5,1.0
154,2016/4/7,10:00,3764,12.1,7,1.0
155,2016/4/7,11:00,3788,12.3,6,1.0
156,2016/4/7,12:00,3629,12.3,4,1.0
157,2016/4/7,13:00,3740,12.4,3,1.0
158,2016/4/7,14:00,3717,12.7,3.5,1.0
159,2016/4/7,15:00,3656,13.3,1,1.0
160,2016/4/7,16:00,3654,14,0,1.0
161,2016/4/7,17:00,3605,15.3,0,1.0
162,2016/4/7,18:00,3637,17,0,1.0
163,2016/4/7,19:00,3498,19,0,1.0
164,2016/4/7,20:00,3334,14.2,0,1.0
165,2016/4/7,21:00,3161,13.5,0,1.0
166,2016/4/7,22:00,3008,13.3,0,1.0
167,2016/4/7,23:00,2790,13.3,0,1.0
168,2016/4/8,0:00,2557,13,0,1.0
169,2016/4/8,1:00,2440,12.1,0,0.5
170,2016/4/8,2:00,2403,11.8,0,0.5
171,2016/4/8,3:00,2389,12.5,0,0.5
172,2016/4/8,4:00,2418,12.6,0,0.5
173,2016/4/8,5:00,2488,12.4,0,0.5
174,2016/4/8,6:00,2652,12.7,0,0.5
175,2016/4/8,7:00,2828,15.3,0,0.5
176,2016/4/8,8:00,3070,17,0,0.5
177,2016/4/8,9:00,3270,18.3,0,0.5
178,2016/4/8,10:00,3340,19,0,0.5
179,2016/4/8,11:00,3301,21.4,0,0.5
180,2016/4/8,12:00,3153,21.1,0,0.5
181,2016/4/8,13:00,3319,21.3,0,0.5
182,2016/4/8,14:00,3308,20.3,0,0.5
183,2016/4/8,15:00,3274,17.8,0,0.5
184,2016/4/8,16:00,3274,16.5,0,0.5
185,2016/4/8,17:00,3255,16.2,0,0.5
186,2016/4/8,18:00,3337,15.8,0,0.5
187,2016/4/8,19:00,3240,15.6,0,0.5
188,2016/4/8,20:00,3118,15.7,0,0.5
189,2016/4/8,21:00,2982,15.6,0,0.5
190,2016/4/8,22:00,2883,15.7,0,0.5
191,2016/4/8,23:00,2709,15.3,0,0.5
192,2016/4/9,0:00,2484,14.6,0,0.5
193,2016/4/9,1:00,2369,13.6,0,0.5
194,2016/4/9,2:00,2336,14.1,0,0.5
195,2016/4/9,3:00,2328,13.4,0,0.5
196,2016/4/9,4:00,2327,12.8,0,0.5
197,2016/4/9,5:00,2334,11.3,0,0.5
198,2016/4/9,6:00,2361,11.5,0,0.5
199,2016/4/9,7:00,2473,14.5,0,0.5
200,2016/4/9,8:00,2637,16.2,0,0.5
201,2016/4/9,9:00,2765,18.5,0,0.5
202,2016/4/9,10:00,2805,19.7,0,0.5
203,2016/4/9,11:00,2822,20.8,0,0.5
204,2016/4/9,12:00,2777,21.9,0,0.5
205,2016/4/9,13:00,2850,22.8,0,0.5
206,2016/4/9,14:00,2838,20.9,0,0.5
207,2016/4/9,15:00,2814,20.8,0,0.5
208,2016/4/9,16:00,2815,20.2,0,0.5
209,2016/4/9,17:00,2876,19.1,0,0.5
210,2016/4/9,18:00,3053,18.4,0,0.5
211,2016/4/9,19:00,3019,17.9,0,0.5
212,2016/4/9,20:00,2927,17.2,0,0.5
213,2016/4/9,21:00,2764,17.2,0,0.5
214,2016/4/9,22:00,2666,16.6,0,0.5
215,2016/4/9,23:00,2516,16.2,0,0.5
216,2016/4/10,0:00,2347,15.9,0,0.5
217,2016/4/10,1:00,2248,15.2,0,0.5
218,2016/4/10,2:00,2230,14.7,0,0.5
219,2016/4/10,3:00,2233,13.7,0,0.5
220,2016/4/10,4:00,2231,12.8,0,0.5
221,2016/4/10,5:00,2217,12.4,0,0.5
222,2016/4/10,6:00,2215,13,0,0.5
223,2016/4/10,7:00,2299,14.9,0,0.5
224,2016/4/10,8:00,2408,17.6,0,0.5
225,2016/4/10,9:00,2541,18.7,0,0.5
226,2016/4/10,10:00,2601,20.1,0,0.5
227,2016/4/10,11:00,2608,22.1,0,0.5
228,2016/4/10,12:00,2661,22.4,0,0.5
229,2016/4/10,13:00,2644,22.5,0,0.5
230,2016/4/10,14:00,2625,22.4,0,0.5
231,2016/4/10,15:00,2629,22.5,0,0.5
232,2016/4/10,16:00,2672,21.2,0,0.5
233,2016/4/10,17:00,2806,20.1,0,0.5
234,2016/4/10,18:00,3005,19.2,0,0.5
235,2016/4/10,19:00,2983,18.4,0,0.5
236,2016/4/10,20:00,2889,16.8,0,0.5
237,2016/4/10,21:00,2750,14.7,0,0.5
238,2016/4/10,22:00,2592,12.6,0,0.5
239,2016/4/10,23:00,2426,12.5,0,0.5
240,2016/4/11,0:00,2238,12.5,0,0.5
241,2016/4/11,1:00,2150,11.6,0,0.5
242,2016/4/11,2:00,2149,11.5,0,0.5
243,2016/4/11,3:00,2171,11.4,0,0.5
244,2016/4/11,4:00,2215,11.4,0,0.5
245,2016/4/11,5:00,2324,11.1,0,0.5
246,2016/4/11,6:00,2546,10.9,0,0.5
247,2016/4/11,7:00,2823,11,0,0.5
248,2016/4/11,8:00,3116,11.3,0,0.5
249,2016/4/11,9:00,3339,12,0,0.5
250,2016/4/11,10:00,3367,13.8,0,0.5
251,2016/4/11,11:00,3333,14.1,0,0.5
252,2016/4/11,12:00,3193,15.5,0,0.5
253,2016/4/11,13:00,3313,16.8,0,0.5
254,2016/4/11,14:00,3332,16.2,0,0.5
255,2016/4/11,15:00,3338,15.4,0,0.5
256,2016/4/11,16:00,3401,13.8,0,0.5
257,2016/4/11,17:00,3474,11.7,0,0.5
258,2016/4/11,18:00,3634,10.2,0,0.5
259,2016/4/11,19:00,3556,9.5,0,0.5
260,2016/4/11,20:00,3438,8.5,0,0.5
261,2016/4/11,21:00,3304,8.2,0,0.5
262,2016/4/11,22:00,3221,8,0,0.5
263,2016/4/11,23:00,2999,7.6,0,0.5
264,2016/4/12,0:00,2702,7.7,0,0.5
265,2016/4/12,1:00,2566,7.5,0,0.0
266,2016/4/12,2:00,2526,7.2,0,0.0
267,2016/4/12,3:00,2526,6.5,0,0.0
268,2016/4/12,4:00,2566,6,0,0.0
269,2016/4/12,5:00,2687,5.6,0,0.0
270,2016/4/12,6:00,2949,5.5,0,0.0
271,2016/4/12,7:00,3095,6.4,0,0.0
272,2016/4/12,8:00,3286,8.4,0,0.0
273,2016/4/12,9:00,3447,9.8,0,0.0
274,2016/4/12,10:00,3472,10.4,0,0.0
275,2016/4/12,11:00,3447,11.5,0,0.0
276,2016/4/12,12:00,3257,12.1,0,0.0
277,2016/4/12,13:00,3380,12.6,0,0.0
278,2016/4/12,14:00,3381,14.1,0,0.0
279,2016/4/12,15:00,3364,13.5,0,0.0
280,2016/4/12,16:00,3412,13.2,0,0.0
281,2016/4/12,17:00,3461,13.2,0,0.0
282,2016/4/12,18:00,3617,12.1,0,0.0
283,2016/4/12,19:00,3543,12.3,0,0.0
284,2016/4/12,20:00,3403,12.4,0,0.0
285,2016/4/12,21:00,3241,12.7,0,0.0
286,2016/4/12,22:00,3106,12.6,0,0.0
287,2016/4/12,23:00,2860,13,0,0.0
288,2016/4/13,0:00,2606,13.1,0,0.0
289,2016/4/13,1:00,2471,13.3,0,1.0
290,2016/4/13,2:00,2440,13.2,0,1.0
291,2016/4/13,3:00,2439,11.6,0,1.0
292,2016/4/13,4:00,2456,11.3,0,1.0
293,2016/4/13,5:00,2559,10.8,0,1.0
294,2016/4/13,6:00,2808,11,0,1.0
295,2016/4/13,7:00,3062,11.4,0,1.0
296,2016/4/13,8:00,3340,11.6,0,1.0
297,2016/4/13,9:00,3577,11.7,0,1.0
298,2016/4/13,10:00,3588,12.7,0,1.0
299,2016/4/13,11:00,3552,14.2,0,1.0
300,2016/4/13,12:00,3350,14.8,0,1.0
301,2016/4/13,13:00,3474,17,0,1.0
302,2016/4/13,14:00,3385,18,0,1.0
303,2016/4/13,15:00,3347,19,0,1.0
304,2016/4/13,16:00,3398,18,0,1.0
305,2016/4/13,17:00,3443,17.1,0,1.0
306,2016/4/13,18:00,3518,16,0,1.0
307,2016/4/13,19:00,3401,16,0,1.0
308,2016/4/13,20:00,3256,16.2,0,1.0
309,2016/4/13,21:00,3121,15.7,0,1.0
310,2016/4/13,22:00,3026,15.2,0.5,1.0
311,2016/4/13,23:00,2809,15,0.5,1.0
312,2016/4/14,0:00,2574,15.1,0.5,1.0
313,2016/4/14,1:00,2449,14.9,3.5,0.75
314,2016/4/14,2:00,2429,14.8,2.5,0.75
315,2016/4/14,3:00,2435,14.4,4.5,0.75
316,2016/4/14,4:00,2452,13.8,5,0.75
317,2016/4/14,5:00,2538,13.8,2.5,0.75
318,2016/4/14,6:00,2732,13.2,1.5,0.75
319,2016/4/14,7:00,2978,13.3,0,0.75
320,2016/4/14,8:00,3278,13.9,0,0.75
321,2016/4/14,9:00,3494,14.1,0.5,0.75
322,2016/4/14,10:00,3554,14.3,0,0.75
323,2016/4/14,11:00,3542,14.5,0,0.75
324,2016/4/14,12:00,3357,15.2,0,0.75
325,2016/4/14,13:00,3474,15.4,0,0.75
326,2016/4/14,14:00,3429,16.3,0,0.75
327,2016/4/14,15:00,3350,16.9,0,0.75
328,2016/4/14,16:00,3379,17.1,0,0.75
329,2016/4/14,17:00,3376,17.3,0,0.75
330,2016/4/14,18:00,3463,16.5,0,0.75
331,2016/4/14,19:00,3373,15.6,0,0.75
332,2016/4/14,20:00,3218,14.9,0,0.75
333,2016/4/14,21:00,3064,14.9,0,0.75
334,2016/4/14,22:00,2950,14.4,0,0.75
335,2016/4/14,23:00,2760,14.7,0,0.75
336,2016/4/15,0:00,2562,14.6,0,0.75
337,2016/4/15,1:00,2437,14.4,0,0.0
338,2016/4/15,2:00,2403,16.5,0,0.0
339,2016/4/15,3:00,2417,16.6,0,0.0
340,2016/4/15,4:00,2446,15.6,0,0.0
341,2016/4/15,5:00,2515,15.1,0,0.0
342,2016/4/15,6:00,2691,14.9,0,0.0
343,2016/4/15,7:00,2863,16.1,0,0.0
344,2016/4/15,8:00,3053,17.9,0,0.0
345,2016/4/15,9:00,3248,18.2,0,0.0
346,2016/4/15,10:00,3274,19.1,0,0.0
347,2016/4/15,11:00,3268,19,0,0.0
348,2016/4/15,12:00,3079,20.4,0,0.0
349,2016/4/15,13:00,3222,19.8,0,0.0
350,2016/4/15,14:00,3224,19.9,0,0.0
351,2016/4/15,15:00,3230,19.1,0,0.0
352,2016/4/15,16:00,3278,18.2,0,0.0
353,2016/4/15,17:00,3262,17,0,0.0
354,2016/4/15,18:00,3367,15.6,0,0.0
355,2016/4/15,19:00,3304,14.7,0,0.0
356,2016/4/15,20:00,3172,13.8,0,0.0
357,2016/4/15,21:00,3051,13.5,0,0.0
358,2016/4/15,22:00,2956,12.2,0,0.0
359,2016/4/15,23:00,2750,12.4,0,0.0
360,2016/4/16,0:00,2524,11.7,0,0.0
361,2016/4/16,1:00,2414,11.7,0,0.5
362,2016/4/16,2:00,2377,11.8,0,0.5
363,2016/4/16,3:00,2368,10.8,0,0.5
364,2016/4/16,4:00,2371,11,0,0.5
365,2016/4/16,5:00,2377,12.1,0,0.5
366,2016/4/16,6:00,2450,12.1,0,0.5
367,2016/4/16,7:00,2567,12.3,0,0.5
368,2016/4/16,8:00,2755,13.4,0,0.5
369,2016/4/16,9:00,2867,14.5,0,0.5
370,2016/4/16,10:00,2911,15.5,0,0.5
371,2016/4/16,11:00,2896,17.6,0,0.5
372,2016/4/16,12:00,2830,18.2,0,0.5
373,2016/4/16,13:00,2856,19.8,0,0.5
374,2016/4/16,14:00,2840,19.8,0,0.5
375,2016/4/16,15:00,2818,19.9,0,0.5
376,2016/4/16,16:00,2845,19.7,0,0.5
377,2016/4/16,17:00,2897,19,0,0.5
378,2016/4/16,18:00,3081,17.7,0,0.5
379,2016/4/16,19:00,3068,17.2,0,0.5
380,2016/4/16,20:00,2971,16.9,0,0.5
381,2016/4/16,21:00,2813,16.7,0,0.5
382,2016/4/16,22:00,2696,17.3,0,0.5
383,2016/4/16,23:00,2537,17.4,0,0.5
384,2016/4/17,0:00,2341,17.4,0,0.5
385,2016/4/17,1:00,2241,17.1,0,0.5
386,2016/4/17,2:00,2219,17.5,0,0.5
387,2016/4/17,3:00,2202,17.6,0,0.5
388,2016/4/17,4:00,2189,17.4,0,0.5
389,2016/4/17,5:00,2180,17.7,0,0.5
390,2016/4/17,6:00,2207,17.7,0,0.5
391,2016/4/17,7:00,2325,17.9,0,0.5
392,2016/4/17,8:00,2526,18.4,0,0.5
393,2016/4/17,9:00,2688,18.5,0,0.5
394,2016/4/17,10:00,2742,18.9,0,0.5
395,2016/4/17,11:00,2777,18,0,0.5
396,2016/4/17,12:00,2781,17.8,0,0.5
397,2016/4/17,13:00,2766,17.7,4,0.5
398,2016/4/17,14:00,2701,19.2,2,0.5
399,2016/4/17,15:00,2728,22.3,0,0.5
400,2016/4/17,16:00,2776,22.9,0,0.5
401,2016/4/17,17:00,2875,22.6,0,0.5
402,2016/4/17,18:00,3075,21.9,0,0.5
403,2016/4/17,19:00,3077,21.1,0,0.5
404,2016/4/17,20:00,2959,20.7,0,0.5
405,2016/4/17,21:00,2794,20.4,0,0.5
406,2016/4/17,22:00,2622,19.5,0,0.5
407,2016/4/17,23:00,2452,19.5,0,0.5
408,2016/4/18,0:00,2280,18.7,0,0.5
409,2016/4/18,1:00,2185,18,0,0.0
410,2016/4/18,2:00,2177,18,0,0.0
411,2016/4/18,3:00,2198,17.4,0,0.0
412,2016/4/18,4:00,2237,16.9,0,0.0
413,2016/4/18,5:00,2302,16.6,0,0.0
414,2016/4/18,6:00,2491,17,0,0.0
415,2016/4/18,7:00,2676,16.6,0,0.0
416,2016/4/18,8:00,2942,18.8,0,0.0
417,2016/4/18,9:00,3164,21.4,0,0.0
418,2016/4/18,10:00,3246,23.1,0,0.0
419,2016/4/18,11:00,3288,24.7,0,0.0
420,2016/4/18,12:00,3144,25.7,0,0.0
421,2016/4/18,13:00,3357,24.5,0,0.0
422,2016/4/18,14:00,3346,22.7,0,0.0
423,2016/4/18,15:00,3303,20.9,0,0.0
424,2016/4/18,16:00,3341,21.2,0,0.0
425,2016/4/18,17:00,3358,20.9,0,0.0
426,2016/4/18,18:00,3413,19.3,0,0.0
427,2016/4/18,19:00,3274,16.5,0,0.0
428,2016/4/18,20:00,3104,15.2,0,0.0
429,2016/4/18,21:00,2951,14.3,0.5,0.0
430,2016/4/18,22:00,2884,14.5,0,0.0
431,2016/4/18,23:00,2685,14.5,0,0.0
432,2016/4/19,0:00,2443,14.3,0,0.0
433,2016/4/19,1:00,2330,15,0,0.0
434,2016/4/19,2:00,2311,14.5,0,0.0
435,2016/4/19,3:00,2323,14.2,0,0.0
436,2016/4/19,4:00,2360,13.2,0,0.0
437,2016/4/19,5:00,2421,13.9,0,0.0
438,2016/4/19,6:00,2597,13.8,0,0.0
439,2016/4/19,7:00,2777,15.4,0,0.0
440,2016/4/19,8:00,3003,16.4,0,0.0
441,2016/4/19,9:00,3192,17.8,0,0.0
442,2016/4/19,10:00,3248,18.3,0,0.0
443,2016/4/19,11:00,3273,19.3,0,0.0
444,2016/4/19,12:00,3110,19.8,0,0.0
445,2016/4/19,13:00,3270,19.3,0,0.0
446,2016/4/19,14:00,3266,21.8,0,0.0
447,2016/4/19,15:00,3229,20.3,0,0.0
448,2016/4/19,16:00,3287,19.7,0,0.0
449,2016/4/19,17:00,3279,18.7,0,0.0
450,2016/4/19,18:00,3351,17.8,0,0.0
451,2016/4/19,19:00,3235,15.1,0,0.0
452,2016/4/19,20:00,3083,13.3,0,0.0
453,2016/4/19,21:00,2955,13,0,0.0
454,2016/4/19,22:00,2865,13.2,0,0.0
455,2016/4/19,23:00,2678,12.8,0,0.0
456,2016/4/20,0:00,2469,12.1,0,0.0
457,2016/4/20,1:00,2349,11.5,0,0.25
458,2016/4/20,2:00,2329,11.8,0,0.25
459,2016/4/20,3:00,2350,11.7,0,0.25
460,2016/4/20,4:00,2397,11.4,0,0.25
461,2016/4/20,5:00,2464,10.3,0,0.25
462,2016/4/20,6:00,2646,10.8,0,0.25
463,2016/4/20,7:00,2811,11.9,0,0.25
464,2016/4/20,8:00,3021,13.2,0,0.25
465,2016/4/20,9:00,3215,15.9,0,0.25
466,2016/4/20,10:00,3258,16.7,0,0.25
467,2016/4/20,11:00,3265,16.6,0,0.25
468,2016/4/20,12:00,3104,17.7,0,0.25
469,2016/4/20,13:00,3245,17.6,0,0.25
470,2016/4/20,14:00,3270,17.5,0,0.25
471,2016/4/20,15:00,3247,18.1,0,0.25
472,2016/4/20,16:00,3267,17.3,0,0.25
473,2016/4/20,17:00,3236,16.7,0,0.25
474,2016/4/20,18:00,3349,16.2,0,0.25
475,2016/4/20,19:00,3293,15.7,0,0.25
476,2016/4/20,20:00,3140,15.7,0,0.25
477,2016/4/20,21:00,3005,15.9,0,0.25
478,2016/4/20,22:00,2918,15.9,0,0.25
479,2016/4/20,23:00,2726,16.2,0,0.25
480,2016/4/21,0:00,2517,15.7,0,0.25
481,2016/4/21,1:00,2394,15.7,0,0.5
482,2016/4/21,2:00,2380,15.5,0,0.5
483,2016/4/21,3:00,2398,14.6,0,0.5
484,2016/4/21,4:00,2435,13.7,0,0.5
485,2016/4/21,5:00,2499,13.4,0,0.5
486,2016/4/21,6:00,2682,14,0,0.5
487,2016/4/21,7:00,2894,16.5,0,0.5
488,2016/4/21,8:00,3135,17.5,0,0.5
489,2016/4/21,9:00,3264,19,0,0.5
490,2016/4/21,10:00,3352,19.4,0,0.5
491,2016/4/21,11:00,3386,19.5,0,0.5
492,2016/4/21,12:00,3224,19.4,0,0.5
493,2016/4/21,13:00,3413,19.5,0,0.5
494,2016/4/21,14:00,3435,19.2,0,0.5
495,2016/4/21,15:00,3413,18.1,0,0.5
496,2016/4/21,16:00,3428,18.3,0,0.5
497,2016/4/21,17:00,3441,17.7,0,0.5
498,2016/4/21,18:00,3484,16.6,1,0.5
499,2016/4/21,19:00,3357,16,1,0.5
500,2016/4/21,20:00,3193,14.3,0,0.5
501,2016/4/21,21:00,3051,14.2,0.5,0.5
502,2016/4/21,22:00,2946,14,0.5,0.5
503,2016/4/21,23:00,2746,14,1.5,0.5
504,2016/4/22,0:00,2528,14.7,1.5,0.5
505,2016/4/22,1:00,2400,14.3,0,0.25
506,2016/4/22,2:00,2389,13.8,0,0.25
507,2016/4/22,3:00,2407,13.4,0,0.25
508,2016/4/22,4:00,2434,13.5,0,0.25
509,2016/4/22,5:00,2494,13.4,0,0.25
510,2016/4/22,6:00,2662,13.5,0,0.25
511,2016/4/22,7:00,2853,15.2,0,0.25
512,2016/4/22,8:00,3083,17.8,0,0.25
513,2016/4/22,9:00,3309,19.6,0,0.25
514,2016/4/22,10:00,3377,20.2,0,0.25
515,2016/4/22,11:00,3363,22.1,0,0.25
516,2016/4/22,12:00,3189,23,0,0.25
517,2016/4/22,13:00,3398,21.8,0,0.25
518,2016/4/22,14:00,3434,21.7,0,0.25
519,2016/4/22,15:00,3386,21.1,0,0.25
520,2016/4/22,16:00,3361,20,0,0.25
521,2016/4/22,17:00,3310,19.1,0,0.25
522,2016/4/22,18:00,3371,17.2,0,0.25
523,2016/4/22,19:00,3257,16.6,0,0.25
524,2016/4/22,20:00,3105,15.8,0,0.25
525,2016/4/22,21:00,2964,15.8,0,0.25
526,2016/4/22,22:00,2875,15.4,0,0.25
527,2016/4/22,23:00,2701,15.2,0,0.25
528,2016/4/23,0:00,2504,14.8,0,0.25
529,2016/4/23,1:00,2378,14.4,0,0.5
530,2016/4/23,2:00,2344,14.3,0,0.5
531,2016/4/23,3:00,2340,14.2,0,0.5
532,2016/4/23,4:00,2337,14.3,0,0.5
533,2016/4/23,5:00,2348,14.1,0,0.5
534,2016/4/23,6:00,2392,14.2,0,0.5
535,2016/4/23,7:00,2523,14.8,0,0.5
536,2016/4/23,8:00,2716,15.5,0,0.5
537,2016/4/23,9:00,2912,16.5,0,0.5
538,2016/4/23,10:00,2975,18.1,0,0.5
