,DATE,TIME,RESULT,TEMP,RAIN,WEATER
3460,2016/8/23,4:00,2524,25.9,0,0.5
3461,2016/8/23,5:00,2562,25.4,0,0.5
3462,2016/8/23,6:00,2745,24.3,0,0.5
3463,2016/8/23,7:00,3127,25,0,0.5
3464,2016/8/23,8:00,3697,26.8,0,0.5
3465,2016/8/23,9:00,4158,27.2,0,0.5
3466,2016/8/23,10:00,4391,28.4,0,0.5
3467,2016/8/23,11:00,4491,28.7,0,0.5
3468,2016/8/23,12:00,4362,27.1,0,0.5
3469,2016/8/23,13:00,4595,28.8,0.5,0.5
3470,2016/8/23,14:00,4568,29.2,0,0.5
3471,2016/8/23,15:00,4498,28.7,0,0.5
3472,2016/8/23,16:00,4458,28.6,0,0.5
3473,2016/8/23,17:00,4316,28.1,0,0.5
3474,2016/8/23,18:00,4301,27.6,0,0.5
3475,2016/8/23,19:00,4140,27.3,0,0.5
3476,2016/8/23,20:00,3853,27.2,0,0.5
3477,2016/8/23,21:00,3570,25.8,0,0.5
3478,2016/8/23,22:00,3401,25,0,0.5
3479,2016/8/23,23:00,3160,25.2,0,0.5
3480,2016/8/24,0:00,2860,24.7,0,0.5
3481,2016/8/24,1:00,2648,24.1,0,0.5
3482,2016/8/24,2:00,2552,23.6,0,0.5
3483,2016/8/24,3:00,2519,23.9,0,0.5
3484,2016/8/24,4:00,2531,24,0,0.5
3485,2016/8/24,5:00,2571,24.2,0,0.5
3486,2016/8/24,6:00,2754,24.3,0,0.5
3487,2016/8/24,7:00,3108,25.1,0,0.5
3488,2016/8/24,8:00,3645,25.8,0,0.5
3489,2016/8/24,9:00,4108,27.2,0,0.5
3490,2016/8/24,10:00,4303,27.6,0,0.5
3491,2016/8/24,11:00,4445,27.9,0,0.5
3492,2016/8/24,12:00,4326,29.9,0,0.5
3493,2016/8/24,13:00,4439,29.5,0,0.5
3494,2016/8/24,14:00,4427,27.5,0,0.5
3495,2016/8/24,15:00,4335,27.8,0,0.5
3496,2016/8/24,16:00,4383,27.9,0,0.5
3497,2016/8/24,17:00,4284,27.9,0,0.5
3498,2016/8/24,18:00,4296,27.7,0,0.5
3499,2016/8/24,19:00,4167,27.1,0,0.5
3500,2016/8/24,20:00,3921,26.4,0,0.5
3501,2016/8/24,21:00,3643,26.6,0,0.5
3502,2016/8/24,22:00,3493,26.7,0,0.5
3503,2016/8/24,23:00,3257,26.3,0,0.5
3504,2016/8/25,0:00,2928,26.1,0,0.5
3505,2016/8/25,1:00,2701,25.7,0,0.0
3506,2016/8/25,2:00,2585,24.8,0,0.0
3507,2016/8/25,3:00,2545,24.3,0,0.0
3508,2016/8/25,4:00,2557,24,0,0.0
3509,2016/8/25,5:00,2598,23.6,0,0.0
3510,2016/8/25,6:00,2821,24.1,0,0.0
3511,2016/8/25,7:00,3283,26.8,0,0.0
3512,2016/8/25,8:00,3917,28.5,0,0.0
3513,2016/8/25,9:00,4419,29.1,0,0.0
3514,2016/8/25,10:00,4628,30.5,0,0.0
3515,2016/8/25,11:00,4728,30.9,0,0.0
3516,2016/8/25,12:00,4604,31.7,0,0.0
3517,2016/8/25,13:00,4742,32.2,0,0.0
3518,2016/8/25,14:00,4809,31.8,0,0.0
3519,2016/8/25,15:00,4770,31.6,0,0.0
3520,2016/8/25,16:00,4733,30.6,0,0.0
3521,2016/8/25,17:00,4553,29.4,0,0.0
3522,2016/8/25,18:00,4519,28.8,0,0.0
3523,2016/8/25,19:00,4370,28.2,0,0.0
3524,2016/8/25,20:00,4083,27.9,0,0.0
3525,2016/8/25,21:00,3776,27.1,0,0.0
3526,2016/8/25,22:00,3600,26.5,0,0.0
3527,2016/8/25,23:00,3348,26.7,0,0.0
3528,2016/8/26,0:00,2981,26.5,0,0.0
3529,2016/8/26,1:00,2750,25.8,0,0.0
3530,2016/8/26,2:00,2635,25.2,0,0.0
3531,2016/8/26,3:00,2597,24.9,0,0.0
3532,2016/8/26,4:00,2572,24.4,0,0.0
3533,2016/8/26,5:00,2602,24,0,0.0
3534,2016/8/26,6:00,2802,25.1,0,0.0
3535,2016/8/26,7:00,3218,27.1,0,0.0
3536,2016/8/26,8:00,3919,28.1,0,0.0
3537,2016/8/26,9:00,4397,29.3,0,0.0
3538,2016/8/26,10:00,4651,29.2,0,0.0
3539,2016/8/26,11:00,4767,31,0,0.0
3540,2016/8/26,12:00,4680,31.4,0,0.0
3541,2016/8/26,13:00,4820,31.9,0,0.0
3542,2016/8/26,14:00,4857,32.6,0,0.0
3543,2016/8/26,15:00,4836,31.9,0,0.0
3544,2016/8/26,16:00,4802,31.2,0,0.0
3545,2016/8/26,17:00,4566,30,0,0.0
3546,2016/8/26,18:00,4497,29.2,0,0.0
3547,2016/8/26,19:00,4360,28.4,0,0.0
3548,2016/8/26,20:00,4120,27.9,0,0.0
3549,2016/8/26,21:00,3870,27.9,0,0.0
3550,2016/8/26,22:00,3635,27.7,0,0.0
3551,2016/8/26,23:00,3389,27.2,0,0.0
3552,2016/8/27,0:00,3086,27,0,0.0
3553,2016/8/27,1:00,2848,26.6,0,1.0
3554,2016/8/27,2:00,2719,25.9,0,1.0
3555,2016/8/27,3:00,2663,25.8,0,1.0
3556,2016/8/27,4:00,2635,25.3,0,1.0
3557,2016/8/27,5:00,2605,25.8,0,1.0
3558,2016/8/27,6:00,2670,26.7,0,1.0
3559,2016/8/27,7:00,2868,26.7,0,1.0
3560,2016/8/27,8:00,3232,25.7,0,1.0
3561,2016/8/27,9:00,3510,25.3,0,1.0
3562,2016/8/27,10:00,3606,25.6,0,1.0
3563,2016/8/27,11:00,3580,25.3,0,1.0
3564,2016/8/27,12:00,3489,24.8,0,1.0
3565,2016/8/27,13:00,3472,24.6,0,1.0
3566,2016/8/27,14:00,3400,24.4,0,1.0
3567,2016/8/27,15:00,3322,23.2,1.5,1.0
3568,2016/8/27,16:00,3303,22.8,0.5,1.0
3569,2016/8/27,17:00,3321,22.7,0,1.0
3570,2016/8/27,18:00,3372,22.4,0,1.0
3571,2016/8/27,19:00,3281,22.3,0,1.0
3572,2016/8/27,20:00,3138,22.2,0,1.0
3573,2016/8/27,21:00,2957,22.2,0,1.0
3574,2016/8/27,22:00,2830,22.2,0,1.0
3575,2016/8/27,23:00,2689,21.9,0,1.0
3576,2016/8/28,0:00,2502,21.6,0,1.0
3577,2016/8/28,1:00,2354,21.7,0,0.5
3578,2016/8/28,2:00,2282,21.6,0,0.5
3579,2016/8/28,3:00,2274,21.5,0,0.5
3580,2016/8/28,4:00,2283,21.4,0,0.5
3581,2016/8/28,5:00,2283,21.4,0,0.5
3582,2016/8/28,6:00,2300,21.5,0,0.5
3583,2016/8/28,7:00,2414,21.7,0,0.5
3584,2016/8/28,8:00,2586,21.7,0,0.5
3585,2016/8/28,9:00,2788,22,0,0.5
3586,2016/8/28,10:00,2948,22.5,0,0.5
3587,2016/8/28,11:00,2953,23.2,0,0.5
3588,2016/8/28,12:00,2936,23.1,0,0.5
3589,2016/8/28,13:00,2941,23.4,0,0.5
3590,2016/8/28,14:00,2931,23.9,0,0.5
3591,2016/8/28,15:00,2941,24.1,0,0.5
3592,2016/8/28,16:00,2959,23.7,0,0.5
3593,2016/8/28,17:00,3079,24.4,0,0.5
3594,2016/8/28,18:00,3232,24,0,0.5
3595,2016/8/28,19:00,3184,23.7,0,0.5
3596,2016/8/28,20:00,3082,22.3,1,0.5
3597,2016/8/28,21:00,2928,22.1,0,0.5
3598,2016/8/28,22:00,2784,22.1,0.5,0.5
3599,2016/8/28,23:00,2633,22.1,0,0.5
3600,2016/8/29,0:00,2436,22.2,0.5,0.5
3601,2016/8/29,1:00,2302,22.4,0,0.5
3602,2016/8/29,2:00,2248,22.5,1,0.5
3603,2016/8/29,3:00,2247,22.8,0,0.5
3604,2016/8/29,4:00,2293,22.2,0,0.5
3605,2016/8/29,5:00,2350,22.2,1,0.5
3606,2016/8/29,6:00,2521,22.4,2.5,0.5
3607,2016/8/29,7:00,2859,23.7,1.5,0.5
3608,2016/8/29,8:00,3434,24.6,2.5,0.5
3609,2016/8/29,9:00,3847,24.7,1,0.5
3610,2016/8/29,10:00,3981,25.8,0,0.5
3611,2016/8/29,11:00,4140,27.1,0,0.5
3612,2016/8/29,12:00,3993,26.5,3.5,0.5
3613,2016/8/29,13:00,4117,27.3,0,0.5
3614,2016/8/29,14:00,4246,28.5,0,0.5
3615,2016/8/29,15:00,4242,29,0,0.5
3616,2016/8/29,16:00,4277,29.6,0,0.5
3617,2016/8/29,17:00,4164,28.2,0,0.5
3618,2016/8/29,18:00,4173,28.1,0,0.5
3619,2016/8/29,19:00,4009,26.2,0.5,0.5
3620,2016/8/29,20:00,3788,26.1,0,0.5
3621,2016/8/29,21:00,3553,25.9,1,0.5
3622,2016/8/29,22:00,3359,25.9,0.5,0.5
3623,2016/8/29,23:00,3134,25.9,0,0.5
3624,2016/8/30,0:00,2862,25.6,1,0.5
3625,2016/8/30,1:00,2655,25,9.5,0.5
3626,2016/8/30,2:00,2559,25.1,9,0.5
3627,2016/8/30,3:00,2539,25.6,0,0.5
3628,2016/8/30,4:00,2558,25.6,1.5,0.5
3629,2016/8/30,5:00,2612,24.9,9,0.5
3630,2016/8/30,6:00,2777,24.7,5.5,0.5
3631,2016/8/30,7:00,3064,24.7,1.5,0.5
3632,2016/8/30,8:00,3585,24.6,1,0.5
3633,2016/8/30,9:00,3989,24.7,3.5,0.5
3634,2016/8/30,10:00,4073,24.8,0,0.5
3635,2016/8/30,11:00,4161,26,0,0.5
3636,2016/8/30,12:00,4023,27.2,0,0.5
3637,2016/8/30,13:00,4031,27.2,0,0.5
3638,2016/8/30,14:00,4080,27,0,0.5
3639,2016/8/30,15:00,4028,27.8,0,0.5
3640,2016/8/30,16:00,4010,25.8,0,0.5
3641,2016/8/30,17:00,3883,25.5,0,0.5
3642,2016/8/30,18:00,3864,23.6,0,0.5
3643,2016/8/30,19:00,3704,23.9,0,0.5
3644,2016/8/30,20:00,3477,23,0,0.5
3645,2016/8/30,21:00,3251,23.7,0,0.5
3646,2016/8/30,22:00,3054,24.4,0,0.5
3647,2016/8/30,23:00,2850,24.3,0,0.5
3648,2016/8/31,0:00,2608,23.7,0,0.5
3649,2016/8/31,1:00,2435,23.5,0,0.0
3650,2016/8/31,2:00,2362,23,0,0.0
3651,2016/8/31,3:00,2354,23.2,0,0.0
3652,2016/8/31,4:00,2384,23.6,0,0.0
3653,2016/8/31,5:00,2410,23.1,0,0.0
3654,2016/8/31,6:00,2559,23.6,0,0.0
3655,2016/8/31,7:00,2882,25.4,0,0.0
3656,2016/8/31,8:00,3437,27.2,0,0.0
3657,2016/8/31,9:00,3881,28.5,0,0.0
3658,2016/8/31,10:00,4063,29.8,0,0.0
3659,2016/8/31,11:00,4154,30.2,0,0.0
3660,2016/8/31,12:00,4076,29.4,0,0.0
3661,2016/8/31,13:00,4240,30,0,0.0
3662,2016/8/31,14:00,4293,30.7,0,0.0
3663,2016/8/31,15:00,4269,30.6,0,0.0
3664,2016/8/31,16:00,4243,29.4,0,0.0
3665,2016/8/31,17:00,4038,28.5,0,0.0
3666,2016/8/31,18:00,4009,27,0,0.0
3667,2016/8/31,19:00,3857,26.8,0,0.0
3668,2016/8/31,20:00,3621,26.5,0,0.0
3669,2016/8/31,21:00,3392,25.9,0,0.0
3670,2016/8/31,22:00,3205,26.1,0,0.0
3671,2016/8/31,23:00,2973,26,0,0.0
3672,2016/9/1,0:00,2710,24.7,0,0.0
3673,2016/9/1,1:00,2520,25,0,0.0
3674,2016/9/1,2:00,2422,24.3,0,0.0
3675,2016/9/1,3:00,2398,24.6,0,0.0
3676,2016/9/1,4:00,2411,24,0,0.0
3677,2016/9/1,5:00,2429,22.7,0,0.0
3678,2016/9/1,6:00,2607,22.3,0,0.0
3679,2016/9/1,7:00,2944,25.5,0,0.0
3680,2016/9/1,8:00,3490,26.3,0,0.0
3681,2016/9/1,9:00,3948,28.5,0,0.0
3682,2016/9/1,10:00,4170,29.5,0,0.0
3683,2016/9/1,11:00,4345,30.9,0,0.0
3684,2016/9/1,12:00,4272,31.2,0,0.0
3685,2016/9/1,13:00,4428,32.1,0,0.0
3686,2016/9/1,14:00,4468,30.4,0,0.0
3687,2016/9/1,15:00,4427,30.2,0,0.0
3688,2016/9/1,16:00,4380,29.1,0,0.0
3689,2016/9/1,17:00,4235,29.1,0,0.0
3690,2016/9/1,18:00,4241,27.7,0,0.0
3691,2016/9/1,19:00,4076,27.1,0,0.0
3692,2016/9/1,20:00,3821,26.5,0,0.0
3693,2016/9/1,21:00,3551,25.6,0,0.0
3694,2016/9/1,22:00,3386,25.8,0,0.0
3695,2016/9/1,23:00,3133,25.4,0,0.0
3696,2016/9/2,0:00,2844,24.9,0,0.0
3697,2016/9/2,1:00,2620,25.4,0,0.0
3698,2016/9/2,2:00,2505,25,0,0.0
3699,2016/9/2,3:00,2475,24.8,0,0.0
3700,2016/9/2,4:00,2488,24.4,0,0.0
3701,2016/9/2,5:00,2506,23.7,0,0.0
3702,2016/9/2,6:00,2689,23.5,0,0.0
3703,2016/9/2,7:00,3069,25.1,0,0.0
3704,2016/9/2,8:00,3642,26,0,0.0
3705,2016/9/2,9:00,4111,27.9,0,0.0
3706,2016/9/2,10:00,4295,28.4,0,0.0
3707,2016/9/2,11:00,4426,28.6,0,0.0
3708,2016/9/2,12:00,4282,28.3,0,0.0
3709,2016/9/2,13:00,4422,28.6,0,0.0
3710,2016/9/2,14:00,4481,29.1,0,0.0
3711,2016/9/2,15:00,4463,28.8,0,0.0
3712,2016/9/2,16:00,4423,29,0,0.0
3713,2016/9/2,17:00,4247,28.7,0,0.0
3714,2016/9/2,18:00,4238,28.2,0,0.0
3715,2016/9/2,19:00,4056,27.3,0,0.0
3716,2016/9/2,20:00,3796,27,0,0.0
3717,2016/9/2,21:00,3569,26.1,0,0.0
3718,2016/9/2,22:00,3384,25.8,0,0.0
3719,2016/9/2,23:00,3154,25.2,0,0.0
3720,2016/9/3,0:00,2878,25.3,0,0.0
3721,2016/9/3,1:00,2673,25.3,0,0.0
3722,2016/9/3,2:00,2573,25.3,0,0.0
3723,2016/9/3,3:00,2529,25,0,0.0
3724,2016/9/3,4:00,2515,24.7,0,0.0
3725,2016/9/3,5:00,2495,24.6,0,0.0
3726,2016/9/3,6:00,2532,24.7,0,0.0
3727,2016/9/3,7:00,2789,25.2,0,0.0
3728,2016/9/3,8:00,3207,26.4,0,0.0
3729,2016/9/3,9:00,3547,27.4,0,0.0
3730,2016/9/3,10:00,3728,28.3,0,0.0
3731,2016/9/3,11:00,3851,29.9,0,0.0
3732,2016/9/3,12:00,3871,30.8,0,0.0
3733,2016/9/3,13:00,3967,31.9,0,0.0
3734,2016/9/3,14:00,3968,31.2,0,0.0
3735,2016/9/3,15:00,3952,30.4,0,0.0
3736,2016/9/3,16:00,3902,30.2,0,0.0
3737,2016/9/3,17:00,3821,28.6,0,0.0
3738,2016/9/3,18:00,3915,27.5,0,0.0
3739,2016/9/3,19:00,3817,26.5,0,0.0
3740,2016/9/3,20:00,3632,26.3,0,0.0
3741,2016/9/3,21:00,3412,26,0,0.0
3742,2016/9/3,22:00,3159,25.2,0,0.0
3743,2016/9/3,23:00,2948,25.1,0,0.0
3744,2016/9/4,0:00,2705,25.2,0,0.0
3745,2016/9/4,1:00,2519,24.6,0.5,0.5
3746,2016/9/4,2:00,2419,24.5,0.5,0.5
3747,2016/9/4,3:00,2394,24.4,0,0.5
3748,2016/9/4,4:00,2393,24.3,0,0.5
3749,2016/9/4,5:00,2392,24.3,0,0.5
3750,2016/9/4,6:00,2417,24.1,0,0.5
3751,2016/9/4,7:00,2569,24.3,1.5,0.5
3752,2016/9/4,8:00,2851,24.3,0.5,0.5
3753,2016/9/4,9:00,3104,24.8,0,0.5
3754,2016/9/4,10:00,3297,26,0,0.5
3755,2016/9/4,11:00,3376,27.8,0,0.5
3756,2016/9/4,12:00,3456,28.9,0,0.5
3757,2016/9/4,13:00,3553,30.3,0,0.5
3758,2016/9/4,14:00,3570,30.5,0,0.5
3759,2016/9/4,15:00,3595,29.9,0,0.5
3760,2016/9/4,16:00,3617,29.6,0,0.5
3761,2016/9/4,17:00,3623,28.2,0,0.5
3762,2016/9/4,18:00,3772,27.7,0,0.5
3763,2016/9/4,19:00,3724,27.5,0,0.5
3764,2016/9/4,20:00,3566,27.3,0,0.5
3765,2016/9/4,21:00,3360,26.9,0,0.5
3766,2016/9/4,22:00,3178,26.6,0,0.5
3767,2016/9/4,23:00,2938,26.4,0,0.5
3768,2016/9/5,0:00,2681,26.6,0,0.5
3769,2016/9/5,1:00,2509,26,0,0.0
3770,2016/9/5,2:00,2414,26.3,0,0.0
3771,2016/9/5,3:00,2399,26.1,0,0.0
3772,2016/9/5,4:00,2421,25.5,0,0.0
3773,2016/9/5,5:00,2492,25.5,0,0.0
3774,2016/9/5,6:00,2717,24.9,0,0.0
3775,2016/9/5,7:00,3196,26.5,0,0.0
3776,2016/9/5,8:00,3862,28.2,0,0.0
3777,2016/9/5,9:00,4333,29.1,0,0.0
3778,2016/9/5,10:00,4601,30.5,0,0.0
3779,2016/9/5,11:00,4691,31.3,0,0.0
3780,2016/9/5,12:00,4607,31.8,0,0.0
3781,2016/9/5,13:00,4735,32.2,0,0.0
3782,2016/9/5,14:00,4746,31.9,0,0.0
3783,2016/9/5,15:00,4692,31.8,0,0.0
3784,2016/9/5,16:00,4676,30.6,0,0.0
3785,2016/9/5,17:00,4526,29.7,0,0.0
3786,2016/9/5,18:00,4524,28.6,0,0.0
3787,2016/9/5,19:00,4336,28.4,0,0.0
3788,2016/9/5,20:00,4087,27.8,0,0.0
3789,2016/9/5,21:00,3810,27.5,0,0.0
3790,2016/9/5,22:00,3607,27,0,0.0
3791,2016/9/5,23:00,3340,27.1,0,0.0
3792,2016/9/6,0:00,3040,27.1,0,0.0
3793,2016/9/6,1:00,2824,27.2,0,0.0
3794,2016/9/6,2:00,2707,26.8,0,0.0
3795,2016/9/6,3:00,2669,26.8,0,0.0
3796,2016/9/6,4:00,2677,26.7,0,0.0
3797,2016/9/6,5:00,2715,26.2,0,0.0
3798,2016/9/6,6:00,2935,26.5,0,0.0
3799,2016/9/6,7:00,3377,27.2,0,0.0
3800,2016/9/6,8:00,4022,29.1,0,0.0
3801,2016/9/6,9:00,4485,30.6,0,0.0
3802,2016/9/6,10:00,4700,30.3,0,0.0
3803,2016/9/6,11:00,4789,31.1,0,0.0
3804,2016/9/6,12:00,4673,31.5,0,0.0
3805,2016/9/6,13:00,4768,31.2,0,0.0
3806,2016/9/6,14:00,4857,31.6,0,0.0
3807,2016/9/6,15:00,4814,31.6,0,0.0
3808,2016/9/6,16:00,4814,30.3,0,0.0
3809,2016/9/6,17:00,4650,29.7,0,0.0
3810,2016/9/6,18:00,4654,29.1,0,0.0
3811,2016/9/6,19:00,4439,28.8,0,0.0
3812,2016/9/6,20:00,4137,28.1,0,0.0
3813,2016/9/6,21:00,3839,28.5,0,0.0
3814,2016/9/6,22:00,3686,27.9,0,0.0
3815,2016/9/6,23:00,3417,28.1,0,0.0
3816,2016/9/7,0:00,3088,27.2,0,0.0
3817,2016/9/7,1:00,2851,27,0,0.5
3818,2016/9/7,2:00,2717,27.2,0,0.5
3819,2016/9/7,3:00,2683,27,0,0.5
3820,2016/9/7,4:00,2675,27.1,0,0.5
3821,2016/9/7,5:00,2728,26.4,0,0.5
3822,2016/9/7,6:00,2953,25.7,0,0.5
3823,2016/9/7,7:00,3316,25.9,0,0.5
3824,2016/9/7,8:00,3859,25.6,1.5,0.5
3825,2016/9/7,9:00,4207,26.5,0,0.5
3826,2016/9/7,10:00,4360,25.9,0.5,0.5
3827,2016/9/7,11:00,4485,26,2.5,0.5
3828,2016/9/7,12:00,4318,26.7,0,0.5
3829,2016/9/7,13:00,4506,27.7,0,0.5
3830,2016/9/7,14:00,4612,29,0,0.5
3831,2016/9/7,15:00,4563,29.3,0,0.5
3832,2016/9/7,16:00,4566,29.6,0,0.5
3833,2016/9/7,17:00,4417,28.2,0,0.5
3834,2016/9/7,18:00,4415,27.7,0,0.5
3835,2016/9/7,19:00,4217,27.4,0,0.5
3836,2016/9/7,20:00,3954,27.5,0,0.5
3837,2016/9/7,21:00,3718,27.5,0,0.5
3838,2016/9/7,22:00,3509,26.9,0,0.5
3839,2016/9/7,23:00,3263,26.7,0,0.5
3840,2016/9/8,0:00,2953,26.7,0,0.5
3841,2016/9/8,1:00,2731,25.4,0.5,0.5
3842,2016/9/8,2:00,2620,25.2,0,0.5
3843,2016/9/8,3:00,2594,24.7,0,0.5
3844,2016/9/8,4:00,2604,24.8,0,0.5
3845,2016/9/8,5:00,2655,24.9,0,0.5
3846,2016/9/8,6:00,2841,25.3,0,0.5
3847,2016/9/8,7:00,3207,26,0,0.5
3848,2016/9/8,8:00,3771,27.9,0,0.5
3849,2016/9/8,9:00,4249,26.6,0.5,0.5
3850,2016/9/8,10:00,4437,28,0,0.5
3851,2016/9/8,11:00,4466,28.1,0,0.5
3852,2016/9/8,12:00,4362,30.3,0,0.5
3853,2016/9/8,13:00,4448,29.4,0,0.5
3854,2016/9/8,14:00,4388,30.1,0,0.5
3855,2016/9/8,15:00,4351,26,0.5,0.5
3856,2016/9/8,16:00,4373,26.7,0.5,0.5
3857,2016/9/8,17:00,4301,26.2,0.5,0.5
3858,2016/9/8,18:00,4280,25.7,8,0.5
3859,2016/9/8,19:00,4067,25.6,0,0.5
3860,2016/9/8,20:00,3800,25.4,0,0.5
3861,2016/9/8,21:00,3579,25.4,1,0.5
3862,2016/9/8,22:00,3434,25.1,0,0.5
3863,2016/9/8,23:00,3191,25,0,0.5
3864,2016/9/9,0:00,2906,25.2,0,0.5
3865,2016/9/9,1:00,2703,25.2,0,0.0
3866,2016/9/9,2:00,2591,23.8,0,0.0
3867,2016/9/9,3:00,2559,23.2,0,0.0
3868,2016/9/9,4:00,2569,23.7,0,0.0
3869,2016/9/9,5:00,2606,23.2,0,0.0
3870,2016/9/9,6:00,2787,23,0,0.0
3871,2016/9/9,7:00,3151,24.3,0,0.0
3872,2016/9/9,8:00,3738,25.8,0,0.0
3873,2016/9/9,9:00,4189,28.8,0,0.0
3874,2016/9/9,10:00,4385,29.7,0,0.0
3875,2016/9/9,11:00,4516,30,0,0.0
3876,2016/9/9,12:00,4413,31.2,0,0.0
3877,2016/9/9,13:00,4551,30,0,0.0
3878,2016/9/9,14:00,4537,29.7,0,0.0
3879,2016/9/9,15:00,4467,29.8,0,0.0
3880,2016/9/9,16:00,4446,29.2,0,0.0
3881,2016/9/9,17:00,4318,28.5,0,0.0
3882,2016/9/9,18:00,4320,27.7,0,0.0
3883,2016/9/9,19:00,4128,27.6,0,0.0
3884,2016/9/9,20:00,3886,27.5,0,0.0
3885,2016/9/9,21:00,3634,26.8,0,0.0
3886,2016/9/9,22:00,3440,26.2,0,0.0
3887,2016/9/9,23:00,3181,26.4,0,0.0
3888,2016/9/10,0:00,2870,26.1,0,0.0
3889,2016/9/10,1:00,2657,24.9,0,0.5
3890,2016/9/10,2:00,2540,23.7,0,0.5
3891,2016/9/10,3:00,2490,23.8,0,0.5
3892,2016/9/10,4:00,2477,24,0,0.5
3893,2016/9/10,5:00,2475,23.9,0,0.5
3894,2016/9/10,6:00,2508,24.2,0,0.5
3895,2016/9/10,7:00,2724,24.9,0,0.5
3896,2016/9/10,8:00,3149,25.5,0,0.5
3897,2016/9/10,9:00,3521,26.8,0,0.5
3898,2016/9/10,10:00,3655,28.1,0,0.5
3899,2016/9/10,11:00,3720,29.7,0,0.5
3900,2016/9/10,12:00,3774,28.2,0,0.5
3901,2016/9/10,13:00,3873,29.9,0,0.5
3902,2016/9/10,14:00,3887,30.7,0,0.5
3903,2016/9/10,15:00,3859,29.7,0,0.5
3904,2016/9/10,16:00,3795,28.7,0,0.5
3905,2016/9/10,17:00,3767,28.2,0,0.5
3906,2016/9/10,18:00,3853,28,0,0.5
3907,2016/9/10,19:00,3749,27,0,0.5
3908,2016/9/10,20:00,3583,26.4,0,0.5
3909,2016/9/10,21:00,3357,26.2,0,0.5
3910,2016/9/10,22:00,3149,25.4,0,0.5
3911,2016/9/10,23:00,2934,25.4,0,0.5
3912,2016/9/11,0:00,2691,25,0,0.5
3913,2016/9/11,1:00,2509,24.5,0,0.5
3914,2016/9/11,2:00,2411,24.9,0,0.5
3915,2016/9/11,3:00,2376,25,0,0.5
3916,2016/9/11,4:00,2371,24,0.5,0.5
3917,2016/9/11,5:00,2372,23.1,0.5,0.5
3918,2016/9/11,6:00,2368,22.6,1,0.5
3919,2016/9/11,7:00,2520,21.1,0.5,0.5
3920,2016/9/11,8:00,2766,21.8,1,0.5
3921,2016/9/11,9:00,2983,23.3,0,0.5
3922,2016/9/11,10:00,3034,23.1,1.5,0.5
3923,2016/9/11,11:00,3082,23.1,0,0.5
3924,2016/9/11,12:00,3122,24,0,0.5
3925,2016/9/11,13:00,3105,23.4,0,0.5
3926,2016/9/11,14:00,3081,23.6,0,0.5
3927,2016/9/11,15:00,3050,23.3,0,0.5
3928,2016/9/11,16:00,3071,23,0,0.5
3929,2016/9/11,17:00,3195,23,0,0.5
3930,2016/9/11,18:00,3321,22.9,0,0.5
3931,2016/9/11,19:00,3255,22.6,0,0.5
3932,2016/9/11,20:00,3131,22.8,0,0.5
3933,2016/9/11,21:00,2956,22.9,0,0.5
3934,2016/9/11,22:00,2792,22.5,0,0.5
3935,2016/9/11,23:00,2626,22.5,0,0.5
3936,2016/9/12,0:00,2425,22.7,0,0.5
3937,2016/9/12,1:00,2294,22.7,0,0.5
3938,2016/9/12,2:00,2245,22.8,0,0.5
3939,2016/9/12,3:00,2253,23,0,0.5
3940,2016/9/12,4:00,2296,23.1,0,0.5
3941,2016/9/12,5:00,2364,23.2,0,0.5
3942,2016/9/12,6:00,2534,23.3,0,0.5
3943,2016/9/12,7:00,2901,23.8,0,0.5
3944,2016/9/12,8:00,3403,24.4,0,0.5
3945,2016/9/12,9:00,3788,25,0,0.5
3946,2016/9/12,10:00,3886,26.4,0,0.5
3947,2016/9/12,11:00,3989,26.1,0,0.5
3948,2016/9/12,12:00,3852,26.1,0,0.5
3949,2016/9/12,13:00,4016,27,0,0.5
3950,2016/9/12,14:00,4043,27,0,0.5
3951,2016/9/12,15:00,3998,27.1,0,0.5
3952,2016/9/12,16:00,3986,26.9,0,0.5
3953,2016/9/12,17:00,3961,25.9,0,0.5
3954,2016/9/12,18:00,3937,25.1,0,0.5
3955,2016/9/12,19:00,3738,24.5,0,0.5
3956,2016/9/12,20:00,3524,24.3,0,0.5
3957,2016/9/12,21:00,3306,23.5,0,0.5
3958,2016/9/12,22:00,3132,23.7,0,0.5
3959,2016/9/12,23:00,2925,23.2,0,0.5
3960,2016/9/13,0:00,2673,23.7,0,0.5
3961,2016/9/13,1:00,2505,23.3,0,1.0
3962,2016/9/13,2:00,2419,23.4,0,1.0
3963,2016/9/13,3:00,2415,23,0,1.0
3964,2016/9/13,4:00,2449,22.9,0,1.0
3965,2016/9/13,5:00,2525,22.4,0.5,1.0
3966,2016/9/13,6:00,2719,22.1,1.5,1.0
3967,2016/9/13,7:00,3030,21.9,0.5,1.0
3968,2016/9/13,8:00,3493,21.6,2,1.0
3969,2016/9/13,9:00,3812,21.6,7,1.0
3970,2016/9/13,10:00,3885,22.1,10.5,1.0
3971,2016/9/13,11:00,3905,22.5,8.5,1.0
3972,2016/9/13,12:00,3689,23,0.5,1.0
3973,2016/9/13,13:00,3801,23,1.5,1.0
3974,2016/9/13,14:00,3850,23.2,0,1.0
3975,2016/9/13,15:00,3816,23.3,0,1.0
3976,2016/9/13,16:00,3852,23.2,0,1.0
3977,2016/9/13,17:00,3859,23.3,0,1.0
