,0
0,0.60474706
1,0.60464305
2,0.5908003
3,0.5228002
4,0.4995522
5,0.5479699
6,0.45243248
7,0.43301824
8,0.33213982
9,0.4122649
10,0.31746623
11,0.35896048
12,0.32013014
13,0.27437955
14,0.15263595
15,0.24325426
16,0.27307257
17,0.27003875
18,0.30580586
19,0.37483677
20,0.39911538
21,0.36620677
22,0.5369329
23,0.5124802
24,0.526594
25,0.5362978
26,0.5528722
27,0.6317815
28,0.6720014
29,0.80401975
30,0.7631268
31,0.76124996
32,0.7244697
33,0.6009099
34,0.46132913
35,0.34574825
36,0.27640268
37,0.23694772
38,0.24331902
39,0.235342
40,0.244904
41,0.32918462
42,0.38376203
43,0.4301667
44,0.5437462
45,0.6020865
46,0.6690385
47,0.7490812
