,0
0,0.72589356
1,0.67062694
2,0.7516436
3,0.7550142
4,0.5726471
5,0.4566657
6,0.6180271
7,0.8249613
8,0.84853655
9,0.51270413
10,0.49012297
11,0.56764567
12,0.49180573
13,0.569588
14,0.6197159
15,0.5083525
16,0.6176281
17,0.8641355
18,0.703476
19,0.47491968
20,0.6472112
21,0.7358273
22,0.5361783
23,0.7358522
24,0.5341993
25,0.42737162
26,0.42278016
27,0.5372987
28,0.49913013
29,0.61339664
30,0.5717745
31,0.57854986
32,0.4532681
33,0.38399082
34,0.3970695
35,0.45391732
36,0.56459963
37,0.62375695
38,0.5798238
39,0.5313897
40,0.3648243
41,0.37403613
42,0.7036046
43,0.4684376
44,0.6046782
45,0.56496143
46,0.40932733
47,0.40872335
48,0.6172028
49,0.42303425
50,0.48754352
51,0.36934978
52,0.45107442
53,0.3994215
54,0.5312975
55,0.39567906
56,0.5770556
57,0.50936586
58,0.44745928
59,0.43765217
60,0.3065331
61,0.20247214
62,0.3098142
63,0.48459274
64,0.44452864
65,0.45072216
66,0.35734904
67,0.32960224
68,0.21873732
69,0.64299566
70,0.57449937
71,0.45989245
72,0.47935987
73,0.35048532
74,0.35153806
75,0.35688877
76,0.31868076
77,0.38954675
78,0.39868134
79,0.34584957
80,0.35688388
81,0.2648481
82,0.26267505
83,0.36106795
84,0.5477253
85,0.31953293
86,0.36165386
87,0.38199204
88,0.23225035
89,0.29950678
90,0.32794875
91,0.36793214
92,0.23521075
93,0.35213405
94,0.34217745
95,0.22473724
96,0.12162146
97,0.29271013
98,0.24141821
99,0.22697514
100,0.1946052
101,0.21272725
102,0.057283938
103,0.048626833
104,0.18999638
105,0.052430592
106,0.0
107,0.1261837
108,0.14336278
109,0.09913957
110,0.0661972
111,0.08963169
112,0.26221728
113,0.22850242
114,0.28124177
115,0.22754909
116,0.16092809
117,0.11727601
118,0.22390817
119,0.26471865
120,0.23779939
121,0.25801855
122,0.31056476
123,0.14662477
124,0.105635986
125,0.20997517
126,0.26523763
127,0.2564026
128,0.32094496
129,0.22740258
130,0.1474869
131,0.1313967
132,0.22548917
133,0.32211614
134,0.30154616
135,0.3574283
136,0.36663657
137,0.30747807
138,0.19933377
139,0.27698773
140,0.40173018
141,0.42411107
142,0.47629523
143,0.5163881
144,0.38125515
145,0.16783696
146,0.3722725
147,0.57784694
148,0.42324919
149,0.44738013
150,0.40879023
151,0.14874947
152,0.21367009
153,0.408827
154,0.31995815
155,0.3290546
156,0.38522363
157,0.3316623
158,0.37429953
159,0.29920584
160,0.3208388
161,0.460877
162,0.4024142
163,0.47220314
164,0.57320094
165,0.33122516
166,0.21628505
167,0.41645974
168,0.5102632
169,0.56435496
170,0.532166
171,0.4386549
172,0.39152873
173,0.40403032
174,0.49791425
175,0.421062
176,0.40000772
177,0.3884067
178,0.3994583
179,0.33171088
180,0.22719094
181,0.32846373
182,0.617685
183,0.47043514
184,0.5747616
185,0.3211847
186,0.25678092
187,0.3942123
188,0.4776972
189,0.549351
190,0.5825774
191,0.31123668
192,0.41829264
193,0.5005185
194,0.35321558
195,0.47526294
196,0.63668907
197,0.59517276
198,0.7410785
199,0.7621975
200,0.6275843
201,0.45136303
202,0.6632994
203,0.66214037
204,0.7742528
205,0.7056974
206,0.6550047
207,0.5271726
208,0.6459355
209,0.7221379
210,0.94410837
211,0.78266287
212,0.7458193
213,0.84097654
214,0.8471661
215,0.6115247
216,0.52901185
217,0.74498975
218,0.67897415
219,0.8076033
220,0.86206186
221,0.7122168
222,0.55815053
223,0.7836047
224,0.73336655
225,0.54683614
226,0.7562491
227,0.79074854
228,0.7468983
229,0.5772767
230,0.48333067
231,0.6773313
232,0.80911213
233,0.7996193
234,0.71682554
235,0.64576024
236,0.28884387
237,0.52241963
238,0.5746432
239,0.48056298
240,0.51534885
241,0.6136893
242,0.54643553
243,0.2955373
244,0.38976717
245,0.298882
246,0.2615952
247,0.4675578
248,0.45774633
249,0.2322056
250,0.14193256
251,0.24728535
252,0.3925346
253,0.33948588
254,0.30638272
255,0.33374524
256,0.24216938
257,0.19152118
258,0.3028158
259,0.35369647
260,0.2969113
261,0.3705485
262,0.36425698
263,0.2661345
264,0.23355077
265,0.29214358
266,0.33957005
267,0.3384872
268,0.35502857
269,0.37189883
270,0.22717027
271,0.23115171
272,0.30665147
273,0.43066442
274,0.30621576
275,0.344971
276,0.36375064
277,0.31366563
278,0.1495965
279,0.3119331
280,0.33438998
281,0.30120456
282,0.38575262
283,0.3515011
284,0.22375628
285,0.20743431
286,0.32754886
287,0.3587495
288,0.25635362
289,0.38687515
290,0.38944644
291,0.32156235
292,0.25952768
293,0.28037268
294,0.35707748
295,0.43337983
296,0.47101104
297,0.5174396
298,0.28956723
299,0.21030338
300,0.37384242
301,0.4194386
302,0.386603
303,0.43613493
304,0.3282296
305,0.26015735
306,0.2171124
307,0.32682472
308,0.26323247
309,0.43523234
310,0.47860545
311,0.4033653
312,0.37862313
313,0.27053314
314,0.37184358
315,0.6158308
316,0.5021867
317,0.5753079
318,0.5976085
319,0.4652503
320,0.519936
321,0.49746394
322,0.5882212
323,0.5631147
324,0.5967809
325,0.60828066
326,0.5472146
327,0.37374872
328,0.48198384
329,0.6534144
330,0.69281393
331,0.7586329
332,0.7658677
333,0.60815245
334,0.5726793
335,0.7316313
336,0.7949687
337,0.7421756
338,0.711253
339,0.6861478
340,0.5310555
341,0.5258194
342,0.5540222
343,0.5298072
344,0.44229215
345,0.43920082
