,0
0,0.36780128
1,0.3601564
2,0.36206794
3,0.33279723
4,0.39248762
5,0.39897
6,0.40190992
7,0.40152633
8,0.42900136
9,0.409553
10,0.35790905
11,0.32235983
12,0.28329664
13,0.2589212
14,0.19916621
15,0.16608322
16,0.14647126
17,0.14572552
18,0.13653368
19,0.14351416
20,0.17560978
21,0.21982777
22,0.2833722
23,0.35951066
24,0.39075562
25,0.36038396
26,0.35033852
27,0.34475595
28,0.3258154
29,0.30444166
30,0.32440287
31,0.34893274
32,0.38064578
33,0.3945083
34,0.35597056
35,0.30958197
36,0.2504979
37,0.21090044
38,0.16192909
39,0.1224968
40,0.10436794
41,0.10815966
42,0.1067777
43,0.115610525
44,0.14605705
45,0.17135763
46,0.22858192
47,0.27272692
48,0.28038812
49,0.24520022
50,0.25672793
51,0.25668874
52,0.22216925
53,0.2073776
54,0.22916877
55,0.25626585
56,0.29898223
57,0.3646532
58,0.31865484
59,0.27869287
60,0.22273637
61,0.18599378
62,0.1208931
63,0.10124472
64,0.090600334
65,0.09165549
66,0.093089715
67,0.12002137
68,0.18113993
69,0.2581735
70,0.3449672
71,0.40640876
72,0.4399393
73,0.41891474
74,0.39976025
75,0.33717096
76,0.40347588
77,0.38146648
78,0.39583623
79,0.41230813
80,0.41698426
81,0.39821398
82,0.35077855
83,0.31058088
84,0.27665833
85,0.26375583
86,0.18826409
87,0.13884798
88,0.12226053
89,0.13689597
90,0.12736805
91,0.15820692
92,0.22061375
93,0.315026
94,0.39698008
95,0.4706361
96,0.50731236
97,0.49561486
98,0.47988224
99,0.43520364
100,0.49634832
101,0.46028972
102,0.4598854
103,0.45921028
104,0.46982715
105,0.45336625
106,0.4102739
107,0.36549345
108,0.31908146
109,0.2954972
110,0.20978586
111,0.15285267
112,0.14148033
113,0.15570602
114,0.14926067
115,0.18549688
116,0.25133303
117,0.32305434
118,0.35809335
119,0.37824255
120,0.39552978
121,0.37406525
122,0.3574197
123,0.31228697
124,0.37283385
125,0.38084298
126,0.3742118
127,0.36921772
128,0.37897533
129,0.39050558
130,0.34384328
131,0.31566632
132,0.27642956
133,0.25771683
134,0.16626443
135,0.12548274
136,0.110723615
137,0.12802048
138,0.121939525
139,0.14924192
140,0.20518601
141,0.29880473
142,0.39280343
143,0.46271172
144,0.5053904
145,0.50354797
146,0.5038198
147,0.46230736
148,0.5127982
149,0.47932136
150,0.47327447
151,0.4763276
152,0.46743447
153,0.44373044
154,0.38921422
155,0.3438943
156,0.29876292
157,0.25987312
158,0.18364058
159,0.14126563
160,0.1306345
161,0.14421381
162,0.14512111
163,0.17428163
164,0.21664864
165,0.27782804
166,0.31559592
167,0.36667255
168,0.39353615
169,0.39369592
170,0.35951796
171,0.32952306
172,0.40581873
173,0.3813416
174,0.37175006
175,0.37565354
176,0.38000387
177,0.36362594
178,0.32713494
179,0.2927378
180,0.26266694
181,0.23649651
182,0.16430561
183,0.119914435
184,0.10673522
185,0.12062503
186,0.11580276
187,0.12821355
188,0.1504813
189,0.1658084
190,0.20755674
191,0.24323185
192,0.2581337
193,0.246511
194,0.25354633
195,0.23621555
196,0.2712671
197,0.2536155
198,0.2514124
199,0.24894105
200,0.28542244
201,0.31991342
202,0.29149842
203,0.25172982
204,0.20167129
205,0.18710735
206,0.11864823
207,0.100155756
208,0.08520098
209,0.106047034
210,0.0946348
211,0.106520414
212,0.11102636
213,0.11815577
214,0.15140475
215,0.17529276
216,0.20076382
217,0.19893706
218,0.19832158
219,0.21522535
220,0.21274018
221,0.18911031
222,0.19967985
223,0.22952272
224,0.2634663
225,0.3305512
226,0.28423056
227,0.24465385
228,0.20474605
229,0.16796196
230,0.10737382
231,0.08115882
232,0.07370393
233,0.083407864
234,0.08954269
235,0.11591492
236,0.18009377
237,0.2614481
238,0.33099806
239,0.3836904
240,0.41121054
241,0.38899028
242,0.3744537
243,0.3423755
